,Code,Measure,PerType,PerDate,Value_,RptDate
1112171,77682,8,Q,2018-07-31,-0.08,2018-09-04
1112172,77682,8,Q,2018-10-31,-0.09,2018-12-03
1112173,77683,8,A,2018-01-31,-9999.0,2018-05-02
1112174,77683,8,Q,2018-01-31,-9999.0,2018-05-02
1112175,77683,8,Q,2018-04-30,0.01,2018-06-07
1112176,77683,8,Q,2018-07-31,0.03,2018-09-05
1112177,77684,8,A,2017-12-31,-9999.0,2018-04-25
1112178,77684,8,Q,2017-12-31,-9999.0,2018-04-25
1112179,77684,8,Q,2018-03-31,-9999.0,2018-08-30
1112180,77684,8,Q,2018-06-30,-9999.0,2018-08-30
1112181,77685,8,A,2017-09-30,-9999.0,2018-01-17
1112182,77685,8,Q,2017-09-30,-9999.0,2018-01-17
1112183,77685,8,Q,2017-12-31,-9999.0,2018-02-13
1112184,77685,8,Q,2018-03-31,-9999.0,2018-05-16
1112185,77685,8,Q,2018-06-30,-0.19,2018-08-14
1112186,77686,8,A,2017-09-30,-9999.0,2018-05-04
1112187,77686,8,Q,2017-09-30,-9999.0,2018-05-04
1112188,77686,8,Q,2017-12-31,-9999.0,2018-05-04
1112189,77686,8,Q,2018-03-31,0.27,2018-06-04
1112190,77686,8,Q,2018-06-30,0.29,2018-08-09
1112191,77687,8,A,2017-12-31,-9999.0,2018-05-04
1112192,77687,8,Q,2017-12-31,-9999.0,2018-05-04
1112193,77687,8,Q,2018-03-31,-5.05,2018-06-07
1112194,77687,8,Q,2018-06-30,-0.43,2018-08-07
1112195,77687,8,Q,2018-09-30,-0.22,2018-11-06
1112196,77688,8,A,2017-12-31,-9999.0,2018-05-03
1112197,77688,8,Q,2017-12-31,-9999.0,2018-05-03
1112198,77688,8,Q,2018-03-31,-9999.0,2018-06-15
1112199,77688,8,Q,2018-06-30,0.63,2018-08-14
1112200,77689,8,A,2017-12-31,-9999.0,2018-05-04
1112201,77689,8,Q,2017-12-31,-9999.0,2018-05-04
1112202,77689,8,Q,2018-03-31,-0.98,2018-06-07
1112203,77689,8,Q,2018-06-30,-0.35,2018-08-07
1112204,77689,8,Q,2018-09-30,-0.2,2018-10-25
1112205,77690,8,A,2017-12-31,-9999.0,2018-05-04
1112206,77690,8,Q,2017-12-31,-9999.0,2018-05-04
1112207,77690,8,Q,2018-03-31,-9999.0,2018-05-04
1112208,77690,8,Q,2018-06-30,0.29,2018-07-24
1112209,77690,8,Q,2018-09-30,0.29,2018-10-23
1112210,77691,8,A,2017-12-31,-9999.0,2018-04-02
1112211,77691,8,Q,2017-12-31,-9999.0,2018-04-02
1112212,77691,8,Q,2018-03-31,-9999.0,2018-05-04
1112213,77691,8,Q,2018-06-30,-9999.0,2018-08-03
1112214,77691,8,Q,2018-09-30,-7.9,2018-11-02
1112215,77692,8,A,2017-12-31,-9999.0,2018-05-04
1112216,77692,8,Q,2017-12-31,-9999.0,2018-05-04
1112217,77692,8,Q,2018-03-31,-4.69,2018-06-07
1112218,77692,8,Q,2018-06-30,-0.76,2018-08-09
1112219,77692,8,Q,2018-09-30,-0.45,2018-11-07
1112220,77693,8,A,2017-12-31,-9999.0,2018-05-08
1112221,77693,8,Q,2017-12-31,-9999.0,2018-05-08
1112222,77693,8,Q,2018-03-31,-0.335,2018-05-14
1112223,77693,8,Q,2018-06-30,-0.35,2018-08-06
1112224,77694,8,A,2017-12-31,-9999.0,2018-06-01
1112225,77694,8,Q,2017-12-31,-9999.0,2018-06-01
1112226,77694,8,Q,2018-03-31,-9999.0,2018-06-01
1112227,77694,8,Q,2018-06-30,0.73,2018-08-01
1112228,77694,8,Q,2018-09-30,0.85,2018-10-30
1112229,77695,8,A,2018-03-31,-9999.0,2018-05-24
1112230,77695,8,Q,2018-03-31,-9999.0,2018-05-24
1112231,77695,8,Q,2018-06-30,0.54,2018-08-14
1112232,77695,8,Q,2018-09-30,0.45,2018-11-14
1112233,77696,8,A,2017-12-31,-9999.0,2018-05-11
1112234,77696,8,Q,2017-12-31,-9999.0,2018-05-11
1112235,77696,8,Q,2018-03-31,0.83,2018-06-19
1112236,77696,8,Q,2018-06-30,0.9,2018-08-13
1112237,77696,8,Q,2018-09-30,1.23,2018-11-12
1112238,77697,8,A,2017-12-31,-9999.0,2018-05-09
1112239,77697,8,Q,2017-12-31,-9999.0,2018-05-09
1112240,77697,8,Q,2018-03-31,-9999.0,2018-06-01
1112241,77697,8,Q,2018-06-30,0.53,2018-07-25
1112242,77697,8,Q,2018-09-30,0.52,2018-10-24
1112243,77698,8,A,2017-12-31,-9999.0,2018-03-26
1112244,77698,8,Q,2017-03-31,-9999.0,2017-05-11
1112245,77698,8,Q,2017-06-30,-9999.0,2017-08-10
1112246,77698,8,Q,2017-09-30,-9999.0,2017-11-13
1112247,77698,8,Q,2017-12-31,-9999.0,2018-03-26
1112248,77698,8,Q,2018-03-31,-9999.0,2018-05-14
1112249,77698,8,Q,2018-06-30,0.02,2018-08-14
1112250,77698,8,Q,2018-09-30,-0.22,2018-11-13
1112251,77699,8,A,2017-12-31,-9999.0,2018-04-26
1112252,77699,8,Q,2017-12-31,-9999.0,2018-04-26
1112253,77699,8,Q,2018-03-31,-9999.0,2018-05-24
1112254,77699,8,Q,2018-06-30,0.61,2018-08-14
1112255,77699,8,Q,2018-09-30,0.1,2018-11-14
1112256,77700,8,A,2017-12-31,-9999.0,2018-05-09
1112257,77700,8,Q,2017-12-31,-9999.0,2018-05-09
1112258,77700,8,Q,2018-03-31,-9999.0,2018-05-31
1112259,77700,8,Q,2018-06-30,-0.85,2018-08-02
1112260,77700,8,Q,2018-09-30,-0.5,2018-11-01
1112261,77701,8,A,2017-12-31,-9999.0,2018-05-11
1112262,77701,8,Q,2017-12-31,-9999.0,2018-05-11
1112263,77701,8,Q,2018-03-31,-9999.0,2018-06-05
1112264,77701,8,Q,2018-06-30,0.37,2018-08-13
1112265,77701,8,Q,2018-09-30,0.55,2018-11-12
1112266,77702,8,A,2017-12-31,-9999.0,2018-03-15
1112267,77702,8,Q,2017-12-31,-9999.0,2018-03-15
1112268,77702,8,Q,2018-03-31,-9999.0,2018-05-11
1112269,77702,8,Q,2018-06-30,-9999.0,2018-08-09
1112270,77702,8,Q,2018-09-30,-0.43,2018-11-08
1112271,77703,8,A,2017-12-31,-9999.0,2018-05-17
1112272,77703,8,Q,2017-12-31,-9999.0,2018-05-17
1112273,77703,8,Q,2018-03-31,-9999.0,2018-05-17
1112274,77703,8,Q,2018-06-30,-0.21,2018-08-01
1112275,77703,8,Q,2018-09-30,-0.1,2018-10-24
1112288,77704,8,A,2016-12-31,0.54,2017-02-09
1112289,77704,8,A,2017-12-31,1.24,2018-02-15
1112341,77704,8,Q,2016-12-31,0.28,2017-02-09
1112342,77704,8,Q,2017-03-31,0.31,2017-04-27
1112343,77704,8,Q,2017-06-30,-0.03,2017-07-27
1112344,77704,8,Q,2017-09-30,0.32,2017-10-26
1112345,77704,8,Q,2017-12-31,0.64,2018-02-15
1112346,77704,8,Q,2018-03-31,0.83,2018-05-03
1112347,77704,8,Q,2018-06-30,0.26,2018-07-26
1112348,77704,8,Q,2018-09-30,0.63,2018-10-25
1112349,77705,8,A,2017-12-31,-9999.0,2018-05-25
1112350,77705,8,Q,2017-12-31,-9999.0,2018-05-25
1112351,77705,8,Q,2018-03-31,-9999.0,2018-05-25
1112352,77705,8,Q,2018-06-30,0.18,2018-08-07
1112353,77705,8,Q,2018-09-30,0.21,2018-11-06
1112354,77706,8,A,2017-12-31,-9999.0,2018-03-30
1112355,77706,8,Q,2017-12-31,-9999.0,2018-03-30
1112356,77706,8,Q,2018-03-31,-9999.0,2018-05-14
1112357,77706,8,Q,2018-06-30,-9999.0,2018-08-14
1112358,77706,8,Q,2018-09-30,-0.2,2018-11-16
1112359,77707,8,A,2017-12-31,-9999.0,2018-05-24
1112360,77707,8,Q,2017-12-31,-9999.0,2018-05-24
1112361,77707,8,Q,2018-03-31,-9999.0,2018-05-24
1112362,77707,8,Q,2018-06-30,-1.39,2018-08-08
1112363,77707,8,Q,2018-09-30,-0.44,2018-11-08
1112364,77708,8,A,2017-12-31,-9999.0,2018-05-23
1112365,77708,8,Q,2017-12-31,-9999.0,2018-05-23
1112366,77708,8,Q,2018-03-31,-9999.0,2018-05-23
1112367,77708,8,Q,2018-06-30,0.13,2018-08-08
1112368,77708,8,Q,2018-09-30,0.17,2018-11-07
1112369,77709,8,A,2017-12-31,-9999.0,2018-05-24
1112370,77709,8,Q,2017-12-31,-9999.0,2018-05-24
1112371,77709,8,Q,2018-03-31,-9999.0,2018-05-24
1112372,77709,8,Q,2018-06-30,-0.97,2018-08-06
1112373,77709,8,Q,2018-09-30,-0.51,2018-11-01
1112374,77710,8,A,2017-12-31,-9999.0,2018-06-08
1112375,77710,8,Q,2017-12-31,-9999.0,2018-06-08
1112376,77710,8,Q,2018-03-31,-9999.0,2018-06-08
1112377,77710,8,Q,2018-06-30,-0.72,2018-07-27
1112378,77710,8,Q,2018-09-30,-0.78,2018-10-25
1112379,77711,8,A,2017-12-31,-9999.0,2018-05-25
1112380,77711,8,Q,2017-12-31,-9999.0,2018-05-25
1112381,77711,8,Q,2018-03-31,-9999.0,2018-05-25
1112382,77711,8,Q,2018-06-30,-2.22,2018-08-14
1112383,77711,8,Q,2018-09-30,-1.77,2018-11-14
1112384,77712,8,A,2017-12-31,-9999.0,2018-03-13
1112385,77712,8,Q,2017-12-31,-9999.0,2018-03-13
1112386,77712,8,Q,2018-03-31,-9999.0,2018-05-15
1112387,77712,8,Q,2018-06-30,-0.16,2018-08-14
1112388,77712,8,Q,2018-09-30,-0.03,2018-11-13
1112389,77713,8,A,2017-12-31,-9999.0,2018-03-12
1112390,77713,8,Q,2017-12-31,-9999.0,2018-03-12
1112391,77713,8,Q,2018-03-31,-9999.0,2018-05-09
1112392,77713,8,Q,2018-06-30,-0.06,2018-08-02
1112393,77713,8,Q,2018-09-30,-0.02,2018-10-24
1112394,77714,8,A,2017-12-31,-9999.0,2018-05-25
1112395,77714,8,Q,2017-12-31,-9999.0,2018-05-25
1112396,77714,8,Q,2018-03-31,-9999.0,2018-05-25
1112397,77714,8,Q,2018-06-30,0.17,2018-08-09
1112398,77714,8,Q,2018-09-30,0.63,2018-11-15
1112399,77715,8,A,2017-12-31,,2018-04-13
1112400,77715,8,Q,2017-12-31,,2018-04-13
1112401,77715,8,Q,2018-03-31,,2018-05-14
1112402,77717,8,A,2017-12-31,-9999.0,2018-02-13
1112403,77717,8,Q,2017-12-31,-9999.0,2018-02-13
1112404,77717,8,Q,2018-03-31,-9999.0,2018-05-03
1112405,77717,8,Q,2018-06-30,-0.26,2018-08-08
1112406,77717,8,Q,2018-09-30,-0.28,2018-11-01
1112407,77718,8,A,2017-12-31,-9999.0,2018-06-08
1112408,77718,8,Q,2017-12-31,-9999.0,2018-06-08
1112409,77718,8,Q,2018-03-31,-9999.0,2018-06-08
1112410,77718,8,Q,2018-06-30,-2.2,2018-08-08
1112411,77718,8,Q,2018-09-30,-0.59,2018-11-08
1112412,77719,8,A,2017-12-31,-9999.0,2018-06-12
1112413,77719,8,Q,2017-12-31,-9999.0,2018-06-12
1112414,77719,8,Q,2018-03-31,-9999.0,2018-08-29
1112415,77719,8,Q,2018-06-30,-9999.0,2018-08-29
1112416,77721,8,A,2017-12-31,-9999.0,2018-06-19
1112417,77721,8,Q,2017-12-31,-9999.0,2018-06-19
1112418,77721,8,Q,2018-03-31,-9999.0,2018-06-19
1112419,77721,8,Q,2018-06-30,-0.19,2018-08-09
1112420,77721,8,Q,2018-09-30,-0.14,2018-11-07
1112421,77722,8,A,2017-12-31,-9999.0,2018-06-15
1112422,77722,8,Q,2017-12-31,-9999.0,2018-06-15
1112423,77722,8,Q,2018-03-31,-9999.0,2018-06-15
1112424,77722,8,Q,2018-06-30,0.13,2018-08-14
1112425,77722,8,Q,2018-09-30,0.25,2018-11-13
1112426,77723,8,A,2017-12-31,-9999.0,2018-06-15
1112427,77723,8,Q,2017-12-31,-9999.0,2018-06-15
1112428,77723,8,Q,2018-03-31,-9999.0,2018-06-15
1112429,77723,8,Q,2018-06-30,-1.04,2018-08-07
1112430,77723,8,Q,2018-09-30,-0.27,2018-11-07
1112431,77724,8,A,2018-01-31,-9999.0,2018-06-28
1112432,77724,8,Q,2018-01-31,-9999.0,2018-06-28
1112433,77724,8,Q,2018-04-30,-9999.0,2018-06-28
1112434,77724,8,Q,2018-07-31,0.31,2018-08-28
1112435,77724,8,Q,2018-10-31,0.39,2018-11-20
1112436,77725,8,A,2017-12-31,-9999.0,2018-04-12
1112437,77725,8,Q,2017-12-31,-9999.0,2018-04-12
1112438,77725,8,Q,2018-03-31,-9999.0,2018-05-15
1112439,77725,8,Q,2018-06-30,-0.07,2018-08-14
1112440,77725,8,Q,2018-09-30,-0.05,2018-11-13
1112441,77726,8,A,2017-12-31,,2018-02-14
1112442,77726,8,Q,2017-12-31,,2018-02-14
1112443,77726,8,Q,2018-03-31,,2018-05-14
1112444,77727,8,A,2017-12-31,-9999.0,2018-03-09
1112445,77727,8,Q,2017-12-31,-9999.0,2018-03-09
1112446,77727,8,Q,2018-03-31,-9999.0,2018-05-15
1112447,77727,8,Q,2018-06-30,-0.17,2018-08-06
1112448,77727,8,Q,2018-09-30,-0.13,2018-11-06
1112449,77728,8,A,2017-12-31,-9999.0,2018-05-18
1112450,77728,8,Q,2017-12-31,-9999.0,2018-05-18
1112451,77728,8,Q,2018-03-31,-9999.0,2018-05-18
1112452,77728,8,Q,2018-06-30,-9999.0,2018-08-23
1112453,77728,8,Q,2018-09-30,-9999.0,2018-11-26
1112454,77729,8,A,2017-12-31,-9999.0,2018-06-21
1112455,77729,8,Q,2017-12-31,-9999.0,2018-06-21
1112456,77729,8,Q,2018-03-31,-9999.0,2018-06-21
1112457,77729,8,Q,2018-06-30,-3.07,2018-08-13
1112458,77729,8,Q,2018-09-30,-0.71,2018-11-07
1112459,77730,8,A,2017-12-31,-9999.0,2018-06-22
1112460,77730,8,Q,2017-12-31,-9999.0,2018-06-22
1112461,77730,8,Q,2018-03-31,-9999.0,2018-06-22
1112462,77730,8,Q,2018-06-30,0.06,2018-08-08
1112463,77730,8,Q,2018-09-30,0.12,2018-11-05
1112464,77731,8,A,2017-12-31,-9999.0,2018-06-21
1112465,77731,8,Q,2017-12-31,-9999.0,2018-06-21
1112466,77731,8,Q,2018-03-31,-9999.0,2018-06-21
1112467,77731,8,Q,2018-06-30,-1.83,2018-08-14
1112468,77731,8,Q,2018-09-30,-0.43,2018-11-13
1112469,77732,8,A,2017-12-31,-9999.0,2018-06-21
1112470,77732,8,Q,2017-12-31,-9999.0,2018-06-21
1112471,77732,8,Q,2018-03-31,-9999.0,2018-06-21
1112472,77732,8,Q,2018-06-30,-2.98,2018-08-09
1112473,77732,8,Q,2018-09-30,-0.49,2018-11-13
1112474,77733,8,A,2017-09-30,-9999.0,2018-05-25
1112475,77733,8,A,2018-09-30,0.57,2018-11-28
1112476,77733,8,Q,2017-09-30,-9999.0,2018-05-25
1112477,77733,8,Q,2017-12-31,-9999.0,2018-05-25
1112478,77733,8,Q,2018-03-31,-9999.0,2018-06-21
1112479,77733,8,Q,2018-06-30,0.14,2018-08-09
1112480,77733,8,Q,2018-09-30,0.19,2018-11-28
1112481,77734,8,A,2017-12-31,-9999.0,2018-05-24
1112482,77734,8,Q,2017-12-31,-9999.0,2018-05-24
1112483,77734,8,Q,2018-03-31,-9999.0,2018-05-24
1112484,77734,8,Q,2018-06-30,-3.31,2018-08-09
1112485,77734,8,Q,2018-09-30,-0.3,2018-11-08
1112486,77735,8,A,2017-12-31,-9999.0,2018-05-24
1112487,77735,8,Q,2017-12-31,-9999.0,2018-05-24
1112488,77735,8,Q,2018-03-31,-9999.0,2018-05-24
1112489,77735,8,Q,2018-06-30,-3.13,2018-08-09
1112490,77735,8,Q,2018-09-30,-0.49,2018-11-08
1112491,77736,8,A,2017-12-31,-9999.0,2018-06-21
1112492,77736,8,Q,2017-03-31,-9999.0,2018-06-21
1112493,77736,8,Q,2017-06-30,-9999.0,2018-06-21
1112494,77736,8,Q,2017-09-30,-9999.0,2018-06-21
1112495,77736,8,Q,2017-12-31,-9999.0,2018-06-21
1112496,77736,8,Q,2018-03-31,-9999.0,2018-06-21
1112497,77736,8,Q,2018-06-30,-1.38,2018-08-07
1112498,77736,8,Q,2018-09-30,-0.29,2018-11-06
1112499,77737,8,A,2017-12-31,-9999.0,2018-06-25
1112500,77737,8,Q,2017-12-31,-9999.0,2018-06-25
1112501,77737,8,Q,2018-03-31,-9999.0,2018-06-25
1112502,77737,8,Q,2018-06-30,-0.21,2018-08-13
1112503,77737,8,Q,2018-09-30,-0.45,2018-11-13
1112504,77738,8,A,2017-09-30,-9999.0,2018-06-22
1112505,77738,8,A,2018-09-30,-1.42,2018-11-23
1112506,77738,8,Q,2017-09-30,-9999.0,2018-06-22
1112507,77738,8,Q,2017-12-31,-9999.0,2018-09-26
1112508,77738,8,Q,2018-03-31,-9999.0,2018-09-26
1112509,77738,8,Q,2018-06-30,-9999.0,2018-11-23
1112510,77738,8,Q,2018-09-30,-9999.0,2018-11-23
1112511,77739,8,A,2017-12-31,-9999.0,2018-03-08
1112512,77739,8,Q,2017-12-31,-9999.0,2018-03-08
1112513,77739,8,Q,2018-03-31,-9999.0,2018-05-08
1112514,77739,8,Q,2018-06-30,-0.22,2018-08-07
1112515,77739,8,Q,2018-09-30,-0.21,2018-11-02
1112516,77740,8,A,2017-12-31,-9999.0,2018-03-31
1112517,77740,8,Q,2017-12-31,-9999.0,2018-03-31
1112518,77740,8,Q,2018-03-31,-9999.0,2018-03-31
1112519,77740,8,Q,2018-06-30,-9999.0,2018-07-27
1112520,77740,8,Q,2018-09-30,0.094,2018-10-30
1112521,77741,8,A,2017-12-31,-9999.0,2018-02-14
1112522,77741,8,Q,2017-12-31,-9999.0,2018-02-14
1112523,77741,8,Q,2018-03-31,-9999.0,2018-05-08
1112524,77741,8,Q,2018-06-30,-0.25,2018-08-08
1112525,77741,8,Q,2018-09-30,-0.15,2018-11-16
1112526,77742,8,A,2017-12-31,-9999.0,2018-06-04
1112527,77742,8,Q,2017-12-31,-9999.0,2018-06-04
1112528,77742,8,Q,2018-03-31,-9999.0,2018-06-04
1112529,77742,8,Q,2018-06-30,-9999.0,2018-10-10
1112530,77742,8,Q,2018-09-30,-9999.0,2018-11-05
1112531,77743,8,A,2018-01-31,-9999.0,2018-06-29
1112532,77743,8,Q,2018-01-31,-9999.0,2018-06-29
1112533,77743,8,Q,2018-04-30,-9999.0,2018-06-29
1112534,77743,8,Q,2018-07-31,-3.44,2018-09-06
1112535,77744,8,A,2017-09-30,-9999.0,2018-06-29
1112536,77744,8,A,2018-09-30,1.08,2018-11-27
1112537,77744,8,Q,2017-09-30,-9999.0,2018-06-29
1112538,77744,8,Q,2017-12-31,-9999.0,2018-06-29
1112539,77744,8,Q,2018-03-31,-9999.0,2018-06-29
1112540,77744,8,Q,2018-06-30,0.43,2018-08-08
1112541,77744,8,Q,2018-09-30,0.35,2018-11-27
1112542,77745,8,A,2017-12-31,-9999.0,2018-06-29
1112543,77745,8,Q,2017-12-31,-9999.0,2018-06-29
1112544,77745,8,Q,2018-03-31,-9999.0,2018-06-29
1112545,77745,8,Q,2018-06-30,-0.6,2018-08-08
1112546,77745,8,Q,2018-09-30,-0.71,2018-11-08
1112547,77746,8,A,2017-12-31,-9999.0,2018-06-28
1112548,77746,8,Q,2017-12-31,-9999.0,2018-06-28
1112549,77746,8,Q,2018-03-31,-9999.0,2018-06-28
1112550,77746,8,Q,2018-06-30,-1.55,2018-08-22
1112551,77746,8,Q,2018-09-30,-2.04,2018-11-19
1112552,77747,8,A,2017-12-31,-9999.0,2018-06-28
1112553,77747,8,Q,2017-12-31,-9999.0,2018-06-28
1112554,77747,8,Q,2018-03-31,-9999.0,2018-06-28
1112555,77747,8,Q,2018-06-30,-2.52,2018-08-13
1112556,77747,8,Q,2018-09-30,-0.71,2018-11-13
1112557,77748,8,A,2018-01-31,-9999.0,2018-06-28
1112558,77748,8,Q,2018-01-31,-9999.0,2018-06-28
1112559,77748,8,Q,2018-04-30,-9999.0,2018-06-28
1112560,77748,8,Q,2018-07-31,-0.27,2018-09-13
1112561,77749,8,A,2017-12-31,-9999.0,2018-06-28
1112562,77749,8,Q,2017-12-31,-9999.0,2018-06-28
1112563,77749,8,Q,2018-03-31,-9999.0,2018-06-28
1112564,77749,8,Q,2018-06-30,-3.1,2018-08-06
1112565,77749,8,Q,2018-09-30,-0.15,2018-11-12
1112566,77750,8,A,2017-12-31,-9999.0,2018-06-29
1112567,77750,8,Q,2017-12-31,-9999.0,2018-06-29
1112568,77750,8,Q,2018-03-31,-9999.0,2018-06-29
1112569,77750,8,Q,2018-06-30,-2.94,2018-08-09
1112570,77750,8,Q,2018-09-30,-0.97,2018-11-08
1112571,77751,8,A,2017-12-31,-9999.0,2018-06-26
1112572,77751,8,Q,2017-12-31,-9999.0,2018-06-26
1112573,77751,8,Q,2018-03-31,-9999.0,2018-06-26
1112574,77751,8,Q,2018-06-30,-7.84,2018-08-06
1112575,77751,8,Q,2018-09-30,-0.67,2018-11-12
1112576,77752,8,A,2017-12-31,-9999.0,2018-06-29
1112577,77752,8,Q,2017-12-31,-9999.0,2018-06-29
1112578,77752,8,Q,2018-03-31,-9999.0,2018-06-29
1112579,77752,8,Q,2018-06-30,-30.6,2018-08-14
1112580,77752,8,Q,2018-09-30,-0.29,2018-11-06
1112581,77753,8,A,2017-12-31,-9999.0,2018-03-21
1112582,77753,8,Q,2017-12-31,-9999.0,2018-03-21
1112583,77753,8,Q,2018-03-31,-9999.0,2018-05-10
1112584,77753,8,Q,2018-06-30,-9999.0,2018-08-09
1112585,77753,8,Q,2018-09-30,-0.06,2018-11-09
1112586,77754,8,A,2017-12-31,-9999.0,2018-07-26
1112587,77754,8,Q,2017-12-31,-9999.0,2018-07-26
1112588,77754,8,Q,2018-03-31,-9999.0,2018-07-26
1112589,77754,8,Q,2018-06-30,-9999.0,2018-08-30
1112590,77754,8,Q,2018-09-30,-0.68,2018-11-20
1112591,77755,8,A,2017-12-31,-9999.0,2018-03-27
1112592,77755,8,Q,2017-12-31,-9999.0,2018-03-27
1112593,77755,8,Q,2018-03-31,-9999.0,2018-05-14
1112594,77755,8,Q,2018-06-30,-9999.0,2018-08-20
1112595,77755,8,Q,2018-09-30,0.19,2018-11-08
1112596,77756,8,A,2017-12-31,-9999.0,2018-06-29
1112597,77756,8,Q,2017-12-31,-9999.0,2018-06-29
1112598,77756,8,Q,2018-03-31,-13.97,2018-08-20
1112599,77757,8,A,2017-12-31,-9999.0,2018-08-01
1112600,77757,8,Q,2017-12-31,-9999.0,2018-08-01
1112601,77757,8,Q,2018-03-31,-9999.0,2018-08-01
1112602,77757,8,Q,2018-06-30,0.34,2018-08-14
1112603,77757,8,Q,2018-09-30,0.28,2018-11-13
1112604,77758,8,A,2017-12-31,-9999.0,2018-07-19
1112605,77758,8,Q,2017-12-31,-9999.0,2018-07-19
1112606,77758,8,Q,2018-03-31,-9999.0,2018-07-19
1112607,77758,8,Q,2018-06-30,-9999.0,2018-07-19
1112608,77758,8,Q,2018-09-30,0.19,2018-10-25
1112609,77759,8,A,2017-12-31,-9999.0,2018-07-23
1112610,77759,8,Q,2017-12-31,-9999.0,2018-07-23
1112611,77759,8,Q,2018-03-31,-9999.0,2018-07-23
1112612,77759,8,Q,2018-06-30,-9.96,2018-08-14
1112613,77759,8,Q,2018-09-30,-0.81,2018-11-08
1112614,77760,8,A,2017-12-31,-9999.0,2018-07-24
1112615,77760,8,Q,2017-12-31,-9999.0,2018-07-24
1112616,77760,8,Q,2018-03-31,-9999.0,2018-07-24
1112617,77760,8,Q,2018-06-30,-4.17,2018-08-29
1112618,77760,8,Q,2018-09-30,-0.34,2018-11-08
1112619,77761,8,A,2017-12-31,-9999.0,2018-07-18
1112620,77761,8,Q,2017-12-31,-9999.0,2018-07-18
1112621,77761,8,Q,2018-03-31,-9999.0,2018-07-18
1112622,77761,8,Q,2018-06-30,-2.41,2018-08-30
1112623,77761,8,Q,2018-09-30,-0.38,2018-11-13
1112624,77762,8,A,2017-12-31,-9999.0,2018-07-18
1112625,77762,8,Q,2017-12-31,-9999.0,2018-07-18
1112626,77762,8,Q,2018-03-31,-9999.0,2018-07-18
1112627,77762,8,Q,2018-06-30,-3.33,2018-08-31
1112628,77762,8,Q,2018-09-30,-0.42,2018-11-13
1112629,77763,8,A,2017-12-31,-9999.0,2018-07-23
1112630,77763,8,Q,2017-12-31,-9999.0,2018-07-23
1112631,77763,8,Q,2018-03-31,-9999.0,2018-07-23
1112632,77763,8,Q,2018-06-30,-0.17,2018-08-28
1112633,77763,8,Q,2018-09-30,-0.2,2018-11-13
1112634,77764,8,A,2017-12-31,-9999.0,2018-07-23
1112635,77764,8,Q,2017-12-31,-9999.0,2018-07-23
1112636,77764,8,Q,2018-03-31,-9999.0,2018-07-23
1112637,77764,8,Q,2018-06-30,-0.35,2018-08-14
1112638,77764,8,Q,2018-09-30,0.06,2018-11-13
1112639,77765,8,A,2018-03-31,-9999.0,2018-07-23
1112640,77765,8,Q,2018-03-31,-9999.0,2018-07-23
1112641,77765,8,Q,2018-06-30,-2.02,2018-08-30
1112642,77765,8,Q,2018-09-30,-0.26,2018-11-14
1112643,77766,8,A,2017-12-31,,2018-02-08
1112644,77766,8,Q,2017-12-31,,2018-02-08
1112645,77766,8,Q,2018-03-31,,2018-05-08
1112646,77766,8,Q,2018-06-30,,2018-08-14
1112647,77766,8,Q,2018-09-30,,2018-11-09
1112648,77767,8,A,2017-12-31,-9999.0,2018-07-26
1112649,77767,8,Q,2017-12-31,-9999.0,2018-07-26
1112650,77767,8,Q,2018-03-31,-9999.0,2018-07-26
1112651,77767,8,Q,2018-06-30,-9999.0,2018-08-09
1112652,77767,8,Q,2018-09-30,-0.13,2018-11-05
1112653,77768,8,A,2017-12-31,-9999.0,2018-07-27
1112654,77768,8,Q,2017-12-31,-9999.0,2018-07-27
1112655,77768,8,Q,2018-03-31,-9999.0,2018-07-27
1112656,77768,8,Q,2018-06-30,0.4,2018-08-28
1112657,77768,8,Q,2018-09-30,0.46,2018-11-12
1112658,77769,8,A,2017-12-31,-9999.0,2018-07-26
1112659,77769,8,Q,2017-12-31,-9999.0,2018-07-26
1112660,77769,8,Q,2018-03-31,-9999.0,2018-07-26
1112661,77769,8,Q,2018-06-30,-1.9,2018-09-04
1112662,77769,8,Q,2018-09-30,-0.64,2018-11-06
1112663,77770,8,A,2017-12-31,-9999.0,2018-07-30
1112664,77770,8,Q,2017-12-31,-9999.0,2018-07-30
1112665,77770,8,Q,2018-03-31,-9999.0,2018-07-30
1112666,77770,8,Q,2018-06-30,-0.18,2018-09-05
1112667,77770,8,Q,2018-09-30,-0.16,2018-10-30
1112668,77771,8,A,2017-12-31,-9999.0,2018-07-27
1112669,77771,8,Q,2017-12-31,-9999.0,2018-07-27
1112670,77771,8,Q,2018-03-31,-9999.0,2018-07-27
1112671,77771,8,Q,2018-06-30,0.23,2018-08-22
1112672,77771,8,Q,2018-09-30,0.47,2018-11-07
1112673,77772,8,A,2017-12-31,-9999.0,2018-05-01
1112674,77772,8,Q,2017-12-31,-9999.0,2018-05-01
1112675,77772,8,Q,2018-03-31,-9999.0,2018-05-01
1112676,77772,8,Q,2018-06-30,-9999.0,2018-08-01
1112677,77772,8,Q,2018-09-30,0.51,2018-10-30
1112678,77773,8,A,2017-12-31,-9999.0,2018-07-26
1112679,77773,8,Q,2017-12-31,-9999.0,2018-07-26
1112680,77773,8,Q,2018-03-31,-9999.0,2018-07-26
1112681,77773,8,Q,2018-06-30,-9999.0,2018-08-14
