,Code,Measure,PerType,PerDate,Value_,RptDate
26783,466,8,Q,2017-03-31,0.69,2017-05-02
26784,466,8,Q,2017-06-30,0.62,2017-07-25
26785,466,8,Q,2017-09-30,0.62,2017-10-24
26786,466,8,Q,2017-12-31,0.69,2018-02-06
26787,466,8,Q,2018-03-31,0.79,2018-04-30
26788,466,8,Q,2018-06-30,0.83,2018-07-31
26789,466,8,Q,2018-09-30,0.94,2018-10-29
26921,469,8,A,2016-12-31,1.53,2017-02-15
26922,469,8,A,2017-12-31,1.65,2018-03-08
27040,469,8,Q,2016-12-31,,2017-02-15
27041,469,8,Q,2017-03-31,,2017-04-19
27042,469,8,Q,2017-06-30,,2017-07-25
27043,469,8,Q,2017-09-30,,2017-10-18
27044,469,8,Q,2017-12-31,,2018-03-08
27045,469,8,Q,2018-03-31,,2018-04-24
27069,470,8,A,2016-12-31,0.81,2017-02-28
27070,470,8,A,2017-12-31,1.15,2018-02-27
27166,470,8,Q,2016-12-31,0.348,2017-02-28
27167,470,8,Q,2017-03-31,0.39,2017-04-27
27168,470,8,Q,2017-06-30,0.096,2017-08-30
27169,470,8,Q,2017-09-30,0.21,2017-10-26
27170,470,8,Q,2017-12-31,0.44,2018-02-27
27171,470,8,Q,2018-03-31,-9999.0,2018-04-26
27172,470,8,Q,2018-06-30,0.12,2018-07-31
27173,470,8,Q,2018-09-30,0.11,2018-11-27
27280,472,8,A,2016-12-31,2.25,2017-03-01
27281,472,8,A,2017-12-31,1.18,2018-02-28
27399,472,8,Q,2016-12-31,0.58,2017-03-01
27400,472,8,Q,2017-03-31,0.44,2017-05-04
27401,472,8,Q,2017-06-30,0.15,2017-07-31
27402,472,8,Q,2017-09-30,0.22,2017-11-01
27403,472,8,Q,2017-12-31,0.38,2018-02-28
27404,472,8,Q,2018-03-31,0.06,2018-05-02
27405,472,8,Q,2018-06-30,0.16,2018-08-01
27406,472,8,Q,2018-09-30,-0.06,2018-11-06
27430,474,8,A,2016-12-31,0.35,2017-01-24
27431,474,8,A,2017-12-31,0.31,2018-01-30
27523,474,8,Q,2016-12-31,0.14,2017-01-24
27524,474,8,Q,2017-03-31,0.19,2017-04-25
27525,474,8,Q,2017-06-30,0.19,2017-07-25
27526,474,8,Q,2017-09-30,0.0,2017-10-31
27527,474,8,Q,2017-12-31,-0.06,2018-01-30
27528,474,8,Q,2018-03-31,0.09,2018-04-30
27529,474,8,Q,2018-06-30,0.18,2018-07-30
27530,474,8,Q,2018-09-30,0.21,2018-10-25
27684,480,8,A,2016-12-31,3.57,2017-02-27
27685,480,8,A,2017-12-31,4.59,2018-02-27
27778,480,8,Q,2016-12-31,0.78,2017-02-27
27779,480,8,Q,2017-03-31,1.05,2017-05-03
27780,480,8,Q,2017-06-30,1.13,2017-08-07
27781,480,8,Q,2017-09-30,1.08,2017-11-08
27782,480,8,Q,2017-12-31,1.34,2018-02-27
27783,480,8,Q,2018-03-31,1.3,2018-05-09
27784,480,8,Q,2018-06-30,1.36,2018-08-07
27785,480,8,Q,2018-09-30,1.31,2018-11-07
28203,490,8,A,2017-09-30,,2017-12-11
28330,490,8,Q,2016-12-31,,2017-02-06
28331,490,8,Q,2017-03-31,,2017-05-08
28332,490,8,Q,2017-06-30,,2017-08-07
28333,490,8,Q,2017-09-30,,2017-12-11
28334,490,8,Q,2017-12-31,,2018-02-06
28335,490,8,Q,2018-03-31,,2018-05-07
28336,490,8,Q,2018-06-30,,2018-08-06
28587,493,8,A,2016-12-31,6.6,2017-01-27
28588,493,8,A,2017-12-31,7.11,2018-01-26
28724,493,8,Q,2016-12-31,1.74,2017-01-27
28725,493,8,Q,2017-03-31,1.71,2017-04-21
28726,493,8,Q,2017-06-30,1.8,2017-07-21
28727,493,8,Q,2017-09-30,1.75,2017-10-20
28728,493,8,Q,2017-12-31,1.85,2018-01-26
28729,493,8,Q,2018-03-31,1.95,2018-04-20
28730,493,8,Q,2018-06-30,2.12,2018-07-20
28731,493,8,Q,2018-09-30,2.03,2018-10-19
29075,500,8,A,2016-12-31,1.85,2017-02-21
29076,500,8,A,2017-12-31,1.75,2018-02-20
29212,500,8,Q,2016-12-31,0.44,2017-02-21
29213,500,8,Q,2017-03-31,0.16,2017-05-03
29214,500,8,Q,2017-06-30,0.55,2017-07-31
29215,500,8,Q,2017-09-30,0.79,2017-11-02
29216,500,8,Q,2017-12-31,0.28,2018-02-20
29217,500,8,Q,2018-03-31,0.33,2018-05-01
29218,500,8,Q,2018-06-30,0.76,2018-07-31
29219,500,8,Q,2018-09-30,0.97,2018-11-05
29581,509,8,A,2016-12-31,2.41,2017-01-31
29582,509,8,A,2017-12-31,3.89,2018-01-30
29650,509,8,Q,2016-12-31,0.67,2017-01-31
29651,509,8,Q,2017-03-31,0.85,2017-04-27
29652,509,8,Q,2017-06-30,0.85,2017-07-27
29653,509,8,Q,2017-09-30,1.01,2017-10-26
29654,509,8,Q,2017-12-31,1.19,2018-01-30
29655,509,8,Q,2018-03-31,1.17,2018-04-25
29656,509,8,Q,2018-06-30,1.3,2018-07-25
29657,509,8,Q,2018-09-30,1.24,2018-10-24
29900,516,8,A,2016-12-31,1.0255,2017-02-15
29901,516,8,A,2017-12-31,1.16,2018-02-15
29986,516,8,Q,2016-09-30,,2017-02-15
29987,516,8,Q,2016-12-31,,2017-02-15
29988,516,8,Q,2017-03-31,,2017-07-28
29989,516,8,Q,2017-06-30,,2017-07-28
29990,516,8,Q,2017-09-30,,2017-10-03
29991,516,8,Q,2017-12-31,,2018-02-15
29992,516,8,Q,2018-03-31,,2018-07-30
29993,516,8,Q,2018-06-30,,2018-07-30
30120,518,8,A,2016-12-31,7.32,2017-02-08
30121,518,8,A,2017-12-31,6.64,2018-01-25
30257,518,8,Q,2016-12-31,1.56,2017-02-08
30258,518,8,Q,2017-03-31,1.05,2017-04-26
30259,518,8,Q,2017-06-30,2.51,2017-07-26
30260,518,8,Q,2017-09-30,2.24,2017-10-25
30261,518,8,Q,2017-12-31,0.83,2018-01-25
30262,518,8,Q,2018-03-31,0.14,2018-04-23
30263,518,8,Q,2018-06-30,1.66,2018-07-26
30264,518,8,Q,2018-09-30,1.91,2018-10-25
30292,519,8,A,2016-12-31,-0.2,2017-02-15
30293,519,8,A,2017-12-31,0.17,2018-02-14
30415,519,8,Q,2016-12-31,0.02,2017-02-15
30416,519,8,Q,2017-03-31,-0.18,2017-04-27
30417,519,8,Q,2017-06-30,0.01,2017-07-27
30418,519,8,Q,2017-09-30,0.03,2017-10-26
30419,519,8,Q,2017-12-31,0.31,2018-02-14
30420,519,8,Q,2018-03-31,-0.09,2018-04-26
30421,519,8,Q,2018-06-30,0.29,2018-07-26
30422,519,8,Q,2018-09-30,0.07,2018-10-23
30481,521,8,A,2016-12-31,4.87,2017-02-01
30482,521,8,A,2017-12-31,6.71,2018-02-07
30582,521,8,Q,2016-12-31,2.17,2017-02-01
30583,521,8,Q,2017-03-31,1.64,2017-05-02
30584,521,8,Q,2017-06-30,1.38,2017-08-01
30585,521,8,Q,2017-09-30,1.6,2017-11-01
30586,521,8,Q,2017-12-31,2.09,2018-02-07
30587,521,8,Q,2018-03-31,2.96,2018-05-01
30588,521,8,Q,2018-06-30,1.9,2018-08-01
30589,521,8,Q,2018-09-30,1.93,2018-10-31
30812,525,8,A,2016-12-31,4.27,2017-02-02
30813,525,8,A,2017-12-31,4.74,2018-01-31
30902,525,8,Q,2016-12-31,-0.46,2017-02-02
30903,525,8,Q,2017-03-31,0.95,2017-05-03
30904,525,8,Q,2017-06-30,1.69,2017-08-02
30905,525,8,Q,2017-09-30,0.11,2017-11-01
30906,525,8,Q,2017-12-31,2.0,2018-01-31
30907,525,8,Q,2018-03-31,1.95,2018-05-02
30908,525,8,Q,2018-06-30,2.2,2018-08-01
30909,525,8,Q,2018-09-30,1.97,2018-10-31
31245,533,8,A,2016-12-31,3.62,2017-03-07
31246,533,8,A,2017-12-31,4.63,2018-03-01
31361,533,8,Q,2016-12-31,0.81,2017-03-07
31362,533,8,Q,2017-03-31,1.05,2017-05-03
31363,533,8,Q,2017-06-30,1.05,2017-08-02
31364,533,8,Q,2017-09-30,1.4,2017-10-31
31365,533,8,Q,2017-12-31,1.1,2018-03-01
31366,533,8,Q,2018-03-31,1.24,2018-05-03
31367,533,8,Q,2018-06-30,1.6,2018-08-01
31368,533,8,Q,2018-09-30,1.75,2018-10-31
31645,538,8,A,2017-07-31,2.66,2017-09-19
31781,538,8,Q,2017-01-31,0.99,2017-03-06
31782,538,8,Q,2017-04-30,0.79,2017-06-06
31783,538,8,Q,2017-07-31,0.42,2017-09-19
31784,538,8,Q,2017-10-31,0.75,2017-12-06
31785,538,8,Q,2018-01-31,1.27,2018-03-05
31786,538,8,Q,2018-04-30,1.08,2018-06-04
31823,539,8,A,2017-01-31,-9999.0,2017-03-15
31824,539,8,A,2018-01-31,-9999.0,2018-03-14
31954,539,8,Q,2017-01-31,-9999.0,2017-03-15
31955,539,8,Q,2017-04-30,-9999.0,2017-05-16
31956,539,8,Q,2017-07-31,-9999.0,2017-08-23
31957,539,8,Q,2017-10-31,-9999.0,2017-11-22
31958,539,8,Q,2018-01-31,-9999.0,2018-03-14
31959,539,8,Q,2018-04-30,-9999.0,2018-06-05
31960,539,8,Q,2018-07-31,0.17,2018-08-22
31961,539,8,Q,2018-10-31,0.2,2018-11-21
32102,544,8,A,2017-03-31,3.18,2017-04-27
32103,544,8,A,2018-03-31,4.366,2018-04-26
32193,544,8,Q,2016-12-31,-9999.0,2017-01-27
32194,544,8,Q,2017-03-31,-9999.0,2017-04-27
32195,544,8,Q,2017-06-30,-9999.0,2017-07-27
32196,544,8,Q,2017-09-30,-9999.0,2017-10-30
32197,544,8,Q,2017-12-31,-9999.0,2018-01-30
32198,544,8,Q,2018-03-31,-9999.0,2018-04-26
32530,552,8,A,2016-12-31,-0.91,2017-01-24
32531,552,8,A,2017-12-31,0.48,2018-01-23
32653,552,8,Q,2016-12-31,-0.04,2017-01-24
32654,552,8,Q,2017-03-31,0.16,2017-04-25
32655,552,8,Q,2017-06-30,0.09,2017-07-25
32656,552,8,Q,2017-09-30,-0.07,2017-10-24
32657,552,8,Q,2017-12-31,0.27,2018-01-23
32658,552,8,Q,2018-03-31,0.32,2018-04-24
32659,552,8,Q,2018-06-30,0.52,2018-07-24
32660,552,8,Q,2018-09-30,0.37,2018-10-23
32849,556,8,A,2016-12-31,0.05,2017-03-14
32850,556,8,A,2017-12-31,-9999.0,2018-03-16
32923,556,8,Q,2016-12-31,0.03,2017-03-14
32924,556,8,Q,2017-03-31,-0.01,2017-05-04
32925,556,8,Q,2017-06-30,-0.05,2017-08-03
32926,556,8,Q,2017-09-30,0.01,2017-11-08
32927,556,8,Q,2017-12-31,-9999.0,2018-03-16
32928,556,8,Q,2018-03-31,-9999.0,2018-05-09
32929,556,8,Q,2018-06-30,-9999.0,2018-08-06
32930,556,8,Q,2018-09-30,0.03,2018-11-05
33593,568,8,A,2016-12-31,6.75,2017-02-02
33594,568,8,A,2017-12-31,6.58,2018-01-30
33678,568,8,Q,2016-12-31,1.71,2017-02-02
33679,568,8,Q,2017-03-31,1.65,2017-04-28
33680,568,8,Q,2017-06-30,1.44,2017-07-21
33681,568,8,Q,2017-09-30,1.47,2017-10-26
33682,568,8,Q,2017-12-31,2.03,2018-01-30
33683,568,8,Q,2018-03-31,1.66,2018-04-27
33684,568,8,Q,2018-06-30,2.22,2018-07-27
33685,568,8,Q,2018-09-30,1.35,2018-10-26
33801,571,8,A,2016-12-31,,2017-02-13
33802,571,8,A,2017-12-31,,2018-02-12
33939,571,8,Q,2016-12-31,,2017-02-13
33940,571,8,Q,2017-03-31,,2017-05-01
33941,571,8,Q,2017-06-30,,2017-07-31
33942,571,8,Q,2017-09-30,,2017-10-30
33943,571,8,Q,2017-12-31,,2018-02-12
33944,571,8,Q,2018-03-31,,2018-04-30
33945,571,8,Q,2018-06-30,,2018-07-30
33946,571,8,Q,2018-09-30,,2018-10-29
33970,572,8,A,2016-12-31,4.62,2017-02-16
33971,572,8,A,2017-12-31,5.86,2018-02-08
34063,572,8,Q,2016-12-31,1.26,2017-02-16
34064,572,8,Q,2017-03-31,1.38,2017-04-27
34065,572,8,Q,2017-06-30,1.56,2017-07-27
34066,572,8,Q,2017-09-30,1.44,2017-10-26
34067,572,8,Q,2017-12-31,1.48,2018-02-08
34068,572,8,Q,2018-03-31,1.68,2018-04-26
34069,572,8,Q,2018-06-30,2.07,2018-07-26
34070,572,8,Q,2018-09-30,2.02,2018-10-24
34220,576,8,A,2016-12-31,1.14,2017-01-27
34221,576,8,A,2017-12-31,1.68,2018-01-26
34316,576,8,Q,2016-12-31,-9999.0,2017-01-27
34317,576,8,Q,2017-03-31,-9999.0,2017-04-26
34318,576,8,Q,2017-06-30,-9999.0,2017-07-17
34319,576,8,Q,2017-09-30,-9999.0,2017-10-18
34320,576,8,Q,2017-12-31,-9999.0,2018-01-26
34321,576,8,Q,2018-03-31,-9999.0,2018-04-25
34322,576,8,Q,2018-06-30,-9999.0,2018-07-20
34323,576,8,Q,2018-09-30,-9999.0,2018-10-19
34671,583,8,A,2017-10-31,3.25,2017-11-16
34672,583,8,A,2018-10-31,4.45,2018-11-15
34808,583,8,Q,2017-01-31,0.67,2017-02-15
34809,583,8,Q,2017-04-30,0.79,2017-05-18
34810,583,8,Q,2017-07-31,0.86,2017-08-17
34811,583,8,Q,2017-10-31,0.93,2017-11-16
34812,583,8,Q,2018-01-31,1.06,2018-02-14
34813,583,8,Q,2018-04-30,1.22,2018-05-17
34814,583,8,Q,2018-07-31,1.2,2018-08-16
34815,583,8,Q,2018-10-31,0.97,2018-11-15
35673,601,8,A,2016-12-31,-0.14,2017-01-31
35674,601,8,A,2017-12-31,0.17,2018-01-30
35810,601,8,Q,2016-12-31,-0.01,2017-01-31
35811,601,8,Q,2017-03-31,-0.04,2017-05-01
35812,601,8,Q,2017-06-30,0.02,2017-07-25
35813,601,8,Q,2017-09-30,0.1,2017-10-24
35814,601,8,Q,2017-12-31,0.08,2018-01-30
35815,601,8,Q,2018-03-31,0.11,2018-04-25
35816,601,8,Q,2018-06-30,0.14,2018-07-25
35817,601,8,Q,2018-09-30,0.13,2018-10-24
36164,609,8,A,2016-12-31,5.57,2017-02-08
36165,609,8,A,2017-12-31,6.4,2018-02-01
36284,609,8,Q,2016-12-31,1.25,2017-02-08
36285,609,8,Q,2017-03-31,1.66,2017-05-03
36286,609,8,Q,2017-06-30,1.33,2017-08-02
36287,609,8,Q,2017-09-30,1.82,2017-10-26
36288,609,8,Q,2017-12-31,1.6,2018-02-01
36289,609,8,Q,2018-03-31,1.79,2018-04-26
36661,619,8,A,2016-12-31,12.84,2017-01-30
36662,619,8,A,2017-12-31,14.6,2018-01-29
36740,619,8,Q,2016-12-31,3.8,2017-01-30
36741,619,8,Q,2017-03-31,3.21,2017-05-01
36742,619,8,Q,2017-06-30,3.33,2017-07-31
36743,619,8,Q,2017-09-30,3.41,2017-10-30
36744,619,8,Q,2017-12-31,4.68,2018-01-29
36745,619,8,Q,2018-03-31,3.92,2018-04-30
36746,619,8,Q,2018-06-30,3.61,2018-07-30
36747,619,8,Q,2018-09-30,3.45,2018-10-29
36789,621,8,A,2016-12-31,11.65,2017-02-02
36790,621,8,A,2017-12-31,12.58,2018-02-01
36923,621,8,Q,2016-12-31,2.89,2017-02-02
36924,621,8,Q,2017-03-31,3.15,2017-04-26
36925,621,8,Q,2017-06-30,3.27,2017-07-25
36926,621,8,Q,2017-09-30,3.27,2017-10-25
36927,621,8,Q,2017-12-31,2.89,2018-02-01
36928,621,8,Q,2018-03-31,3.47,2018-04-24
36929,621,8,Q,2018-06-30,3.83,2018-07-26
36930,621,8,Q,2018-09-30,3.69,2018-10-30
37037,624,8,A,2016-12-31,1.55,2017-02-23
37038,624,8,A,2017-12-31,1.68,2018-02-22
37160,624,8,Q,2016-12-31,0.35,2017-02-23
37161,624,8,Q,2017-03-31,0.42,2017-04-27
37162,624,8,Q,2017-06-30,0.41,2017-07-27
37163,624,8,Q,2017-09-30,0.46,2017-10-26
37164,624,8,Q,2017-12-31,0.41,2018-02-22
37165,624,8,Q,2018-03-31,0.49,2018-04-23
37166,624,8,Q,2018-06-30,0.53,2018-08-02
37167,624,8,Q,2018-09-30,0.59,2018-11-05
37357,631,8,A,2016-12-31,0.95,2017-02-21
37430,631,8,Q,2016-12-31,0.34,2017-02-21
37431,631,8,Q,2017-03-31,0.13,2017-05-09
37432,631,8,Q,2017-06-30,,2017-08-09
37605,635,8,A,2016-12-31,0.69,2017-02-13
37606,635,8,A,2017-12-31,0.61,2018-02-12
37685,635,8,Q,2016-12-31,0.42,2017-02-13
37686,635,8,Q,2017-03-31,-0.04,2017-04-27
37687,635,8,Q,2017-06-30,0.14,2017-07-31
37688,635,8,Q,2017-09-30,0.26,2017-10-30
37689,635,8,Q,2017-12-31,0.25,2018-02-12
37690,635,8,Q,2018-03-31,0.04,2018-04-26
37691,635,8,Q,2018-06-30,0.14,2018-07-30
37692,635,8,Q,2018-09-30,0.24,2018-10-29
38218,644,8,A,2016-12-31,1.89,2017-01-19
38219,644,8,A,2017-12-31,2.07,2018-01-18
38296,644,8,Q,2016-12-31,0.48,2017-01-19
38297,644,8,Q,2017-03-31,0.47,2017-04-20
38298,644,8,Q,2017-06-30,0.49,2017-07-20
38299,644,8,Q,2017-09-30,0.55,2017-10-19
38300,644,8,Q,2017-12-31,0.55,2018-01-18
38301,644,8,Q,2018-03-31,0.67,2018-04-19
38302,644,8,Q,2018-06-30,0.69,2018-07-19
38303,644,8,Q,2018-09-30,0.66,2018-10-18
38399,647,8,A,2017-03-31,19.55,2017-05-24
38400,647,8,A,2018-03-31,40.36,2018-05-30
38491,647,8,Q,2016-12-31,3.33,2017-02-08
38492,647,8,Q,2017-03-31,0.49,2017-05-24
38493,647,8,Q,2017-06-30,6.44,2017-08-09
38494,647,8,Q,2017-09-30,6.36,2017-11-08
38495,647,8,Q,2017-12-31,-9999.0,2018-02-07
38496,647,8,Q,2018-03-31,0.55,2018-05-30
38497,647,8,Q,2018-06-30,6.53,2018-08-08
38498,647,8,Q,2018-09-30,8.35,2018-11-07
39089,654,8,A,2016-12-31,5.71,2017-01-27
39090,654,8,A,2017-12-31,4.88,2018-01-25
39226,654,8,Q,2016-12-31,0.92,2017-01-27
39227,654,8,Q,2017-03-31,0.61,2017-04-27
39228,654,8,Q,2017-06-30,1.92,2017-07-28
39229,654,8,Q,2017-09-30,1.42,2017-10-26
39230,654,8,Q,2017-12-31,0.95,2018-01-25
39231,654,8,Q,2018-03-31,0.75,2018-04-26
39232,654,8,Q,2018-06-30,1.63,2018-07-26
39233,654,8,Q,2018-09-30,1.13,2018-10-25
39313,657,8,A,2016-12-31,0.94,2017-01-26
39314,657,8,A,2017-12-31,0.74,2018-01-25
39384,657,8,Q,2016-12-31,0.29,2017-01-26
39385,657,8,Q,2017-03-31,0.18,2017-04-20
39386,657,8,Q,2017-06-30,0.2,2017-07-20
39387,657,8,Q,2017-09-30,0.17,2017-10-19
39388,657,8,Q,2017-12-31,0.19,2018-01-25
39389,657,8,Q,2018-03-31,0.22,2018-04-19
39390,657,8,Q,2018-06-30,0.22,2018-07-19
39391,657,8,Q,2018-09-30,0.2,2018-10-18
39727,667,8,A,2017-03-31,-1.95,2017-05-25
39728,667,8,A,2018-03-31,-1.7,2018-06-06
39844,667,8,Q,2016-12-31,-0.21,2017-02-06
39845,667,8,Q,2017-03-31,-0.51,2017-05-25
39846,667,8,Q,2017-06-30,-0.92,2017-08-08
39847,667,8,Q,2017-09-30,-0.44,2017-11-07
39848,667,8,Q,2017-12-31,-0.18,2018-02-05
39849,667,8,Q,2018-03-31,-0.25,2018-06-06
39850,667,8,Q,2018-06-30,-0.18,2018-07-31
39851,667,8,Q,2018-09-30,-0.13,2018-11-06
40004,670,8,A,2016-12-31,4.23,2017-02-28
40005,670,8,A,2017-12-31,2.82,2018-02-27
40086,670,8,Q,2016-12-31,1.15,2017-02-28
40087,670,8,Q,2017-03-31,0.66,2017-05-02
40088,670,8,Q,2017-06-30,0.85,2017-08-07
40089,670,8,Q,2017-09-30,0.73,2017-10-31
40090,670,8,Q,2017-12-31,0.59,2018-02-27
40091,670,8,Q,2018-03-31,0.71,2018-05-07
40092,670,8,Q,2018-06-30,0.92,2018-08-06
40231,675,8,A,2017-04-30,0.49,2017-06-22
40232,675,8,A,2018-04-30,0.4,2018-06-21
40367,675,8,Q,2017-01-31,0.08,2017-02-23
40368,675,8,Q,2017-04-30,0.34,2017-06-22
40369,675,8,Q,2017-07-31,0.09,2017-08-28
40370,675,8,Q,2017-10-31,0.08,2017-11-30
40371,675,8,Q,2018-01-31,0.18,2018-02-22
40372,675,8,Q,2018-04-30,0.04,2018-06-21
40373,675,8,Q,2018-07-31,0.04,2018-09-04
40374,675,8,Q,2018-10-31,0.04,2018-11-29
40582,678,8,A,2016-12-31,0.26,2017-02-09
40583,678,8,A,2017-12-31,0.29,2018-02-22
40701,678,8,Q,2016-12-31,0.07,2017-02-09
40702,678,8,Q,2017-03-31,0.07,2017-04-25
40703,678,8,Q,2017-06-30,0.06,2017-08-01
40704,678,8,Q,2017-09-30,0.07,2017-10-24
40705,678,8,Q,2017-12-31,0.08,2018-02-22
40706,678,8,Q,2018-03-31,0.08,2018-05-02
40707,678,8,Q,2018-06-30,0.07,2018-07-31
40708,678,8,Q,2018-09-30,0.09,2018-10-23
40728,679,8,A,2016-12-31,1.98,2017-02-27
40729,679,8,A,2017-12-31,2.67,2018-02-27
40805,679,8,Q,2016-12-31,0.47,2017-02-27
40806,679,8,Q,2017-03-31,0.67,2017-04-27
40807,679,8,Q,2017-06-30,0.8,2017-07-27
40808,679,8,Q,2017-09-30,0.69,2017-10-31
40809,679,8,Q,2017-12-31,0.51,2018-02-27
40810,679,8,Q,2018-03-31,0.63,2018-05-01
40811,679,8,Q,2018-06-30,0.69,2018-07-31
40812,679,8,Q,2018-09-30,0.83,2018-10-30
40979,681,8,A,2016-12-31,,2017-03-07
40980,681,8,A,2017-12-31,,2018-03-16
41091,681,8,Q,2016-12-31,,2017-03-07
41092,681,8,Q,2017-03-31,,2017-05-10
41093,681,8,Q,2017-06-30,,2017-08-08
41094,681,8,Q,2017-09-30,,2017-11-08
41095,681,8,Q,2017-12-31,,2018-03-16
41117,682,8,A,2017-09-30,1.64,2017-10-24
41118,682,8,A,2018-09-30,3.34,2018-10-22
41202,682,8,Q,2016-12-31,0.41,2017-01-18
41203,682,8,Q,2017-03-31,0.4,2017-04-19
41204,682,8,Q,2017-06-30,0.44,2017-07-18
41205,682,8,Q,2017-09-30,0.39,2017-10-24
41206,682,8,Q,2017-12-31,0.8,2018-01-22
41207,682,8,Q,2018-03-31,0.73,2018-04-23
41208,682,8,Q,2018-06-30,0.89,2018-07-23
41209,682,8,Q,2018-09-30,0.92,2018-10-22
41637,692,8,A,2016-12-31,1.405,2017-02-15
41638,692,8,A,2017-12-31,3.09,2018-02-21
41747,692,8,Q,2016-12-31,-9999.0,2017-02-15
41748,692,8,Q,2017-03-31,-9999.0,2017-05-10
41749,692,8,Q,2017-06-30,-9999.0,2017-08-09
41750,692,8,Q,2017-09-30,-9999.0,2017-11-08
41751,692,8,Q,2017-12-31,1.306,2018-02-21
41752,692,8,Q,2018-03-31,1.25,2018-05-16
41753,692,8,Q,2018-06-30,0.98,2018-08-08
41754,692,8,Q,2018-09-30,1.09,2018-11-14
41786,693,8,A,2017-04-30,4.34,2017-05-30
41787,693,8,A,2018-04-30,5.24,2018-05-29
41912,693,8,Q,2017-01-31,0.89,2017-02-27
41913,693,8,Q,2017-04-30,1.06,2017-05-30
41914,693,8,Q,2017-07-31,1.36,2017-08-22
41915,693,8,Q,2017-10-31,1.21,2017-12-01
41916,693,8,Q,2018-01-31,0.84,2018-03-09
41917,693,8,Q,2018-04-30,1.64,2018-05-29
41918,693,8,Q,2018-07-31,2.04,2018-08-27
41919,693,8,Q,2018-10-31,1.6,2018-11-29
42245,703,8,A,2016-12-31,4.9,2017-02-02
42246,703,8,A,2017-12-31,4.56,2018-02-01
42330,703,8,Q,2016-12-31,1.54,2017-02-02
42331,703,8,Q,2017-03-31,1.48,2017-04-27
42332,703,8,Q,2017-06-30,0.4,2017-07-27
42333,703,8,Q,2017-09-30,0.52,2017-10-26
42334,703,8,Q,2017-12-31,2.16,2018-02-01
42335,703,8,Q,2018-03-31,3.27,2018-04-26
42336,703,8,Q,2018-06-30,5.07,2018-07-26
42337,703,8,Q,2018-09-30,5.75,2018-10-25
42727,709,8,A,2016-12-31,,2017-02-27
42728,709,8,A,2017-12-31,,2018-02-20
42863,709,8,Q,2016-12-31,,2017-02-27
42864,709,8,Q,2017-03-31,,2017-04-24
42865,709,8,Q,2017-06-30,,2017-07-31
42866,709,8,Q,2017-09-30,,2017-10-30
42867,709,8,Q,2017-12-31,,2018-02-20
43149,718,8,A,2016-12-31,0.41,2017-02-15
43150,718,8,A,2017-12-31,1.15,2018-02-14
43237,718,8,Q,2016-12-31,0.36,2017-02-15
43238,718,8,Q,2017-03-31,-0.11,2017-05-03
43239,718,8,Q,2017-06-30,0.54,2017-08-03
43240,718,8,Q,2017-09-30,0.09,2017-11-06
43241,718,8,Q,2017-12-31,0.62,2018-02-14
43242,718,8,Q,2018-03-31,-0.06,2018-05-07
43243,718,8,Q,2018-06-30,0.76,2018-08-07
43244,718,8,Q,2018-09-30,-0.07,2018-11-05
43823,727,8,A,2017-01-31,-0.06,2017-03-02
43824,727,8,A,2018-01-31,0.65,2018-03-07
43910,727,8,Q,2017-01-31,0.75,2017-03-02
43911,727,8,Q,2017-04-30,-0.91,2017-05-25
43912,727,8,Q,2017-07-31,-0.16,2017-08-24
43913,727,8,Q,2017-10-31,0.3,2017-11-17
43914,727,8,Q,2018-01-31,1.38,2018-03-07
43915,727,8,Q,2018-04-30,-0.56,2018-06-01
43916,727,8,Q,2018-07-31,0.06,2018-08-30
43917,727,8,Q,2018-10-31,0.33,2018-11-29
44070,731,8,A,2016-10-31,,2017-01-25
44191,731,8,Q,2016-10-31,,2017-01-25
44192,731,8,Q,2017-01-31,,2017-03-07
44193,731,8,Q,2017-04-30,,2017-06-01
44194,731,8,Q,2017-07-31,,2017-09-06
44214,732,8,A,2016-12-31,0.55,2017-02-15
44215,732,8,A,2017-12-31,0.54,2018-02-14
44292,732,8,Q,2016-12-31,0.13,2017-02-15
44293,732,8,Q,2017-03-31,0.15,2017-05-02
44294,732,8,Q,2017-06-30,0.13,2017-08-02
44295,732,8,Q,2017-09-30,0.12,2017-11-02
44296,732,8,Q,2017-12-31,0.14,2018-02-14
44297,732,8,Q,2018-03-31,0.14,2018-05-02
44298,732,8,Q,2018-06-30,0.13,2018-08-02
44299,732,8,Q,2018-09-30,0.12,2018-11-02
44347,734,8,A,2016-12-31,2.15,2017-02-15
44348,734,8,A,2017-12-31,1.96,2018-02-21
44429,734,8,Q,2016-12-31,0.54,2017-02-15
44430,734,8,Q,2017-03-31,0.37,2017-05-03
44431,734,8,Q,2017-06-30,0.76,2017-07-26
44432,734,8,Q,2017-09-30,0.46,2017-10-25
44433,734,8,Q,2017-12-31,0.38,2018-02-21
44434,734,8,Q,2018-03-31,-0.46,2018-05-02
44435,734,8,Q,2018-06-30,0.68,2018-07-25
44436,734,8,Q,2018-09-30,0.53,2018-10-24
45096,748,8,A,2016-12-31,0.94,2017-02-21
45097,748,8,A,2017-12-31,1.0,2018-02-20
45176,748,8,Q,2016-12-31,0.26,2017-02-21
45177,748,8,Q,2017-03-31,0.23,2017-05-09
45178,748,8,Q,2017-06-30,0.25,2017-08-08
45179,748,8,Q,2017-09-30,0.26,2017-11-07
