,,,Announced Date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Market cap,ADV,Bookrunner,listing_price,announce_price,discount,firstday_return,Broker_broad,Broker_core,abs_return,rel_return,holding,size,abs_pnl,rel_pnl
CERV IM,2015-05-18,2015-05-19,2015-05-18,2015-05-19,CERV IM,Cerved Group SpA,230.652,32.0,6.35,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1380.28,2.755907059,1.102363706,1380.28,1.0525096970397032,['JP Morgan'],6.6202,6.8,-0.06617647058823528,0.04255118110236222,True,True,0.04255118110236222,0.019900020125882545,1,210.50193940794065,8.957106146145762,4.188992830755327
CIR LN,2015-05-15,2015-06-11,2015-05-15,2015-06-11,CIR LN,Circassia Pharmaceuticals Plc,161.814,35.64,288.05,"ADDL,Primary Share Offering,Rule 144A",1261.29,-2.794649601,-2.447487593,1261.29,1.439629836884789,"['JP Morgan', 'Peel Hunt LLP']",280.9676,287.0,0.003658536585365857,-0.02458739802117693,True,True,-0.02458739802117693,-0.031798554755370856,1,287.9259673769578,-7.0793503605296655,-9.155629639129314
IMCD NA,2015-05-11,2015-05-14,2015-05-11,2015-05-14,IMCD NA,IMCD NV,365.871,10.0,32.79,"ADDL,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",0.0,1.25037837,0.24397403,1829.3541,1.0365552709399335,"['Deutsche Bank', 'Goldman Sachs']",32.8115,32.79,0.0,0.0006556877096677294,True,True,0.0021725294221675018,-0.0035951312685196246,2,207.31105418798668,0.45038936476396235,-0.7453104532209972
RGU LN,2015-05-11,2015-05-11,2015-05-11,2015-05-11,RGU LN,Regus PLC,114.528,30.0,245.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",3581.63,1.551020384,0.0,3581.63,3.64068914374166,['JP Morgan'],263.3175,262.8,-0.06773211567732118,0.07476530612244892,True,True,0.002442750068700983,0.024162437960212113,2,728.137828748332,1.7786587311987725,17.593585113615124
EVK GR,2015-05-06,2015-05-07,2015-05-06,2015-05-07,EVK GR,Evonik Industries AG,793.403,22.0,31.85,"ADDL,Secondary Share Offering,Accelerated Bookbuild",16805.7,0.8163253069,4.244896889,16805.7,19.37519844356454,"['Bank of America Merrill Lynch', 'JP Morgan']",31.9575,32.252,-0.012464343296539782,0.0033751962323389506,True,True,0.0033751962323389506,0.0038867152470745125,1,3875.0396887129077,13.079019357507706,15.061175841139331
ELIOR FP,2015-05-06,2015-05-07,2015-05-06,2015-05-07,ELIOR FP,Elior Group SA,288.547,16.4408,15.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",2871.19,4.193548203,2.580645084,2871.19,3.3451591210942313,"['Deutsche Bank', 'JP Morgan']",15.8066,17.0,-0.08823529411764708,0.0197806451612903,True,True,0.0197806451612903,0.020292164176026084,1,669.0318242188463,13.233881116483744,13.576103616035052
OPHR LN,2015-04-29,2015-04-30,2015-04-29,2015-04-30,OPHR LN,Ophir Energy Ltd,122.497,56.6074,140.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1515.83,1.428571463,2.8571429249999998,1515.83,6.6418226190956915,['JP Morgan'],142.3771,161.9,-0.13526868437306983,0.016979285714285863,True,True,0.016979285714285863,0.017399510700531806,1,1328.3645238191382,22.554680782646436,23.112892746397932
ABE SM,2015-04-16,2015-04-17,2015-04-16,2015-04-17,ABE SM,Abertis Infraestructuras SA,212.613,12.0822,16.4,"ADDL,Secondary Share Offering,Accelerated Bookbuild",15807.7,0.3048803806,0.6097584367,15807.7,180.0826576092557,"['Bank of America Merrill Lynch', 'JP Morgan', 'UBS']",16.4825,16.875,-0.028148148148148255,0.0050304878048781365,True,True,0.0050304878048781365,0.025732992256169762,1,4252.26,21.390942073171107,109.42337365122044
PNN LN,2015-04-16,2015-04-16,2015-04-16,2015-04-16,PNN LN,Pennon Group PLC,149.657,12.0843,830.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",5095.34,1.807228923,1.987951756,5095.34,14.019917428974402,"['Credit Suisse', 'Morgan Stanley']",835.9736,835.5,-0.006582884500299202,0.007197108433735,True,True,0.0286240501325139,0.049261670517284584,5,2803.9834857948804,80.26136386813374,138.1289106131345
GLPG NA,2015-04-15,2015-05-14,2015-04-15,2015-05-14,GLPG NA,Galapagos NV,69.4063,1.5335,37.0,"ADDL,Primary Share Offering",1585.31,19.97297287,18.67567635,1585.31,4.95097977982121,"['Morgan Stanley', 'Credit Suisse', 'Cowen & Co']",41.1671,29.0,0.27586206896551735,0.11262432432432434,True,True,0.11262432432432434,0.09889107579192458,1,990.1959559642419,111.52015048915116,97.92154333011706
VM/ LN,2015-04-14,2015-04-15,2015-04-14,2015-04-15,VM/ LN,Virgin Money Holdings UK PLC,354.768,60.0,400.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",2613.06,-0.9250000119,-0.5749999881,2613.06,4.686891496679972,"['Bank of America Merrill Lynch', 'Goldman Sachs']",400.0297,422.0,-0.05213270142180093,7.424999999994242e-05,True,True,7.424999999994242e-05,-0.004951473141314722,1,937.3782993359944,0.06960033872564361,-4.641403472413447
SPI LN,2015-04-13,2015-04-14,2015-04-13,2015-04-14,SPI LN,Spire Healthcare Group PLC,200.024,40.1081,340.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Rule 144A",2000.25,-1.5,-3.235294104,2000.25,2.219699414189056,"['Morgan Stanley', 'JP Morgan']",332.8791,367.1,-0.07382184690819948,-0.02094382352941182,True,True,-0.02094382352941182,-0.009386617317511448,1,443.9398828378112,-9.297798563822877,-4.167093792179402
APPS SM,2015-04-13,2015-04-14,2015-04-13,2015-04-14,APPS SM,Applus Services SA,174.603,15.0,11.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",1524.24,0.9090909362,1.363636374,1524.24,6.781127530611409,['Morgan Stanley'],11.0453,11.8,-0.06779661016949157,0.004118181818181688,True,True,0.004118181818181688,0.01567538803008217,1,1356.225506122282,5.585183220667039,21.259361064761354
AV/ LN,2015-03-31,2015-03-31,2015-03-31,2015-03-31,AV/ LN,Aviva PLC,243.211,30.8,532.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",23313.8,1.503759384,3.195488691,23313.8,80.93984489083186,['Goldman Sachs'],539.7258,540.0,-0.014814814814814836,0.014522180451127964,True,True,0.014522180451127964,0.02268248948058238,1,4864.22,70.63908059398567,110.33261898123843
KGX GR,2015-03-26,2015-03-27,2015-03-26,2015-03-27,KGX GR,KION Group AG,571.224,13.7785,38.15,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",4113.36,1.42856741,0.1389212906,4113.36,11.021368083570035,['Goldman Sachs'],39.0118,37.6,0.0146276595744681,0.02258977719528188,True,True,0.02258977719528188,0.020071921950158833,1,2204.273616714007,49.79404987900758,44.24400799147787
AA/ LN,2015-03-25,2015-04-21,2015-03-25,2015-04-21,AA/ LN,AA PLC,56.2718,9.8213,385.0,"ADDL,Primary Share Offering",3471.76,1.974025965,5.194805145,3471.76,9.556819595434416,"['Cenkos Securities', 'Credit Suisse', 'Morgan Stanley']",392.1923,425.2,-0.09454374412041389,0.018681298701298754,True,True,0.05189195044394479,0.05754969733654591,3,1125.4360000000001,58.401069139831456,64.7685011716529
AC FP,2015-03-24,2015-03-25,2015-03-24,2015-03-25,AC FP,Accor SA,1197.79,22.5,48.75,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",12464.7,-3.323076963,-1.066666722,12464.7,58.72857161044433,['Morgan Stanley'],47.6826,49.48,-0.0147534357316087,-0.02189538461538465,True,True,-0.02189538461538465,-0.009216327437687633,1,5000.0,-109.47692307692324,-46.081637188438165
COMH SS,2015-03-19,2015-03-20,2015-03-19,2015-03-20,COMH SS,Com Hem Holding AB,218.29,25.0,76.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1812.06,-2.631578922,-5.592105389,1812.06,3.108861723990013,"['Morgan Stanley', 'JP Morgan']",74.9108,77.25,-0.016181229773462813,-0.014331578947368473,True,True,-0.014331578947368473,-0.029407599248507554,1,621.7723447980026,-8.910979446762985,-18.28483193962452
JE/ LN,2015-03-17,2015-03-17,2015-03-17,2015-03-17,JE/ LN,Just Eat PLC,178.155,35.0,345.0,"ADDL,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",2892.45,0.0,0.5797101259,2892.45,1.5241638276228826,"['Goldman Sachs', 'Jefferies']",346.4836,365.0,-0.0547945205479452,0.004300289855072581,True,True,0.004300289855072581,0.013631914593724925,1,304.8327655245766,1.3108692490790554,4.155454225000004
ISS DC,2015-03-12,2015-03-13,2015-03-12,2015-03-13,ISS DC,ISS A/S,1038.61,35.783,204.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",5389.04,7.058823586,11.66666698,5389.04,10.51516893224777,"['Goldman Sachs', 'Nordea Bank Abp', 'UBS']",215.3654,204.1,-0.0004899559039686086,0.05571274509803925,True,True,0.05571274509803925,0.05162356864554396,1,2103.0337864495536,117.16578527702829,108.56610903867677
ZAL GR,2015-03-10,2015-03-11,2015-03-10,2015-03-11,ZAL GR,Zalando SE,454.528,17.8543,23.75,"ADDL,Secondary Share Offering,VC Backed,VC Exit,Accelerated Bookbuild,REG S,Rule 144A",6231.06,-2.757894754,0.4294736981,6231.06,7.026505114951534,"['Credit Suisse', 'Goldman Sachs', 'Morgan Stanley']",23.3545,24.3,-0.02263374485596714,-0.016652631578947252,True,True,-0.016652631578947252,-0.03972082136099231,1,1405.3010229903068,-23.401960193375263,-55.81971089261772
DEC FP,2015-03-10,2015-03-11,2015-03-10,2015-03-11,DEC FP,JCDecaux SA,405.178,12.0,31.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",7431.79,3.206349134,4.269841194,7431.79,5.258683527931627,['Goldman Sachs'],32.0959,33.915,-0.07120743034055721,0.018917460317460222,True,True,0.018917460317460222,-0.004150729464584835,1,1051.7367055863253,19.896187392345656,-4.365474532862546
ATL IM,2015-03-10,2015-03-11,2015-03-10,2015-03-11,ATL IM,Atlantia SpA,244.341,9.7415,23.4,"ADDL,Secondary Share Offering,Accelerated Bookbuild",20712.6,1.880343556,1.153847814,20712.6,51.06766389199798,['Morgan Stanley'],23.7006,23.87,-0.019689987431922962,0.012846153846153952,True,True,0.012846153846153952,-0.010222035935891105,1,4886.82,62.77684153846205,-49.953249652231364
ONTEX BB,2015-03-05,2015-03-06,2015-03-05,2015-03-06,ONTEX BB,Ontex Group NV,439.315,15.6377,25.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",1883.97,3.450980425,1.607843161,1883.97,3.711887694486987,"['Bank of America Merrill Lynch', 'Goldman Sachs', 'UBS']",26.3179,26.1,-0.02298850574712652,0.03207450980392168,True,True,0.03207450980392168,0.03223757386045811,1,742.3775388973975,23.811395649575825,23.932450742549968
EVK GR,2015-03-04,2015-03-04,2015-03-04,2015-03-04,EVK GR,Evonik Industries AG,581.0,18.0,29.15,"ADDL,Secondary Share Offering,Accelerated Bookbuild",15041.5,2.058320284,2.751287699,15041.5,9.15749463105421,"['Bank of America Merrill Lynch', 'JP Morgan']",31.0722,30.299,-0.03792204363180307,0.06594168096054887,True,True,0.01993478300157614,0.00043048168797188424,2,1831.4989262108422,36.51053366163285,0.7884267492739369
ENEL IM,2015-02-25,2015-02-26,2015-02-25,2015-02-26,ENEL IM,Enel SpA,2454.94,540.116,4.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit,REG S,Rule 144A",42108.4,0.8999999762,2.950000048,42108.4,211.35085193947702,"['Bank of America Merrill Lynch', 'Goldman Sachs', 'Mediobanca', 'UniCredit']",4.0097,4.048,-0.011857707509881465,0.0024249999999998995,True,True,0.0024249999999998995,-0.0069375239286462165,1,5000.0,12.124999999999497,-34.68761964323108
ATO FP,2015-02-24,2015-02-25,2015-02-24,2015-02-25,ATO FP,Atos SE,659.642,9.2,63.25,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",7294.68,0.252964437,0.4584980309,7294.68,25.827753490651148,"['BNP Paribas', 'Morgan Stanley']",63.6947,66.0,-0.04166666666666663,0.0070308300395256484,True,True,0.0070308300395256484,0.008530646791238272,1,5000.0,35.15415019762824,42.65323395619136
NN NA,2015-02-17,2015-02-18,2015-02-17,2015-02-18,NN NA,NN Group NV,1424.97,52.0,24.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",9591.59,2.5,4.791666508,9591.59,6.2052806026292995,"['ING Groep', 'ABN Amro Bank NV', 'Citi', 'Commerzbank', 'Deutsche Bank', 'HSBC', 'Morgan Stanley']",24.4737,24.755,-0.030498889113310446,0.019737499999999963,True,True,0.019737499999999963,0.011780403177022114,1,1241.05612052586,24.495345178879116,14.620141465105581
BT/A LN,2015-02-12,2015-02-17,2015-02-12,2015-02-17,BT/A LN,BT Group PLC,1551.82,221.9,455.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",58556.9,-2.813186884,-4.307692528,58556.9,105.92479940715857,"['Goldman Sachs', 'JP Morgan', 'Bank of America Merrill Lynch']",441.0327,450.0,0.011111111111111072,-0.03069736263736267,True,True,-0.03069736263736267,-0.03219446455097341,1,5000.0,-153.48681318681335,-160.97232275486706
RKET GR,2015-02-12,2015-02-13,2015-02-12,2015-02-13,RKET GR,Rocket Internet SE,670.184,12.0102,49.0,"ADDL,Primary Share Offering,PE Backed,Accelerated Bookbuild",0.0,7.102040768,2.438775539,9118.7709,5.042605270226416,"['Joh Berenberg Gossler & Co KG', 'JP Morgan', 'Morgan Stanley']",50.7459,52.291,-0.06293626054196699,0.03563061224489794,True,True,0.03563061224489794,0.026858400084938117,1,1008.5210540452833,35.93422261750325,27.08726196363172
KGX GR,2015-02-12,2015-02-12,2015-02-12,2015-02-12,KGX GR,KION Group AG,178.656,4.842,32.4,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",3649.13,2.484563112,8.719130516,3649.13,5.18122830081503,"['Goldman Sachs', 'Deutsche Bank']",33.181,32.852,-0.013758675270911902,0.02410493827160498,True,True,0.02410493827160498,0.01122165542027087,1,1036.2456601630058,24.978637672447807,11.628391729100361
IMG LN,2015-02-12,2015-02-12,2015-02-12,2015-02-12,IMG LN,Imagination Technologies Group,50.4597,13.4,245.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1020.2,2.448979616,5.306122303,1020.2,2.4380567012262495,['JP Morgan'],263.6115,265.0,-0.07547169811320753,0.07596530612244878,True,True,0.04444897959183658,0.02261748264195096,2,487.6113402452499,21.673826511309194,11.028541024015382
PLND LN,2015-02-10,2015-02-11,2015-02-10,2015-02-11,PLND LN,Poundland Group Ltd,216.282,35.0,405.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1544.87,-3.753086329,-6.172839642,1544.87,2.038069843491725,"['Credit Suisse', 'JP Morgan']",391.9152,416.9,-0.028544015351403162,-0.032308148148148086,True,True,-0.032308148148148086,-0.02965084559104858,1,407.613968698345,-13.169252487960726,-12.086098846629136
CRH ID,2015-02-02,2015-02-05,2015-02-02,2015-02-05,CRH ID,CRH PLC,1833.42,74.0399,21.85,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,6.864986897,6.49885416,19279.4606,20.98824180849386,"['Davy', 'JP Morgan', 'Bank of America Merrill Lynch', 'UBS']",23.4304,22.965,-0.04855214456782053,0.07232951945080068,True,True,0.07232951945080068,0.07425308621789117,1,4197.6483616987725,303.613888825113,311.6883457136086
EDP PL,2015-01-29,2015-02-03,2015-01-29,2015-02-03,EDP PL,EDP - Energias de Portugal SA,281.551,73.2499,3.4,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-0.205885157,-1.647061586,14600.2857,23.456089504305616,"['Caixa Banco de Investimento SA', 'Banco Comercial Portugues SA', 'Morgan Stanley', 'Novo Banco SA']",3.3811999999999998,3.532,-0.03737259343148358,-0.005529411764705894,True,True,-0.038277779461299066,-0.04944403663240804,3,4691.217900861123,-179.5694042140604,-231.9527497407857
GTT FP,2015-01-26,2015-01-27,2015-01-26,2015-01-27,GTT FP,Gaztransport Et Technigaz SA,87.2422,1.6113,48.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",2003.33,1.0,0.8541666865,2003.33,2.540543466677832,['Morgan Stanley'],48.0466,49.6,-0.032258064516129115,0.0009708333333333652,True,True,0.0009708333333333652,0.013184242895525333,1,508.10869333556644,0.4932888564466286,6.699028430264102
SSPG LN,2015-01-22,2015-01-23,2015-01-22,2015-01-23,SSPG LN,SSP Group Plc,332.006,84.3506,262.0,"ADDL,Secondary Share Offering,PE Backed,Accelerated Bookbuild,REG S,Rule 144A",1868.99,4.198473454,4.198473454,1868.99,2.040098415690802,"['Goldman Sachs', 'Morgan Stanley']",262.7124,265.0,-0.01132075471698113,0.002719083969465741,True,True,0.002719083969465741,-0.015308695062331124,1,408.0196831381604,1.109439779647463,-6.246248908591066
SPD LN,2015-01-20,2015-01-20,2015-01-20,2015-01-20,SPD LN,Sports Direct International PL,168.005,15.4,720.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,1.736111164,-0.4861111045,6896.1678,13.659071124848715,['Goldman Sachs'],722.9059,760.5,-0.053254437869822535,0.004035972222222295,True,True,0.004035972222222295,-0.003421570700563148,1,2731.814224969743,11.02552632824961,-9.347095511538097
SPI LN,2015-01-14,2015-01-14,2015-01-14,2015-01-14,SPI LN,Spire Healthcare Group PLC,192.303,40.1081,315.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,3.174603224,0.0,2074.4314,1.43116551323099,"['Bank of America Merrill Lynch', 'JP Morgan', 'Morgan Stanley']",342.5283,339.8,-0.07298410829899948,0.08739142857142856,True,True,0.015175384233847566,0.004207708771897245,2,286.233102646198,4.3436973131023855,1.204385536811772
SAN SM,2015-01-08,2015-01-13,2015-01-08,2015-01-13,SAN SM,Banco Santander SA,8862.75,1213.59,6.18,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,-3.608411551,-3.737861395,101955.5983,680.1233692975811,"['Goldman Sachs', 'UBS']",6.1127,6.856,-0.09859976662777137,-0.010889967637540354,True,True,-0.010889967637540354,-0.026997976897700338,1,5000.0,-54.44983818770177,-134.9898844885017
PNDORA DC,2014-12-08,2014-12-08,2014-12-08,2014-12-08,PNDORA DC,Pandora A/S,507.503,5.8966,520.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",0.0,0.0,-0.1923076957,11238.6013,59.82216141139746,['Goldman Sachs'],531.4534,530.0,-0.018867924528301883,0.022025769230769265,True,True,9.346033536683507e-05,0.03591950970009683,2,5000.0,0.46730167683417534,179.59754850048415
ENX FP,2014-12-08,2014-12-08,2014-12-08,2014-12-08,ENX FP,Euronext NV,119.269,4.2108,23.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,1.739130378,2.478260756,2125.8153,4.124602702394161,"['ABN Amro Bank NV', 'JP Morgan', 'Societe Generale']",24.5231,24.66,-0.0673154906731549,0.06622173913043472,True,True,0.01949337773215709,0.056278458572504464,2,824.9205404788322,16.08048769456906,46.42525646294595
BTG LN,2014-12-04,2014-12-08,2014-12-04,2014-12-08,BTG LN,BTG PLC,235.125,18.8679,795.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,-0.06289308518,-0.880503118,4527.1592,9.615171034853766,"['Deutsche Bank', 'JP Morgan']",798.545,796.0,-0.0012562814070351536,0.0044591194968552905,True,True,-0.0038618867924528066,0.06310732944345032,5,1923.0342069707535,-7.42654040533531,121.35755323032757
ONTEX BB,2014-12-03,2014-12-04,2014-12-03,2014-12-04,ONTEX BB,Ontex Group NV,426.368,16.5,21.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",0.0,4.309523582,4.761904716,1883.7845,2.2299371196020723,"['Bank of America Merrill Lynch', 'Goldman Sachs', 'UBS']",21.7086,22.495,-0.06645921315847969,0.033742857142857074,True,True,0.033742857142857074,0.051130439816240214,1,445.98742392041447,15.048889932857383,22.803533137562763
ISS DC,2014-12-02,2014-12-03,2014-12-02,2014-12-03,ISS DC,ISS A/S,674.18,25.0,162.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",0.0,3.271605015,2.592592478,5229.4815,15.045168673855855,"['Goldman Sachs', 'Barclays', 'Danske Bank']",165.3314,169.2,-0.04255319148936165,0.020564197530864137,True,True,0.020564197530864137,0.017670748706617223,1,3009.033734771171,61.87836409886821,53.17187897687526
JE/ LN,2014-12-02,2014-12-03,2014-12-02,2014-12-03,JE/ LN,Just Eat PLC,217.709,43.5,320.0,"ADDL,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",0.0,-3.1875,-3.90625,3013.1909,5.975812301389904,"['Goldman Sachs', 'JP Morgan']",319.3903,339.2,-0.05660377358490565,-0.0019053124999999227,True,True,-0.0019053124999999227,-0.004798761324246836,1,1195.1624602779807,-2.2771579750982975,-5.73529939057367
BBVA SM,2014-11-19,2014-11-24,2014-11-19,2014-11-24,BBVA SM,Banco Bilbao Vizcaya Argentari,2510.0,242.424,8.25,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S",0.0,2.787878752,3.624242306,64310.7286,516.4407900074996,"['Bank of America Merrill Lynch', 'Morgan Stanley']",8.5017,8.643,-0.04547032280458185,0.03050909090909082,True,True,0.03050909090909082,0.025036706414597543,1,5000.0,152.5454545454541,125.18353207298772
ATCT NA,2014-11-17,2014-11-17,2014-11-17,2014-11-17,ATCT NA,Altice SA,420.12,7.5,45.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",0.0,2.422222137,2.799999952,14772.2231,7.683514190829281,"['Goldman Sachs', 'JP Morgan']",47.8637,47.905,-0.06064085168562783,0.0636377777777779,True,True,0.025195555555555638,0.005192232816334963,2,1536.7028381658563,38.718081731387855,7.978918905279834
KGX GR,2014-11-10,2014-11-11,2014-11-10,2014-11-11,KGX GR,KION Group AG,289.301,8.0,29.1,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",3587.13,-1.192441106,-2.233678341,3587.13,4.220300223513853,['Goldman Sachs'],28.9845,29.7,-0.02020202020202011,-0.003969072164948462,True,True,-0.003969072164948462,-0.0071972761331512425,1,844.0600447027706,-3.350135228974921,-6.074933214685822
ELE SM,2014-11-05,2014-11-21,2014-11-05,2014-11-21,ELE SM,Endesa SA,3913.68,201.8,13.5,"ADDL,Secondary Share Offering",3928.41,7.333333492,10.29629612,3928.41,29.560441710760486,"['Banco Bilbao Vizcaya Argentaria', 'Banco Santander', 'Credit Suisse', 'Goldman Sachs', 'JP Morgan', 'Morgan Stanley', 'UBS']",14.1844,14.62,-0.07660738714090287,0.05069629629629624,True,True,0.05069629629629624,0.021036795488807547,1,5000.0,253.48148148148118,105.18397744403774
VNA GR,2014-11-05,2014-11-12,2014-11-05,2014-11-12,VNA GR,Vonovia SE,563.139,19.6,23.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",7186.53,8.413043022,7.882608891,7186.53,9.691246872613592,"['Barclays', 'JP Morgan']",24.7239,23.6,-0.025423728813559365,0.07495217391304343,True,True,0.07723616843828851,0.09231999250595635,2,1938.2493745227187,149.70295516604406,178.93916773061196
LEG GR,2014-10-09,2014-10-09,2014-10-09,2014-10-09,LEG GR,LEG Immobilien AG,410.132,6.4659,50.0,"ADDL,Primary Share Offering,Secondary Share Offering,Block",0.0,1.879999995,4.519999981,3231.8113,6.685913376664366,"['Deutsche Bank', 'Goldman Sachs']",52.0975,48.1,0.03950103950103956,0.04194999999999993,True,True,0.02605467713493037,0.04706565857818901,2,1337.1826753328733,34.83986287622044,62.93538325388637
KWE LN,2014-10-02,2014-10-08,2014-10-02,2014-10-08,KWE LN,Kennedy Wilson Europe Real Est,162.153,9.9824,1006.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,5.864810944,4.373757362,1713.8184,1.9108997167057467,"['Bank of America Merrill Lynch', 'Davy', 'Deutsche Bank', 'JP Morgan']",1055.453,1059.0,-0.050047214353163394,0.04915805168986087,True,True,0.04557446365614015,0.05864845642358074,2,382.17994334114934,17.41764593790691,22.414263753009955
ORA FP,2014-09-30,2014-10-01,2014-09-30,2014-10-01,ORA FP,Orange SA,737.287,50.328,11.6,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",38743.9,-1.724141121,-4.008624077,38743.9,97.78498286179226,"['BNP Paribas', 'Goldman Sachs']",11.5337,11.905,-0.025619487610247793,-0.005715517241379309,True,True,-0.005715517241379309,0.0038476164905987265,1,5000.0,-28.577586206896544,19.23808245299363
AMS SM,2014-09-30,2014-10-01,2014-09-30,2014-10-01,AMS SM,Amadeus IT Group SA,490.004,13.4722,28.8,"ADDL,Secondary Share Offering,Accelerated Bookbuild",16254.1,0.4861137867,-0.3993029296,16254.1,74.32464718336087,"['Barclays', 'Goldman Sachs']",28.9621,29.62,-0.027683997299122187,0.005628472222222181,True,True,0.005628472222222181,0.015191605954200327,1,5000.0,28.1423611111109,75.95802977100163
MDC LN,2014-09-29,2014-09-29,2014-09-29,2014-09-29,MDC LN,Mediclinic International PLC,81.32,5.0,1000.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Rule 144A",0.0,1.799999952,1.799999952,2069.8753,1.395563637948402,['Goldman Sachs'],1000.781,1089.0,-0.08172635445362719,0.0007809999999999206,True,True,0.0007809999999999206,0.010915862311233093,1,279.11272758968045,0.21798704024751828,3.046756103681662
RXL FP,2014-09-22,2014-09-22,2014-09-22,2014-09-22,RXL FP,Rexel SA,412.02,20.9178,15.35,"ADDL,Secondary Share Offering,Accelerated Bookbuild",5781.11,-2.485144705e-06,-0.1302956343,5781.11,13.08453339692753,"['JP Morgan', 'Societe Generale']",15.9111,15.87,-0.032766225582860686,0.03655374592833871,True,True,-0.0014862178021166628,0.019634642784702505,2,2616.9066793855063,-3.8892932933807414,51.382027850636426
UTDI GR,2014-09-15,2014-09-16,2014-09-15,2014-09-16,UTDI GR,United Internet AG,455.206,11.0,32.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,1.265625,3.0,8479.771,17.46616951823138,['JP Morgan'],32.1692,33.8,-0.053254437869822424,0.0052874999999998895,True,True,0.0052874999999998895,0.008372563588823212,1,3493.2339036462763,18.4704742655293,29.247322988911584
ISS DC,2014-09-08,2014-09-09,2014-09-08,2014-09-09,ISS DC,ISS A/S,888.622,31.0,165.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",5316.02,0.1212121248,0.3030303121,5316.02,5.281490793586017,"['Goldman Sachs', 'Nordea Bank Abp', 'UBS']",165.8061,173.5,-0.04899135446685876,0.004885454545454415,True,True,0.004885454545454415,0.011652012873738071,1,1056.2981587172035,5.160496640860091,12.307999743878675
