,,,Announced Date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Market cap,ADV,Bookrunner,listing_price,announce_price,discount,firstday_return,Broker_broad,Broker_core,abs_return,rel_return,holding,size,abs_pnl,rel_pnl
NESTE FH,2019-02-28,2019-03-01,2019-02-28,2019-03-01,NESTE FH,Neste Oyj,119.676,1.237,85.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",24769.2,6.705882549,6.752941132,24769.2,39.066602167670865,['Morgan Stanley'],89.2545,84.5,0.00591715976331364,0.05005294117647052,True,True,0.05005294117647052,0.04585678926606929,1,2393.52,119.80271576470572,109.75914224412216
NETC DC,2019-02-19,2019-02-20,2019-02-19,2019-02-20,NETC DC,Netcompany Group A/S,102.539,3.1134,216.55,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1649.25,7.134609222,6.211035252,1649.25,4.2273602016993745,"['Danske Bank', 'Deutsche Bank', 'Morgan Stanley']",230.6317,216.55,0.0,0.06502747633341022,True,True,0.06502747633341022,0.05882881670094631,1,845.472040339875,54.97891309376127,49.738119686929586
SLA LN,2019-02-14,2019-02-15,2019-02-14,2019-02-15,SLA LN,Standard Life Aberdeen PLC,447.248,148.628,235.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S",7569.64,-0.5957446694,0.7021276355,7569.64,26.46574114596449,['Morgan Stanley'],234.093,248.55,-0.0545161939247637,-0.0038595744680851585,True,True,-0.0038595744680851585,-0.022268703938402412,1,5000.0,-19.29787234042579,-111.34351969201207
DWNI GR,2019-01-31,2019-02-01,2019-01-31,2019-02-01,DWNI GR,Deutsche Wohnen SE,799.292,16.821,41.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",16992.6,3.108433723,4.0,16992.6,30.544421776077336,"['Deutsche Bank', 'JP Morgan', 'Societe Generale']",42.6203,42.33,-0.019607843137254832,0.026995180722891643,True,True,0.026995180722891643,0.023295146222997554,1,5000.0,134.97590361445822,116.47573111498777
ROSE SW,2018-11-28,2018-12-03,2018-11-28,2018-12-03,ROSE SW,Zur Rose Group AG,117.831,1.2613,93.0,"ADDL,Primary Share Offering,Rump Placement,REG S,Rule 144A",780.674,0.6451612711,4.838709831,780.674,1.4655781482880157,"['Morgan Stanley', 'UBS']",95.5699,104.2,-0.1074856046065259,0.0276333333333334,True,True,0.0276333333333334,0.014441311575636773,1,293.1156296576031,8.099761899538452,4.2329741355744055
BARN SW,2018-11-15,2018-11-16,2018-11-15,2018-11-16,BARN SW,Barry Callebaut AG,264.583,0.15,1775.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",9741.83,0.7887324095,-2.816901445,9741.83,17.296089155633343,['Goldman Sachs'],1782.8185,1876.0,-0.05383795309168449,0.00440478873239436,True,True,-0.01754505880148216,-0.008146646134913671,2,3459.2178311266684,-60.69218025425298,-28.181023573772524
CHR DC,2018-11-08,2018-11-09,2018-11-08,2018-11-09,CHR DC,Chr Hansen Holding A/S,463.005,4.85,625.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",12519.6,3.584000111,3.200000048,12519.6,26.528800671579248,"['Bank of America Merrill Lynch', 'Goldman Sachs']",635.4913,686.4,-0.0894522144522144,0.016786080000000148,True,True,0.016786080000000148,0.019291021932295704,1,5000.0,83.93040000000073,96.45510966147852
MAS SM,2018-11-07,2018-11-13,2018-11-07,2018-11-13,MAS SM,Masmovil Ibercom SA,412.704,3.6,100.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",2756.19,0.6000000238,-0.8000000119,2756.19,7.3078792546903,"['Barclays', 'Goldman Sachs', 'Morgan Stanley', 'Societe Generale']",98.3624,110.4,-0.09420289855072472,-0.016376000000000057,True,True,-0.016376000000000057,-0.026000054500826653,1,1461.57585093806,-23.934766134961755,-38.00105178148165
NETC DC,2018-11-07,2018-11-08,2018-11-07,2018-11-08,NETC DC,Netcompany Group A/S,241.74,7.15,220.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1680.18,2.409090996,1.045454502,1680.18,1.5500493851156611,"['Danske Bank', 'Deutsche Bank', 'Morgan Stanley']",224.7688,237.5,-0.0736842105263158,0.021676363636363716,True,True,0.021676363636363716,0.024313325462028468,1,310.0098770231323,6.719886825217812,7.537371036506836
BVI FP,2018-10-29,2018-10-30,2018-10-29,2018-10-30,BVI FP,Bureau Veritas SA,455.52,20.9205,19.12,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block,REG S,Rule 144A",9628.75,3.347275734,4.340999603,9628.75,20.69120009849047,['Goldman Sachs'],19.4535,20.12,-0.04970178926441349,0.017442468619246698,True,True,0.03423485397329684,0.01838737899083398,3,4138.240019698094,141.6720427808173,76.09138759722514
AVST LN,2018-10-22,2018-10-23,2018-10-22,2018-10-23,AVST LN,Avast PLC,187.269,52.5,275.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",3407.15,0.9636363387,3.345454454,3407.15,7.775559089155024,"['Morgan Stanley', 'UBS']",275.1643,295.3,-0.06874365052488995,0.0005974545454545677,True,True,-0.02869305764678043,-0.011755859842334404,4,1555.1118178310048,-44.620913036214525,-18.281676569579165
LTG LN,2018-10-08,2018-10-08,2018-10-08,2018-10-08,LTG LN,Learning Technologies Group PL,53.2141,31.3094,130.0,"ADDL,Secondary Share Offering,Best Efforts,Sub Sector Flag,REG S,Rule 144A",1131.51,1.923076868,-0.3846153915,1131.51,4.33028253415241,"['Goldman Sachs', 'Joh Berenberg Gossler & Co KG', 'Numis']",130.2644,136.0,-0.044117647058823484,0.002033846153846053,True,True,0.002033846153846053,0.012731766650272647,1,866.0565068304819,1.7614256954305234,11.026429350915954
SAF FP,2018-10-01,2018-10-02,2018-10-01,2018-10-02,SAF FP,Safran SA,1439.6,10.4,119.65,"ADDL,Secondary Share Offering,Government Exit",57636.7,-0.9193493724,-0.5432524085,57636.7,108.03180650190727,"['BNP Paribas', 'Morgan Stanley', 'Societe Generale']",118.2716,120.4,-0.006229235880398698,-0.011520267446719634,True,True,-0.011520267446719634,-0.004148029473103887,1,5000.0,-57.60133723359817,-20.740147365519434
DCC LN,2018-09-27,2018-10-01,2018-09-27,2018-10-01,DCC LN,DCC PLC,793.273,8.9045,6800.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,5.147058964,4.705882549,8192.7028,19.326178276476174,"['Davy', 'JP Morgan']",7150.0979,7000.0,-0.02857142857142858,0.05148498529411771,True,True,0.05148498529411771,0.047083949756344,1,3865.235655295235,199.00160087117462,181.99056139035022
BFIT NA,2018-09-26,2018-09-27,2018-09-26,2018-09-27,BFIT NA,Basic-Fit NV,132.621,3.7,30.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1959.45,-3.606557369,-3.934426308,1959.45,1.5760404352395838,"['ABN Amro Bank NV', 'Morgan Stanley']",29.9842,32.35,-0.057187017001545604,-0.016911475409836063,True,True,-0.016911475409836063,-0.021758336164536596,1,315.2080870479168,-5.3306338130923105,-6.858403519769088
EVK GR,2018-09-24,2018-09-25,2018-09-24,2018-09-25,EVK GR,Evonik Industries AG,588.278,16.314,30.65,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",16803.8,1.957586884,2.610115528,16803.8,18.910938092424562,"['Deutsche Bank', 'Goldman Sachs', 'UBS']",31.225,30.89,-0.0077695046940757795,0.01876019575856458,True,True,0.01876019575856458,0.01602154620014984,1,3782.1876184849125,70.95458011839612,60.59649366719072
ADYEN NA,2018-09-12,2018-09-13,2018-09-12,2018-09-13,ADYEN NA,Adyen NV,1918.8,2.4627,670.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,-3.313432932,-8.208954811,25277.5353,11.690289324037366,"['JP Morgan', 'Morgan Stanley']",648.5385,738.2,-0.09238688702248721,-0.032032089552238796,True,True,-0.032032089552238796,-0.034160388716550694,1,2338.0578648074734,-74.89287890382921,-79.86896550361182
TKWY NA,2018-09-12,2018-09-12,2018-09-12,2018-09-12,TKWY NA,Takeaway.com NV,182.808,2.4,65.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",3291.54,0.3053435087,-1.679389358,3291.54,3.032415259587878,['Morgan Stanley'],67.8222,68.3,-0.040995607613469986,0.03545343511450372,True,True,-0.007453435114503915,-0.013971981496668784,2,606.4830519175757,-4.520382075513959,-8.47376997943558
LOG SM,2018-07-30,2018-07-31,2018-07-30,2018-07-31,LOG SM,Cia de Distribucion Integral L,310.825,13.265,20.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block,REG S",3107.68,1.799999952,3.599999905,3107.68,4.7684226049345595,"['Barclays', 'Morgan Stanley']",20.4389,21.58,-0.07321594068582016,0.021945000000000103,True,True,0.021945000000000103,0.018192483849660324,1,953.6845209869118,20.92860681305788,17.349890245725437
PGS NO,2018-07-30,2018-07-31,2018-07-30,2018-07-31,PGS NO,PGS ASA,98.3055,20.0,40.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1664.21,-0.3249999881,-0.5,1664.21,12.487532472178883,"['Morgan Stanley', 'Nordea Bank Abp']",39.7972,42.91,-0.06781635982288503,-0.00507000000000013,True,True,-0.00507000000000013,-0.00882251615033991,1,1966.1100000000001,-9.968177700000256,-17.3460372283448
SMDS LN,2018-07-25,2018-07-25,2018-07-25,2018-07-25,SMDS LN,DS Smith PLC,66.9077,10.1753,500.0,"ADDL,Primary Share Offering,Rump Placement,Accelerated Bookbuild,REG S,Rule 144A",8993.0,1.320000052,1.039999962,8993.0,36.9359947991912,"['Citi', 'Goldman Sachs', 'JP Morgan']",504.1233,503.0,-0.005964214711729587,0.008246599999999882,True,True,0.015739770560343924,0.00812424532267908,2,1338.154,21.062236934406464,10.871491375524302
IDIA SW,2018-07-10,2018-07-13,2018-07-10,2018-07-13,IDIA SW,Idorsia Ltd,307.43,11.912,25.62,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,3.122557163,2.498044968,3235.3668,10.211017040691269,"['Credit Suisse', 'Goldman Sachs']",26.0751,26.96,-0.04970326409495551,0.017763466042154397,True,True,0.008844652615144,0.0010475542930150628,5,2042.203408138254,18.062579714445995,2.1393189474052203
1684417D LN,2018-07-10,2018-07-10,2018-07-10,2018-07-10,1684417D LN,Phoenix Group Holdings,61.5689,6.8886,674.5,"ADDL,Primary Share Offering,Rump Placement,Accelerated Bookbuild",0.0,0.0,0.0741289854,5110.6564,12.739496172768202,"['Bank of America Merrill Lynch', 'BNP Paribas', 'HSBC', 'JP Morgan']",676.4546,676.5,-0.002956393200295615,0.00289785025945144,True,True,-0.0026896332680762525,0.00827174045920831,2,1231.3780000000002,-3.3119552343772,10.185639223179011
SMCP FP,2018-07-05,2018-07-06,2018-07-05,2018-07-06,SMCP FP,SMCP SA,122.196,4.6948,22.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1912.28,0.6741573215,3.370786428,1912.28,2.2272962466743995,['JP Morgan'],22.5254,24.19,-0.08019842910293518,0.01237752808988768,True,True,0.01237752808988768,0.010177535064766596,1,445.45924933487987,5.513684371542755,4.533677130030346
SFER IM,2018-06-19,2018-06-20,2018-06-19,2018-06-20,SFER IM,Salvatore Ferragamo SpA,158.919,5.9077,23.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",4547.95,-3.096774101,-6.408602238,4547.95,13.053521298826757,['Goldman Sachs'],22.72,24.53,-0.052181002853648684,-0.02279569892473121,True,True,-0.02279569892473121,-0.0240474091101589,1,2610.7042597653517,-59.51282828712422,-62.78067340021197
BFIT NA,2018-06-07,2018-06-07,2018-06-07,2018-06-07,BFIT NA,Basic-Fit NV,102.065,3.2313,26.75,"ADDL,Secondary Share Offering,PE Backed,Accelerated Bookbuild",1726.72,1.869158864,1.68224299,1726.72,1.1520084369025831,"['ABN Amro Bank NV', 'Morgan Stanley']",27.736,27.75,-0.036036036036036,0.036859813084112236,True,True,0.018459813084112264,0.022496058014813025,2,230.40168738051665,4.253172083308405,5.1831297260229166
RBS LN,2018-06-04,2018-06-05,2018-06-04,2018-06-05,RBS LN,Royal Bank of Scotland Group P,3337.24,925.0,271.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit,REG S,Rule 144A",43617.3,-1.586715817,-0.1476014704,43617.3,64.3818353878284,"['Citi', 'Goldman Sachs', 'JP Morgan', 'Morgan Stanley']",268.9912,280.9,-0.03524385902456384,-0.007412546125461272,True,True,-0.007412546125461272,-0.0037290925562869504,1,5000.0,-37.062730627306365,-18.64546278143475
CPI LN,2018-05-25,2018-05-25,2018-05-25,2018-05-25,CPI LN,Capita PLC,50.2368,27.5356,137.0,"ADDL,Primary Share Offering,Rump Placement",0.0,5.839416027,1.751824856,3240.2758,22.60614510527773,"['Barclays', 'Citi', 'Goldman Sachs', 'Banco Santander Central Hispano SA']",142.5344,146.9,-0.0673927842069435,0.040397080291970866,True,True,0.040397080291970866,0.05191499683459888,2,1004.7360000000001,40.58840086423364,52.160866259607545
PBB GR,2018-05-15,2018-05-16,2018-05-15,2018-05-16,PBB GR,Deutsche Pfandbriefbank AG,340.957,22.1884,12.95,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",2066.4,-0.2316587567,0.6949821711,2066.4,6.49610453859453,"['Citi', 'Credit Suisse', 'Morgan Stanley']",12.9769,13.17,-0.016704631738800324,0.00207722007722011,True,True,0.00207722007722011,0.0024812276074714923,1,1299.220907718906,2.698767754257847,3.2236627844363213
TKWY NA,2018-05-10,2018-05-10,2018-05-10,2018-05-10,TKWY NA,Takeaway.com NV,132.212,2.4,46.25,"ADDL,Secondary Share Offering,VC Backed,VC Exit,Accelerated Bookbuild",2378.89,2.486486435,3.783783674,2378.89,2.7172552002905004,['Morgan Stanley'],48.5836,48.7,-0.05030800821355241,0.0504562162162161,True,True,0.040912432432432366,0.04210420152242489,3,543.4510400581001,22.23390395671212,22.88157210817765
BRBY LN,2018-05-08,2018-05-09,2018-05-08,2018-05-09,BRBY LN,Burberry Group PLC,674.402,27.5823,1805.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",10236.2,-2.770083189,-0.7202215791,10236.2,41.35435632621123,['Goldman Sachs'],1763.8408,1884.5,-0.042186256301406155,-0.02280288088642657,True,True,-0.02280288088642657,-0.026136326646260977,1,5000.0,-114.01440443213285,-130.6816332313049
1COV GR,2018-05-03,2018-05-04,2018-05-03,2018-05-04,1COV GR,Covestro AG,2607.58,28.81,75.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",18328.2,-0.5562914014,0.9006622434,18328.2,100.42594967461265,"['Bank of America Merrill Lynch', 'JP Morgan']",75.3888,76.24,-0.00970619097586567,-0.0014728476821191938,True,True,-0.0014728476821191938,-0.007556517265471574,1,5000.0,-7.364238410595969,-37.78258632735787
VNA GR,2018-05-03,2018-05-10,2018-05-03,2018-05-10,VNA GR,Vonovia SE,1193.77,26.0,38.3,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,3.47258687,2.924283981,23081.2778,60.232892037891766,"['JP Morgan', 'Kempen & Co NV', 'Societe Generale', 'UniCredit']",39.4334,39.69,-0.03502141597379693,0.02959268929503911,True,True,0.02959268929503911,0.029601093268437628,1,5000.0,147.96344647519555,148.00546634218813
NMC LN,2018-05-02,2018-05-03,2018-05-02,2018-05-03,NMC LN,NMC Health PLC,217.796,4.5752,3500.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",9895.42,0.8000000119,1.257142901,9895.42,18.830329809887374,['Goldman Sachs'],3531.0416,3622.0,-0.03368304803975708,0.008869028571428572,True,True,0.01570969154258961,0.014377994098214053,4,3766.065961977475,59.16373459171214,54.14847417479697
INTER NA,2018-05-02,2018-05-03,2018-05-02,2018-05-03,INTER NA,Intertrust NV,143.604,7.5,16.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1761.53,0.0,-0.75,1761.53,3.334046218660009,"['ABN Amro Bank NV', 'Morgan Stanley']",15.9929,17.03,-0.06048150322959489,-0.000443749999999965,True,True,-0.000443749999999965,0.00649813457956161,1,666.809243732002,-0.29589660190605255,4.333016204666247
WEIR LN,2018-04-19,2018-04-23,2018-04-19,2018-04-23,WEIR LN,Weir Group PLC/The,515.519,16.6998,2175.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",7451.68,4.321838856,1.839080453,7451.68,27.48251619105878,"['Goldman Sachs', 'UBS']",2262.5578,2250.0,-0.033333333333333326,0.04025645977011494,True,True,0.02571491659995706,0.021035024605677854,2,5000.0,128.5745829997853,105.17512302838927
ERG IM,2018-04-10,2018-04-11,2018-04-10,2018-04-11,ERG IM,ERG SpA,138.008,6.0128,18.6,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",3450.2,1.290320516,2.096772194,3450.2,8.516537787382603,"['UniCredit', 'Citi', 'Morgan Stanley']",18.887,20.06,-0.0727816550348952,0.015430107526881676,True,True,0.015430107526881676,0.020975678921387964,1,1703.3075574765205,26.282218763212903,35.72803243000107
UBI FP,2018-03-20,2018-03-21,2018-03-20,2018-03-21,UBI FP,Ubisoft Entertainment SA,1082.56,13.3766,66.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",9050.23,8.121212006,7.090909004,9050.23,26.189512946378592,"['Credit Agricole CIB', 'JP Morgan']",70.641,68.56,-0.037339556592765444,0.07031818181818195,True,True,0.07031818181818195,0.07355374487649247,1,5000.0,351.59090909090975,367.7687243824623
BFSA GR,2018-03-20,2018-03-21,2018-03-20,2018-03-21,BFSA GR,Befesa SA,141.626,3.0,38.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",1610.61,5.844155788,6.363636494,1610.61,1.0158851262569335,"['Citi', 'Goldman Sachs', 'JP Morgan']",39.836,40.0,-0.03749999999999998,0.03470129870129868,True,True,0.03470129870129868,0.0379368617596092,1,203.17702525138668,7.050506642489673,7.707898719690483
DBV FP,2018-03-20,2018-03-21,2018-03-20,2018-03-21,DBV FP,DBV Technologies SA,90.8983,2.1357,34.71,"ADDL,Primary Share Offering,PE Backed,Accelerated Bookbuild,Dual Listing",0.0,2.506484985,6.885626793,1135.3508,9.789349876118589,"['Barclays', 'Deutsche Bank', 'Goldman Sachs', 'Morgan Stanley']",35.5961,36.42,-0.04695222405271826,0.025528666090463892,True,True,0.07819648516277766,0.10385004451845137,6,1817.9660000000003,142.1585513454343,188.795850033031
TKWY NA,2018-03-15,2018-03-15,2018-03-15,2018-03-15,TKWY NA,Takeaway.com NV,135.29,2.4,45.7,"ADDL,Secondary Share Offering,VC Backed,VC Exit,Accelerated Bookbuild",2434.28,0.7658626437,0.4376350939,2434.28,2.1762478399716003,['Morgan Stanley'],47.494,47.65,-0.04092339979013637,0.039256017505470364,True,True,0.0035951859956235843,-0.010034312753018026,2,435.2495679943201,1.5648031514543947,-4.367430290870993
AT1 GR,2018-03-08,2018-03-13,2018-03-08,2018-03-13,AT1 GR,Aroundtown SA,746.655,95.0,6.38,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",8197.72,-1.959249377,-2.507838726,8197.72,18.825139228704927,"['Citi', 'Deutsche Bank', 'Goldman Sachs', 'Joh Berenberg Gossler & Co KG']",6.1924,6.5,-0.01846153846153853,-0.029404388714733498,True,True,-0.022245466479902998,-0.010970172823634106,2,3765.027845740986,-83.75480073833249,-41.30300615357343
DHER GR,2018-03-08,2018-03-08,2018-03-08,2018-03-08,DHER GR,Delivery Hero SE,65.158,1.381,38.3,"ADDL,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",8610.62,-0.4699718952,0.835511148,8610.62,11.68019112343512,"['Citi', 'Goldman Sachs', 'Morgan Stanley']",38.1825,38.1,0.005249343832020914,-0.003067885117493452,True,True,0.005639686684073109,-0.007186573275580144,2,1303.16,7.3494140992167125,-9.365254829805021
AC FP,2018-03-06,2018-03-06,2018-03-06,2018-03-06,AC FP,Accor SA,684.609,12.2,45.28,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",16298.7,0.2650203705,0.1545963436,16298.7,63.36088544684414,['Goldman Sachs'],45.7914,45.64,-0.007887817703768563,0.011294169611307359,True,True,0.002383760860197315,-0.004235038271530378,2,5000.0,11.918804300986574,-21.17519135765189
LIGHT NA,2018-02-26,2018-02-27,2018-02-26,2018-02-27,LIGHT NA,Signify NV,640.831,16.22,32.1,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",5512.11,0.6853630543,1.433026671,5512.11,18.90301937139658,"['ABN Amro Bank NV', 'Goldman Sachs', 'Morgan Stanley', 'Societe Generale']",32.3884,33.05,-0.02874432677760952,0.008984423676012376,True,True,0.008984423676012376,0.010471496250928913,1,3780.603874279317,33.966546957699215,39.588579295763196
BFF IM,2018-02-20,2018-02-21,2018-02-20,2018-02-21,BFF IM,Banca Farmafactoring SpA,122.437,17.25,5.75,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1205.73,2.608695745,1.565217376,1205.73,2.779813782569178,"['Deutsche Bank', 'Mediobanca', 'Morgan Stanley']",5.9139,6.165,-0.0673154906731549,0.028504347826086907,True,True,0.028504347826086907,0.029936628879221105,1,555.9627565138356,15.847355790020435,16.643650712423465
STB NO,2018-02-20,2018-02-20,2018-02-20,2018-02-20,STB NO,Storebrand ASA,113.033,13.0,68.15,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",4067.56,-0.2201049477,-1.687456369,4067.56,15.744398133044758,['Goldman Sachs'],69.8366,69.96,-0.02587192681532291,0.02474834922964053,True,True,-0.02409942340298743,-0.030269556486214544,2,2260.6600000000003,-54.48060251019757,-68.42917556612578
G24 GR,2018-02-15,2018-02-15,2018-02-15,2018-02-15,G24 GR,Scout24 AG,421.191,9.2523,36.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",4898.25,0.383561641,2.246575356,4898.25,7.152267348422734,['JP Morgan'],36.6492,36.52,-0.0005476451259585069,0.004087671232876788,True,True,0.013027453114906828,-0.0038467193700760793,2,1430.453469684547,18.63516550937123,-5.502553069828083
UMI BB,2018-02-08,2018-02-12,2018-02-08,2018-02-12,UMI BB,Umicore SA,1092.11,22.4,39.8,"ADDL,Primary Share Offering,Accelerated Bookbuild,Rule 144A",12013.2,18.34171104,18.59296799,12013.2,40.647085864263296,"['Deutsche Bank', 'JP Morgan']",46.2456,40.9,-0.02689486552567244,0.1619497487437187,True,True,0.1619497487437187,0.14924375744488727,1,5000.0,809.7487437185935,746.2187872244364
OCDO LN,2018-02-06,2018-02-08,2018-02-06,2018-02-08,OCDO LN,Ocado Group PLC,199.807,31.4635,455.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",4209.86,3.538461447,1.648351669,4209.86,19.215477416463752,"['Goldman Sachs', 'Numis']",474.1504,476.5,-0.04512067156348376,0.042088791208791276,True,True,0.06270175824175839,0.08123690778826265,6,3843.0954832927505,240.96884389341565,312.20119339774186
OCI NA,2018-02-05,2018-02-05,2018-02-05,2018-02-05,OCI NA,OCI NV,249.902,10.5823,19.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",4966.39,-2.631578922,-1.578947425,4966.39,10.323615265015468,['Goldman Sachs'],19.7396,19.745,-0.03773107115725505,0.0389263157894737,True,True,-0.02838947368421052,0.008771197485129223,2,2064.723053003094,-58.61640077841413,18.110093649989068
TOT ID,2018-02-01,2018-02-05,2018-02-01,2018-02-05,TOT ID,Total Produce PLC,180.821,63.0,2.3,"ADDL,Primary Share Offering,Accelerated Bookbuild,Dual Listing,REG S,Rule 144A",1113.14,2.173915148,2.173915148,1113.14,1.102094144079918,"['Davy', 'Goldman Sachs']",2.4392,2.38,-0.03361344537815125,0.060521739130434904,True,True,0.060521739130434904,0.0731548537281963,1,220.4188288159836,13.340130857036947,16.12470718097362
ETO LN,2018-01-29,2018-02-01,2018-01-29,2018-02-01,ETO LN,Entertainment One Ltd,74.9914,17.475,305.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",1937.28,4.918032646,4.918032646,1937.28,3.4722000533219513,"['Investec', 'JP Morgan', 'RBC Capital Markets']",321.5658,312.2,-0.023062139654067892,0.054314098360655816,True,True,0.01941465176875301,0.05715344622404195,3,694.4400106643902,13.482310981338264,39.689639805330344
MAS SM,2018-01-22,2018-01-23,2018-01-22,2018-01-23,MAS SM,Masmovil Ibercom SA,300.835,2.8,87.75,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",2149.87,3.817663908,4.843304634,2149.87,6.611573821172029,"['Deutsche Bank', 'JP Morgan']",90.5547,92.5,-0.05135135135135138,0.03196239316239313,True,True,0.03196239316239313,0.030049851692164564,1,1322.314764234406,42.26434437889727,39.73536255560345
BME LN,2018-01-12,2018-01-12,2018-01-12,2018-01-12,BME LN,B&M European Value Retail SA,273.6,49.1005,407.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",5575.3,1.965601921,1.965601921,5575.3,14.07714124232428,['Goldman Sachs'],410.681,417.0,-0.023980815347721784,0.009044226044226056,True,True,0.009044226044226056,0.004212837875424924,1,2815.428248464856,25.463369490415598,11.860942760674
1COV GR,2018-01-10,2018-01-11,2018-01-10,2018-01-11,1COV GR,Covestro AG,2166.25,21.0,86.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild",21025.1,3.489855051,5.530434608,21025.1,62.37529953865994,"['Credit Suisse', 'Goldman Sachs']",87.8091,86.78,-0.006107398017976551,0.018076521739130547,True,True,0.018076521739130547,0.022118263316988962,1,5000.0,90.38260869565273,110.5913165849448
HOME SM,2018-01-10,2018-01-11,2018-01-10,2018-01-11,HOME SM,Neinor Homes SA,208.094,9.8579,17.65,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1678.63,1.643061638,2.549577236,1678.63,6.999286885930694,"['BNP Paribas', 'Citi', 'Credit Suisse', 'JP Morgan']",17.9618,18.04,-0.02161862527716185,0.01766572237960351,True,True,0.01766572237960351,0.021707463957461925,1,1399.8573771861388,24.729491796410244,30.387353560855292
DHER GR,2018-01-05,2018-01-05,2018-01-05,2018-01-05,DHER GR,Delivery Hero SE,187.001,4.889,31.75,"ADDL,Secondary Share Offering,Accelerated Bookbuild",6980.44,2.8031497,2.614173174,6980.44,7.686394686701231,['Morgan Stanley'],32.4174,33.0,-0.037878787878787845,0.02102047244094485,True,True,0.02259842519685029,0.009254232465533363,2,1537.2789373402463,34.740083072177065,14.226336650514735
BKIA SM,2017-12-11,2017-12-12,2017-12-11,2017-12-12,BKIA SM,Bankia SA,964.931,201.55,4.06,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit,REG S,Rule 144A",13785.0,1.409370952e-06,0.8867009282,13785.0,26.595099710500143,"['Deutsche Bank', 'Morgan Stanley', 'UBS']",4.0857,4.173,-0.027078840162952367,0.0063300492610838255,True,True,0.0063300492610838255,0.0012661362018271394,1,5000.0,31.650246305419127,6.330681009135697
