,ITicker,Cusip,STicker,Name,Country,Currency_,OneTenth,SecType,ExchCtry,Exchange,Code
289,01KJ,18914U10,CLDR,CLOUDERA INC,NA,USD,0,S,NA,A,77432
290,01KN,98985W1X,ZYME,ZYMEWORKS INC,NC,USD,0,D,NA,A,77435
291,01KO,03675Y10,AMGP,ANTERO MIDSTREAM GP LP,NA,USD,0,S,NA,A,77436
292,01LF,1350861X,GOOS,CANADA GOOSE HOLDINGS INC,NC,CAD,0,D,NA,A,77442
293,01LJ,83418M10,SOI,SOLARIS OILFIELD INFRASTRUCTURE,NA,USD,0,S,NA,A,77446
294,01LL,92347M10,VERI,VERITONE INC,NA,USD,0,S,NA,F,77447
295,01LR,04016X10,ARGX,ARGENX SE,EN,EUR,0,A,NA,S,77448
296,01LS,00215L10,ASV,ASV HOLDINGS INC,NA,USD,0,S,NA,H,77449
297,01LW,14575E10,CARS,CARS.COM INC,NA,USD,0,S,NA,A,77452
298,01M9,78413P10,SMHI,SEACOR MARINE HOLDINGS INC,NA,USD,0,S,NA,A,77454
299,01MD,03063L7X,USAS,AMERICAS SILVER CORP,NC,USD,0,D,NA,B,77455
300,01MI,03782L10,APPN,APPIAN CORP,NA,USD,0,S,NA,F,77457
301,01MJ,G8232Y10,SGH,SMART GLOBAL HOLDINGS INC,LF,USD,0,S,NA,S,77458
302,01NA,82536T10,SSTI,SHOTSPOTTER INC,NA,USD,0,S,NA,H,77462
303,01NX,09523Q10,APRN,BLUE APRON HOLDINGS INC,NA,USD,0,S,NA,A,77464
304,01O6,78649D10,SAFE,SAFETY INCOME & GROWTH INC,NA,USD,,S,NA,A,77466
305,01OH,00887A10,ALRN,AILERON THERAPEUTICS INC,NA,USD,0,S,NA,F,77470
306,01PI,29667J10,ESQ,ESQUIRE FINANCIAL HOLDINGS INC,NA,USD,0,S,NA,H,77479
307,01Q3,13173L10,CLXT,CALYXT INC,NA,USD,0,S,NA,F,77483
308,01QJ,74930B10,RBB,RBB BANCORP,NA,USD,0,S,NA,S,77487
309,01RT,39032010,GECC,GREAT ELM CAPITAL CORP,NA,USD,0,S,NA,F,77501
310,01S6,75956B10,RBNC,RELIANT BANCORP INC,NA,USD,0,S,NA,H,77505
311,01S9,09215C10,BKI,BLACK KNIGHT INC,,,,,,A,77506
312,01SC,62857J10,MYO,MYOMO INC,NA,USD,0,S,NA,B,77508
313,01ST,08653C10,BSTI,BEST INC,FC,CNY,0,A,NA,A,77511
314,01T2,77738510,ROSE,ROSEHILL RESOURCES INC,NA,USD,,S,NA,H,77515
315,01T5,81367P10,SECO,SECOO HOLDING LTD,FC,CNY,0,A,NA,F,77516
316,01T6,15102K10,CELC,CELCUITY INC,NA,USD,0,S,NA,H,77517
317,01TA,60937P10,MDB,MONGODB INC,NA,USD,0,S,NA,F,77519
318,01TD,65413A10,NITE,NIGHTSTAR THERAPEUTICS PLC,EX,USD,0,A,NA,S,77522
319,01TF,50114710,KRYS,KRYSTAL BIOTECH INC,NA,USD,0,S,NA,H,77524
320,01TT,68752L10,KIDS,ORTHOPEDIATRICS CORP,NA,USD,0,S,NA,F,77531
321,01TV,14178810,CARG,CARGURUS INC,NA,USD,0,S,NA,S,77532
322,01TW,68404V10,OPTN,OPTINOSE INC,NA,USD,0,S,NA,S,77534
323,01UC,81141R10,SE,SEA LTD,FS,USD,0,A,NA,A,77535
324,01UZ,63845R10,EYE,NATIONAL VISION HOLDINGS INC,NA,USD,0,S,NA,S,77538
325,01VE,65342K10,NEXT,NEXTDECADE CORP,NA,USD,0,S,NA,H,77545
326,01VQ,02136910,ALTR,ALTAIR ENGINEERING INC,NA,USD,0,S,NA,S,77548
327,01VT,00108J10,ACMR,ACM RESEARCH INC,NA,USD,0,S,NA,F,77554
328,01W2,N4482110,IFRX,INFLARX NV,ED,EUR,0,S,NA,S,77557
329,01W3,03753U10,APLS,APELLIS PHARMACEUTICALS INC,NA,USD,0,S,NA,S,77558
330,01W4,G3402M10,FG,FGL HOLDINGS,LF,USD,0,S,NA,A,77562
331,01W7,58958P10,MRBK,MERIDIAN BANK (PENNSYLVANIA),NA,USD,0,S,NA,S,77566
332,01W8,21988010,CCT,CORPORATE CAPITAL TRUST INC,NA,USD,0,S,NA,A,77567
333,01WG,78781P10,SAIL,SAILPOINT TECHNOLOGIES HOLDINGS,NA,USD,0,S,NA,A,77573
334,01X0,62818Q10,MBIO,MUSTANG BIO INC,NA,USD,0,S,NA,F,77580
335,01X8,42829510,HX,HEXINDAI INC,FC,USD,0,A,NA,F,77582
336,01XB,24823R10,DNLI,DENALI THERAPEUTICS INC,NA,USD,0,S,NA,S,77584
337,01XD,74766Q10,QTRX,QUANTERIX CORP,NA,USD,0,S,NA,F,77586
338,01XF,55055010,LBC,LUTHER BURBANK CORP,NA,USD,0,S,NA,S,77588
339,01XJ,67077M1X,NTR,NUTRIEN LTD,NC,USD,0,D,NA,A,77589
340,01XP,14713L10,CASA,CASA SYSTEMS INC,NA,USD,0,S,NA,S,77591
341,01Y5,82639W1X,SMTS,SIERRA METALS INC,NC,USD,0,D,NA,B,77595
342,01YF,97137512,WSC,WILLSCOT CORP,NA,USD,0,S,NA,H,77597
343,01Z4,53115L10,LBRT,LIBERTY OILFIELD SERVICES INC,NA,USD,0,S,NA,A,77600
344,01Z7,45113Y10,ICLK,ICLICK INTERACTIVE ASIA GROUP LT,FH,USD,0,A,NA,F,77604
345,01ZA,65441V10,NINE,NINE ENERGY SERVICE INC,NA,USD,0,S,NA,A,77605
346,01ZB,00090Q10,ADT,ADT INC,NA,USD,0,S,NA,A,77607
347,01ZK,72814N10,AGS,PLAYAGS INC,NA,USD,0,S,NA,A,77614
348,01ZN,76133L10,TORC,"RESTORBIO, INC.",NA,USD,0,S,NA,S,77615
349,01ZY,46263D10,IPIC,IPIC ENTERTAINMENT INC,NA,USD,0,S,NA,F,77621
350,0200,12720310,WHD,CACTUS INC,NA,USD,0,S,NA,A,77624
351,0201,92645B10,VCTR,VICTORY CAPITAL HOLDINGS INC,NA,USD,0,S,NA,S,77625
352,0205,67075T10,JPT,NUVEEN PREFERRED,NA,USD,,S,NA,A,77632
353,0208,02133L10,AMR,ALTA MESA RESOURCES INC,NA,USD,0,S,NA,H,77635
354,020E,G8947910,TRMD,TORM PLC,EX,USD,0,D,NA,S,77636
355,020K,L8681T10,SPOT,SPOTIFY TECHNOLOGY SA,EL,EUR,0,S,NA,A,77639
356,020U,19625T10,CLNC,COLONY CREDIT REAL ESTATE INC,NA,USD,0,S,NA,A,77642
357,0226,86740P10,STG,SUNLANDS ONLINE EDUCATION GROUP,FC,CNY,0,A,NA,A,77658
358,0228,46267X10,IQ,IQIYI INC,FC,CNY,0,A,NA,S,77659
359,022C,68276W10,ONE,ONESMART INTERNATIONAL EDUCATION,FC,CNY,0,A,NA,A,77662
360,022J,G3206V10,ESTR,ESTRE AMBIENTAL INC,LB,BRL,0,S,NA,F,77667
361,022K,19764110,CLBK,COLUMBIA FINANCIAL INC,NA,USD,0,S,NA,S,77670
362,022T,72582H10,PVTL,PIVOTAL SOFTWARE INC,NA,USD,0,S,NA,A,77672
363,022U,52730D20,LEVL,LEVEL ONE BANCORP INC,NA,USD,0,S,NA,S,77673
364,022V,15503820,CEPU,CENTRAL PUERTO SA,LA,USD,0,A,NA,A,77674
365,0234,3843135X,EAF,GRAFTECH INTERNATIONAL LTD,NA,USD,0,S,NA,A,77678
366,0237,65487K10,LASR,NLIGHT INC,NA,USD,0,S,NA,S,77679
367,023A,25616310,DOCU,DOCUSIGN INC,NA,USD,0,S,NA,S,77683
368,023B,84651710,LOV,SPARK NETWORKS SE,ED,EUR,,A,NA,B,77684
369,023R,21044C10,ROAD,CONSTRUCTION PARTNERS INC,NA,USD,0,S,NA,S,77686
370,023S,45773010,INSP,INSPIRE MEDICAL SYSTEMS INC,NA,USD,0,S,NA,A,77687
371,023T,71425410,PRT,PERMROCK ROYALTY TRUST,NA,USD,0,S,NA,A,77688
372,023V,08986R30,BH,BIGLARI HOLDINGS INC,NA,USD,0,S,NA,A,77691
373,0249,98311A10,WH,WYNDHAM HOTELS & RESORTS INC,NA,USD,0,S,NA,A,77694
374,024B,71534710,PRSP,PERSPECTA INC,NA,USD,0,S,NA,A,77695
375,024S,72941B10,PS,PLURALSIGHT INC,NA,USD,0,S,NA,S,77703
376,025V,Y2889510,GRIN,GRINDROD SHIPPING HOLDINGS LTD,FS,USD,0,S,NA,S,77719
377,0260,05550J10,BJ,BJ'S WHOLESALE CLUB HOLDINGS INC,NA,USD,0,S,NA,A,77724
378,0268,74704P10,NEW,PUXIN LTD,FC,CNY,0,A,NA,A,77728
379,026D,05455M10,AVRO,AVROBIO INC,NA,USD,0,S,NA,S,77732
380,026I,00215W10,ASX,ASE TECHNOLOGY HOLDING CO LTD,FA,USD,0,A,NA,A,77740
381,026P,76133Q10,RVI,RETAIL VALUE INC,NA,USD,0,S,NA,A,77742
382,026U,30041R10,EVER,EVERQUOTE INC,NA,USD,0,S,NA,F,77749
383,026V,89374L10,TBIO,TRANSLATE BIO INC,NA,USD,0,S,NA,S,77750
384,026W,64131A10,STIM,NEURONETICS INC,NA,USD,0,S,NA,F,77752
385,0273,19188J30,COCP,COCRYSTAL PHARMA INC,NA,USD,0,S,NA,H,77753
386,027P,21037310,CNST,CONSTELLATION PHARMACEUTICALS IN,NA,USD,0,S,NA,S,77759
387,027T,09371210,BE,BLOOM ENERGY CORP,NA,USD,0,S,NA,A,77767
388,027U,34417P10,FOCS,FOCUS FINANCIAL PARTNERS INC,NA,USD,0,S,NA,S,77768
389,027V,08579X10,BRY,BERRY PETROLEUM CORP,NA,USD,0,S,NA,S,77771
390,027W,31948P10,FCBP,FIRST CHOICE BANCORP,NA,USD,0,S,NA,H,77772
391,027Y,13758610,CANG,CANGO INC,FC,CNY,0,A,NA,A,77774
392,027Z,05185710,JG,AURORA MOBILE LTD,FC,USD,0,A,NA,F,77775
393,0281,,,EASTERN POWER NETWORKS PLC,,,,,,G,77778
394,0283,05208W1X,AUG,AURYN RESOURCES INC,NC,CAD,0,D,NA,A,77779
395,0288,83570H10,SONO,SONOS INC,NA,USD,0,S,NA,S,77782
396,028A,04206A10,ARLO,ARLO TECHNOLOGIES INC,NA,USD,0,S,NA,A,77785
397,028C,29668H7X,EPIX,ESSA PHARMA INC,NC,USD,0,D,NA,H,77786
398,028K,65136T10,NWGI,NEWGIOCO GROUP INC,NC,USD,0,S,NA,U,77787
399,029J,62914V10,NIO,NIO INC,FC,CNY,0,A,NA,A,77797
400,029Z,09075F10,BNGO,BIONANO GENOMICS INC,NA,USD,0,S,NA,H,77799
401,02A0,28414H10,ELAN,ELANCO ANIMAL HEALTH INC,NA,USD,0,S,NA,A,77800
402,02A1,30607B10,FLMN,FALCON MINERALS CORP,NA,USD,0,S,NA,H,77802
403,02AA,22717L1X,CRON,CRONOS GROUP INC,NC,CAD,0,D,NA,F,77812
404,02AC,29975E10,EB,EVENTBRITE INC,NA,USD,0,S,NA,A,77813
405,02AK,50736W10,LAIX,LAIX INC,FC,CNY,0,A,NA,A,77826
406,02AL,86936710,STRO,SUTRO BIOPHARMA INC,NA,USD,0,S,NA,F,77827
407,02AM,01643A20,WTER,ALKALINE WATER COMPANY INC,NA,USD,,S,NA,U,77828
408,02AO,G0455310,ARCE,ARCO PLATFORM LTD,LB,USD,0,S,NA,S,77830
409,02AP,39868T10,GRTS,GRITSTONE ONCOLOGY INC,NA,USD,0,S,NA,S,77831
410,02AQ,13973710,CBNK,CAPITAL BANCORP INC,NA,USD,0,S,NA,S,77835
411,02AV,40131M10,GH,GUARDANT HEALTH INC,NA,USD,0,S,NA,S,77840
412,02B4,01977010,ALLO,ALLOGENE THERAPEUTICS INC,NA,USD,0,S,NA,S,77847
413,02B6,03272L10,PLAN,ANAPLAN INC,NA,USD,0,S,NA,A,77848
414,02B7,29446K10,EQ,EQUILLIUM INC,NA,USD,0,S,NA,F,77849
415,02BO,83417Q10,SWI,SOLARWINDS CORP,NA,USD,0,S,NA,A,77855
416,02BP,54142F10,LOGC,LOGICBIO THERAPEUTICS INC,NA,USD,0,S,NA,F,77856
417,02BS,86389T10,MSC,STUDIO CITY INTERNATIONAL HOLDIN,FH,USD,,A,NA,A,77857
418,02C9,90184D10,TWST,TWIST BIOSCIENCE CORP,,,,,,S,77865
419,02CB,03965310,ACA,ARCOSA INC,,,,,,A,77868
420,02CE,G8196D10,SG,SIRIUS INTERNATIONAL INSURANCE G,,,,,,S,77870
421,1AMS,03098210,,AMEX MS REIT IND,NA,USD,,I,NA,0,76324
422,1CBO,12490U10,,CBOE DJ REIT IND,NA,USD,,I,NA,0,76325
423,1CST,21599W10,,COHEN&STEERS REI,NA,USD,,I,NA,0,76326
424,1SPR,85299895,,S&P REIT COMPOSI,NA,USD,,I,NA,0,76327
425,1STR,84899T89,,STREETTRACKS TRU,NA,USD,,I,NA,0,76328
426,1WSH,72299W10,,WILSHIRE REIT IN,NA,USD,,I,NA,0,76329
427,A,02742010,A,AMERN MEDIC BLDG,NA,USD,0,S,NA,X,1
428,A1Z,04334810,ARZMY,ARVIND LTD,FI,USD,,A,NA,U,69051
429,A2,0039241X,ABY,ABITIBI CONS INC,NC,USD,0,D,NA,A,15184
430,AA,03965L10,ARNC,ARCONIC INC,NA,USD,0,S,NA,A,2
431,AA00,00920710,AIRT,AIR T INC.,NA,USD,0,S,NA,H,72261
432,AA03,02920015,ASIG,ASIA STNDR HOTEL,FH,HKD,,A,NA,U,72495
433,AA04,11020210,BRTL,BRISTOL RETAIL S,NA,USD,,S,NA,U,72496
434,AA05,23323G10,DGSE,DGSE COMPANIES INC,NA,USD,,S,NA,B,68686
435,AA06,94947610,WLC,WELLCO ENTERPRISES,NA,USD,,S,NA,B,72497
436,AA07,05380130,AVTI,AVITAR INC,NA,USD,,S,NA,U,68969
437,AA08,89151W10,TLCX,TOTAL LOGISTICS,NA,USD,,S,NA,F,72498
438,AA09,97382D20,WINT,WINDTREE THERAPEUTICS INC,NA,USD,0,S,NA,H,14453
439,AA0A,00444610,ACET,ACETO CORP.,NA,USD,0,S,NA,S,14676
440,AA0B,G3161110,XLACF,XCELERA INC,NA,USD,,S,NA,U,72499
441,AA0C,00211310,COMMQ,ATX COMM INS,NA,USD,,S,NA,F,72500
442,AA0D,02216710,AHIX,ALUF HOLDINGS INC,NA,USD,,S,NA,U,68419
443,AA0E,11835A10,BUCK,BUCKHEAD AMERICA CORP.,NA,USD,,S,NA,U,69426
444,AA0F,26989410,EEGL,EAGLE SUPPLY GROUP INC.,NA,USD,0,S,NA,H,14505
445,AA0G,00724X10,ADLR,ADOLOR CORP,NA,USD,0,S,NA,F,14302
446,AA0H,08265710,BNT,BENTLEY PHARMACEUTICALS INC.,NA,USD,0,S,NA,A,14423
447,AA0I,14075T10,CPD,CARACO PHARM LABS INC.,NA,USD,0,S,NA,B,14860
448,AA0J,26357210,DSTR,DUALSTAR TECH,NA,USD,,S,NA,U,66538
449,AA0K,84604120,SVXA,SOVEREIGN EXPLO,NA,USD,,S,NA,U,66539
450,AA0L,00078810,ABWG,AB WATLEY GROUP INC,NA,USD,0,S,NA,U,14248
451,AA0N,004920WW,APII,ACTION PRODUCTS,NA,USD,,S,NA,H,72501
452,AA0P,29492910,EQUUS,EQUUS GAMING CO.,NA,USD,,S,NA,U,69427
453,AA0Q,01849410,ASTI,ALLERGAN SPECIAL,NA,USD,,S,NA,F,72502
454,AA0R,09057G60,BRLI,BIO-REFERENCE LABS INC.,NA,USD,0,S,NA,S,14481
455,AA0T,83422330,SNGX,SOLIGENIX INC,NA,USD,0,S,NA,G,14677
456,AA0U,04276810,ARWM,ARROW MAGNOLIA,NA,USD,,S,NA,H,72503
457,AA0V,18482P10,CLFD,CLEARFIELD INC,NA,USD,,S,NA,F,66254
458,AA0W,23391210,DJCO,DAILY JOURNAL CO,NA,USD,,S,NA,H,68765
459,AA0X,03040510,BETM,AMERICAN WAGERIN,NA,USD,,S,NA,G,66256
460,AA0Y,34960D10,FRTN,FORTRAN CORP,NA,USD,,S,NA,U,66540
461,AA0Z,30035510,EVST,EVERLAST WORLDWIDE INC,NA,USD,0,S,NA,F,38177
462,AA10,02077210,APT,ALPHA PRO TECH LTD.,NA,USD,0,S,NA,B,14830
463,AA11,09061H30,BMRA,BIOMERICA INC.,NA,USD,,S,NA,U,66541
464,AA12,14739910,CASC,CASCO INTL,NA,USD,,S,NA,H,72504
465,AA15,96684U10,WTRO,WI-TRON,NA,USD,,S,NA,U,66542
466,AA16,26915610,ESNI,E-SYNC NETWORKS,NA,USD,,S,NA,U,69428
467,AA17,04961R10,ATOM,ATOMIC BURRITO,NA,USD,,S,NA,U,69429
468,AA19,35874310,FRIZQ,FRISBY TECH,NA,USD,,S,NA,U,69430
469,AA1A,02341Q20,DIT,AMCON DISTRIB,NA,USD,,S,NA,B,72087
470,AA1C,15114K10,CRII,CELL ROBOTICS,NA,USD,,S,NA,U,66544
471,AA1E,16862810,CFCM,CHIEF CON MINING,NA,USD,,S,NA,U,69431
472,AA1F,04314Q10,ALIF,ARTIFICIAL LIFE INC.,NA,USD,,S,NA,U,66545
473,AA1G,27784810,EYRDQ,EASYRIDERS INC.,NA,USD,,S,NA,U,69432
474,AA1I,15870P30,CSBR,CHAMPIONS ONCOLOGY INC,NA,USD,0,S,NA,H,66546
475,AA1J,AA1JAA1J,,MEXICAN RESTAURA,NA,USD,,S,NA,F,72505
476,AA1K,02461T10,ABMIQ,AMERICAN BIOMED INC.,NA,USD,0,S,NA,U,14678
477,AA1L,02075U10,APNO,ALPHA INNOTECH CORP,NA,USD,,S,NA,U,66547
478,AA1M,20050L10,MOC,COMMAND SECURITY CORP,NA,USD,0,S,NA,B,58804
479,AA1N,29873610,EEFT,EURONET WORLDWIDE INC.,NA,USD,0,S,NA,S,14369
480,AA1O,19248010,COHT,COHESANT TECH,NA,USD,,S,NA,H,68420
481,AA1P,54908P10,LYLP,LOYALTYPOINT INC,NA,USD,,S,NA,U,66548
482,AA1Q,35168420,FGNT,FRAGRANCENET.COM,NA,USD,,S,NA,U,66549
483,AA1R,05635W10,BYBI,BACK YARD BURGER,NA,USD,,S,NA,H,68018
484,AA1S,16308260,CHEF,CHEFS INTL,NA,USD,,S,NA,U,72506
485,AA1T,92201B30,VGDAQ,VANGUARD AIRLINE,NA,USD,,S,NA,U,69433
486,AA1U,04216680,AMNF,ARMANINO FOODS,NA,USD,,S,NA,U,68421
487,AA1W,42278K10,HPPI,HEDGEPATH PHARMACEUTICALS INC,NA,USD,,S,NA,U,68805
488,AA1X,10678610,BREK,BREK ENERGY CORP,NA,USD,,S,NA,U,72507
489,AA1Y,33849020,FAME,FLAMEMASTER CORP,NA,USD,,S,NA,U,68423
490,AA24,0421XXXX,,ARMANINO FOODS,NA,USD,,S,NA,H,72508
491,AA25,84842R40,SPEX,SPHERIX INC,NA,USD,0,S,NA,F,68687
492,AA27,37246C40,GNVC,GENVEC INC.,NA,USD,0,S,NA,F,14220
493,AA28,35843510,FRD,FRIEDMAN INDUSTRIES,NA,USD,0,S,NA,B,68424
494,AA29,12643W20,UCTN,CTN MEDIA GROUP,NA,USD,,S,NA,U,69434
495,AA2A,40964930,HANAY,SK BROADBAND CO.,FK,USD,,A,NA,U,14303
496,AA2B,06808T10,BNNY,BARNEYS NEW YORK,NA,USD,,S,NA,U,72509
497,AA2C,23321U10,DGJLQ,DG JEWELRY INC.,NC,CAD,,S,NA,U,76541
498,AA2D,92427X10,BEAR,VERMONT T BEAR,NA,USD,,S,NA,H,72510
499,AA2E,04269X10,ARRY,ARRAY BIOPHARMA INC,NA,USD,0,S,NA,F,14221
500,AA2F,09090910,BLSC,BIO-LOGIC SYSTEMS CORP.,NA,USD,0,S,NA,F,15373
501,AA2G,23946710,DXR,DAXOR CORP.,NA,USD,0,S,NA,B,14704
502,AA2H,37247A10,GTIV,GENTIVA HEALTH SERVICES,NA,USD,0,S,NA,S,14256
503,AA2I,37722620,GLMA,GLASSMASTER CO,NA,USD,,S,NA,U,66551
504,AA2J,15725910,MOOR,CHADMOORE GROUP,NA,USD,,S,NA,U,72511
505,AA2K,92825D10,VCIX,VIRTUAL COM INC,NA,USD,,S,NA,U,69435
506,AA2L,42551C10,HYNLZ,HENLEY LIMITED,NA,USD,,S,NA,U,69436
507,AA2N,92913610,VULC,VULCAN INTL,NA,USD,,S,NA,C,68425
508,AA2O,68231A20,ATTY,1800 ATTY INC,NA,USD,,S,NA,U,69437
509,AA2P,09093110,BSTC,BIOSPECIFICS TECHNOLOGIES CORP,NA,USD,0,S,NA,F,66552
510,AA2Q,24982750,DSCI,DERMA SCIENCES INC.,NA,USD,0,S,NA,H,33646
511,AA2R,00000312,ACLN,A.C.L.N. LTD.,NA,USD,,S,NA,F,72512
512,AA2T,06822110,BRN,BARNWELL INDUSTRIES,NA,USD,0,S,NA,B,14482
513,AA2U,07203T10,BYBK,CARROLLTON BANCORP,NA,USD,0,S,NA,F,72262
514,AA2V,74359010,PHY,PRSPCT ST HIGH I,NA,USD,,U,NA,A,72263
515,AA2W,23080010,CUMB,CUMBERLAND TECHN,NA,USD,,S,NA,U,72513
516,AA2X,27031N10,ECCOQ,EARTHCARE CO,NA,USD,,S,NA,U,69438
517,AA2Z,38137010,GV,GOLDFIELD CORP,NA,USD,0,S,NA,B,68262
518,AA3,9889181X,ZICA,ZI CORPORATION,NC,USD,0,D,NA,H,15332
519,AA30,45826H10,ITGR,INTEGER HOLDINGS CORP,NA,USD,0,S,NA,A,14304
520,AA31,81765M10,SERV,SERVIDYNE,NA,USD,,S,NA,F,68428
521,AA32,46058810,IPAH,INTERPHARM HOLDINGS INC,NA,USD,,S,NA,U,68429
522,AA34,75845J20,RGYH,RENERGY HOLDINGS INC,NA,USD,0,S,NA,U,14342
523,AA35,19046P20,CCB,COASTAL FINANCIAL CORP,NA,USD,0,S,NA,S,44266
524,AA36,23801610,DATX,DATA TRANSLATION,NA,USD,,S,NA,U,69439
525,AA37,26825310,ECBE,ECB BANCORP INC,NA,USD,0,S,NA,B,33654
526,AA38,31770910,FANT,FINANTRA CAPITAL,NA,USD,,S,NA,U,72514
527,AA39,45941210,IDWK,INTERNATIONAL DISPLAYWORK,NA,USD,0,S,NA,F,14861
528,AA3B,00635130,AE,ADAMS RESOURCES & ENERGY INC.,NA,USD,0,S,NA,B,17274
529,AA3C,05047310,AUBN,AUBURN NATIONAL BANCORPORATION I,NA,USD,0,S,NA,F,72143
530,AA3D,08016210,BLMT,BELMONT BANCORP,NA,USD,,S,NA,H,72515
531,AA3E,12514110,CECE,CECO ENVIRONMENTAL CORP,NA,USD,0,S,NA,F,33656
532,AA3F,19202510,CVLY,CODORUS VALLEY B,NA,USD,,S,NA,F,68431
533,AA3G,26140E10,DPW,DPW HOLDINGS INC,NA,USD,0,S,NA,B,68360
534,AA3H,87509W10,TINO,TAMINO MINERALS INC,NA,USD,,S,NA,U,66555
535,AA3I,31942S10,FCAP,FIRST CAPITAL IN,NA,USD,,S,NA,F,68432
536,AA3J,02906V10,APGI,AMERICAN POWER GROUP CORP,NA,USD,0,S,NA,U,68433
537,AA3L,00752110,ADTC,GREAT TAHOU HLDG,NA,USD,,S,NA,U,69440
538,AA3M,05280310,AIII,AUTOLOGIC INFO,NA,USD,,S,NA,F,72516
539,AA3N,08264110,BTHS,BENTHOS INC.,NA,USD,0,S,NA,H,15641
540,AA3O,20786W10,CNOB,CONNECTONE BANCORP INC,NA,USD,0,S,NA,S,14424
541,AA3P,19191210,CSEIX,COHENSTEERS RE,NA,USD,,U,NA,F,69441
542,AA3Q,25387R50,DVID,DIGITAL VIDEO SYSTEMS INC,NA,USD,,S,NA,U,68434
543,AA3R,28556250,ECHO,ELECTRONIC CLEARING HOUSE,NA,USD,0,S,NA,H,14305
544,AA3S,33749310,FWVB,1RST WEST VA BAN,NA,USD,,S,NA,B,68435
545,AA3T,84763M20,SPGZ,SPECTRUM GROUP INTERNATIONAL INC,NA,USD,0,S,NA,U,15064
546,AA3V,00801530,AIM,AEROSONIC CORP,NA,USD,,S,NA,B,68688
547,AA3W,05360550,AVYC,AVERY COM,NA,USD,,S,NA,U,72517
548,AA3X,05490U10,BFET,BF ENTERPRISES,NA,USD,,S,NA,U,68437
549,AA3Z,19623P10,CBAN,COLONY BANKCORP,NA,USD,0,S,NA,F,23288
550,AA40,25454710,DION,DIONICS INC.,NA,USD,,S,NA,U,66557
551,AA41,28523310,ELSE,ELECTRO-SENSORS,NA,USD,,S,NA,H,68438
552,AA42,35671310,FMOL,FREEPORT-MCMORAN,NA,USD,,S,NA,U,72518
553,AA43,87160G10,SURG,SYNERGETICS USA INC,NA,USD,0,S,NA,H,38219
554,AA45,01775310,AORGB,ALLEN ORGAN CO.,NA,USD,,S,NA,U,72519
555,AA46,05454610,AXSI,AXCESS INTERNATIONAL INC.,NA,USD,0,S,NA,U,56646
556,AA47,09852W10,BOTX,BONTEX INC.,NA,USD,,S,NA,U,69442
557,AA48,09061910,BMTL,BIOMEDICAL TECHNOLOGY SOLUTIONS,NA,USD,,S,NA,U,68439
558,AA49,20046810,CCBP,COMM BANCORP INC.,NA,USD,0,S,NA,F,14891
559,AA4A,29606410,ESCRQ,ESCALERA RESOURCES CO,NA,USD,0,S,NA,S,14993
560,AA4C,62473020,MPW/H,MP WESTERN PROPERTIES INC,NC,USD,0,S,NC,J,14425
561,AA4D,92671310,VCST,VIEWCAST.COM INC.,NA,USD,0,S,NA,U,66560
562,AA4E,00002130,ANAFF,A & A INTERNATIO,NC,CAD,,S,NA,U,76542
563,AA4F,02686G10,AIK,AMERICAN INSD MT,NA,USD,,U,NA,B,72520
564,AA4G,05882210,BTEK,BALTEK CORP.,NA,USD,,S,NA,F,72521
565,AA4H,10805810,BVB,BRIDGE VIEW BANK,NA,USD,,S,NA,B,72522
566,AA4I,12651410,CDDT,C-3D DIGITAL INC,NA,USD,,S,NA,U,69443
567,AA4J,20263020,CXIA,COMMODORE APPLIE,NA,USD,,S,NA,U,66561
568,AA4K,26209320,DRHA,DRIVER HARRIS CO,NA,USD,,S,NA,U,69444
569,AA4L,26883D10,EPL,EPL OIL & GAS INC,NA,USD,0,S,NA,A,14306
570,AA4M,00182P10,ANVB,A NOVO BROADBAND,NA,USD,,S,NA,U,69445
571,AA4N,91828410,VSEC,VSE CORP,NA,USD,0,S,NA,S,68263
572,AA4O,90131T20,TWFH,24HLDG,EX,BPN,,S,NA,U,69446
573,AA4P,02756810,AMOAQ,AMERICAN MORTGAGE ACCEPTANCE CO,NA,USD,0,S,NA,U,14454
574,AA4Q,25264R20,DHIL,DIAMOND HILL INVESTMENT GROUP IN,NA,USD,0,S,NA,S,66273
575,AA4R,11109110,BKBK,BRITTON & KOONTZ CAPITAL CORP.,NA,USD,0,S,NA,H,14483
576,AA4S,16633510,CVAL,CHESTER VALLEY BANCORP,NA,USD,0,S,NA,F,15095
577,AA4T,20290910,CXOT,COMMODORE S TECH,NA,USD,,S,NA,U,69447
578,AA4U,23337740,DXPE,DXP ENTERPRISES INC,NA,USD,0,S,NA,S,15065
579,AA4V,29476H40,EQUI,EQUIVEST FINANCE,NA,USD,,S,NA,H,72523
580,AA4W,36814010,GBTS,GATEWAY FINANCIAL HOLDING,NA,USD,0,S,NA,F,14940
581,AA4X,93070510,WAIN,WAINWRIGHT BANK & TRUST CO.,NA,USD,0,S,NA,F,66274
582,AA4Z,03837330,AQCR,AQUA CARE SYSTEM,NA,USD,,S,NA,U,69448
583,AA50,06506610,BKSC,BANK OF SOUTH CA,NA,USD,,S,NA,H,68440
584,AA51,13303410,CAC,CAMDEN NATIONAL CORP.,NA,USD,0,S,NA,S,72264
