,ITicker,Cusip,STicker,Name,Country,Currency_,OneTenth,SecType,ExchCtry,Exchange,Code
19028,PDOB,74101A10,PDOB,PRESIDIO BANK,NA,USD,,S,NA,G,75378
19029,PDOS,72766710,PDOS,PLATINUM STUDIOS,NA,USD,,S,NA,U,74009
19030,PDP,72378710,PXD,PIONEER NATURAL RESOURCES CO,NA,USD,,S,NA,A,9726
19031,PDPR,69833710,PDPR,PANDICK PRESS,NA,USD,0,S,NA,X,9727
19032,PDQ,74191710,PDQ,PRIME HOSPITALITY CORP,NA,USD,0,S,NA,A,9728
19033,PDRP,56580740,PDPR,MARATHON GROUP C,NA,USD,,S,NA,U,71270
19034,PDRX,69329810,PDRX,PD-RX,NA,USD,,S,NA,U,71271
19035,PDS,71461110,PDS,PERRY DRUG STORE,NA,USD,0,S,NA,A,9729
19036,PDSF,69329T10,PDSG,PDS GAMING CORP,NA,USD,0,S,NA,H,9730
19037,PDSN,M4141510,PDSN,POWERDSINE LTD,NA,USD,0,S,NA,F,15507
19038,PDSS,69901J10,PSYS,PARADIGM SYSTEM,NA,USD,,S,NA,U,75686
19039,PDT,41013T10,PDT,JOHN HANCOCK PRE,NA,USD,,S,NA,A,71272
19040,PDTI,60469010,MRVT,MIRAVANT MEDICAL TECHNOLOGIES,NA,USD,0,S,NA,U,9731
19041,PDVN,74049P20,PDIV,PREMIERE DEVELOPMENT & INVT,NA,USD,,S,NA,U,71273
19042,PDVP,84129L10,STHC,SOUTHCORP CAPITA,NA,USD,,S,NA,U,66509
19043,PDVW,69290R10,PDVW,PDVWIRELESS INC,NA,USD,0,S,NA,H,76854
19044,PDYN,69911G10,PDYN,PARADYNE NETWORKS INC.,NA,USD,0,S,NA,F,9732
19045,PE,30161N10,EXC,EXELON CORP,NA,USD,,S,NA,A,9733
19046,PE09,74051CAB,PEBI-B,PREMIER ENTERTAI,NA,USD,,B,NA,0,73111
19047,PE1S,70963210,PNTA,PENTASTAR COMMUN,NA,USD,,S,NA,U,71274
19048,PE1T,70978820,PBNI,PEOPLES BANCORP,NA,USD,,S,NA,U,66446
19049,PE1U,70979210,PBCE,PEOPLES BANCORPO,NA,USD,,S,NA,U,67886
19050,PE1V,71366S10,PHSS,PERENNIAL HEALTH,NA,USD,,S,NA,U,71275
19051,PE1W,71584410,PDEN,"PET QUARTERS, IN",NA,USD,,S,NA,U,71276
19052,PE1X,12723310,CADD,CADDO INTERNATIO,NA,USD,,S,NA,U,67076
19053,PE1Y,71673220,PTRO,PETROMINERALS CO,NA,USD,,S,NA,U,71277
19054,PEAB,70455110,BTU,PEABODY ENERGY CORP,NA,USD,0,S,NA,A,14286
19055,PEAK,70468310,PEAK,PEAK TECHNOLOGIE,NA,USD,0,S,NA,F,9734
19056,PEAT,XL259JJ2,PEAT.C,PEANUTS (PER LB),NA,USD,0,O,NA,U,42156
19057,PEB,70509V10,PEB,PEBBLEBROOK HOTEL TRUST,NA,USD,0,S,NA,A,74780
19058,PEBK,71057710,PEBK,PEOPLES BANCORP OF NC,NA,USD,0,S,NA,F,9735
19059,PEBO,70978910,PEBO,PEOPLES BANCORP INC (OHIO),NA,USD,0,S,NA,S,9736
19060,PEBR,71654V40,PBR,PETROLEO BRASILEIRO SA PETROBRAS,LB,USD,0,M,NA,A,75684
19061,PEBW,70979010,PEBW,PEOPLES BCP WORC,NA,USD,0,S,NA,F,9738
19062,PEC,72128310,PIKE,PIKE CORP,NA,USD,0,S,NA,A,20444
19063,PECN,74465020,PEQU,PUBLISHERS EQUIP,NA,USD,,S,NA,U,71278
19064,PECS,70510710,PECS,PEC SOLUTIONS INC,NA,USD,0,S,NA,F,9739
19065,PECX,71932010,PECN,PHOTOELECTRON CORP,NA,USD,0,S,NA,U,9740
19066,PED,83171G10,SPRO,SMARTPROS,NA,USD,,S,NA,H,67887
19067,PEDE,39115R10,PEDE,GREAT PEE DEE BANCORP INC.,NA,USD,0,S,NA,F,9741
19068,PEDG,74161V30,PEDI,PRIMEDGE INC,NA,USD,,S,NA,U,66006
19069,PEDH,71102610,PEDH,PEOPLES EDUCATIONAL HOLDINGS INC,NA,USD,0,S,NA,H,67077
19070,PEDU,71956U10,PEDU,PICCOLO EDUCATIO,NA,USD,,S,NA,U,74348
19071,PEDX,58502B10,MD,MEDNAX INC,NA,USD,0,S,NA,A,9742
19072,PEEK,70538510,PEEK,PEEKSKILL FINCL,NA,USD,,S,NA,F,73113
19073,PEET,70556010,PEET,PEET'S COFFEE & TEA INC,NA,USD,0,S,NA,S,9743
19074,PEG,74457310,PEG,PUBLIC SERVICE ENTERPRISE GROUP,NA,USD,,S,NA,A,9744
19075,PEGA,70557310,PEGA,PEGASYSTEMS INC,NA,USD,0,S,NA,S,9745
19076,PEGC,73768230,PEGC,POTOMAC ENERGY,NA,USD,,S,NA,U,71279
19077,PEGI,73990810,PEGI,PREFERRED EMPLOYEE HOLDINGS INC,NA,USD,0,S,NA,F,9746
19078,PEGS,70590610,PEGS,PEGASUS SOLUTIONS,NA,USD,0,S,NA,F,9747
19079,PEGX,6942282X,PEGX,PACIFIC ENERGY R,NC,USD,,D,NA,U,66170
19080,PEH,73936T40,PEH,POWERSHARES DYNA,NA,USD,,U,NA,B,71280
19081,PEHE,71660410,PHEL,PETROLEUM HELICO,NA,USD,,S,NA,U,73114
19082,PEI,70910210,PEI,PENNSYLVANIA REAL ESTATE INVESTM,NA,USD,0,S,NA,A,9748
19083,PEIC,03462P10,AGEL,BIOGERON INC,NA,USD,,S,NA,G,71281
19084,PEIW,69391V10,PEIW,PEI WORLDWIDE HO,NA,USD,,S,NA,U,74894
19085,PEJ,46137V72,PEJ,INVESCO DYN LEIS,NA,USD,,U,NA,E,71282
19086,PEL,69792610,PEL,PANENERGY CORPORATION,NA,USD,0,S,NA,A,9749
19087,PELE,74266D30,PELE,PRO ELITE INC,NA,USD,,S,NA,U,36988
19088,PEN,70968610,PEN,PENTRON CORPORAT,NA,USD,0,S,NA,X,9750
19089,PEN1,45172410,ILNC,ILINC COMMUNICATIONS INC,NA,USD,0,S,NA,U,9751
19090,PENG,74190120,PENG,PRIMA ENERGY CORPORATION,NA,USD,0,S,NA,F,9752
19091,PENN,70756910,PENN,PENN NATIONAL GAMING INC,NA,USD,0,S,NA,S,9753
19092,PENO,70967030,PENO,PENTOS,EX,USD,,A,NA,U,9754
19093,PENT,70872010,PNT,PENNSYLVANIA ENTERPRISES INC,NA,USD,0,S,NA,A,9755
19094,PENW,70705110,PENX,PENFORD CORPORATION,NA,USD,0,S,NA,F,9756
19095,PENY,70932M10,PFSI,PENNYMAC FINANCIAL SERVICES INC,NA,USD,0,S,NA,A,76024
19096,PENZ,37229T30,GNUS,GENIUS BRANDS INTERNATIONAL INC,NA,USD,0,S,NA,G,75604
19097,PEO,00548F10,PEO,ADAMS NATURAL RESOURCES FUND INC,NA,USD,0,U,NA,A,9757
19098,PEOP,70978610,PEOP,PEOPLES BNK CORP,NA,USD,0,S,NA,X,9758
19099,PEP,71344810,PEP,PEPSICO INC,NA,USD,0,S,NA,S,9759
19100,PEPC,70977610,PEOP,PEOPLEPC,NA,USD,0,S,NA,H,9760
19101,PEPF,H6212L10,PEPFF,PETROPLUS HLD,ES,USD,,D,NA,U,62535
19102,PEPL,71222110,PEPL,PEOPLES RESTAURANTS INC,NA,USD,0,S,NA,F,9761
19103,PEPR,71336530,PEPR,PEPPER ROCK,NA,USD,,S,NA,U,75500
19104,PER,73285210,,POPE EVANS & ROBBINS INC,NA,USD,0,S,NA,C,9762
19105,PER1,83615620,PERR,SOURCE PERRIER,EF,USD,0,S,NA,U,9763
19106,PER2,71361C10,PERC,PERCLOSE INC,NA,USD,0,S,NA,F,9764
19107,PERC,92342W10,VRDI,VERIDICOM INTERNATIONAL INC,NA,USD,0,S,NA,U,9765
19108,PERE,70522M10,PMESY,PETROBRAS,LA,USD,,A,NA,U,9766
19109,PERF,83540T10,SNMBQ,SONA MOBILE HOLDINGS CORP,NA,USD,0,S,NA,U,9767
19110,PERI,71400510,PERI,PERIPHONICS CORPORATION,NA,USD,0,S,NA,F,9768
19111,PERK,46138E65,PIO,INVESCO GL WATER,NA,USD,,U,NA,B,71283
19112,PERL,71415P10,PERL,PERLEGEN SCIENCE,NA,USD,,S,NA,F,69121
19113,PERM,71419710,PERM,PERMANENT BANCORP INC,NA,USD,0,S,NA,F,9769
19114,PERO,71426510,PER,PEROT SYSTEMS CORPORATION,NA,USD,0,S,NA,A,9770
19115,PERS,71533410,PERS,PERSONAL DIAGNOSTICS INC,NA,USD,0,S,NA,U,9771
19116,PERT,84090110,SBAN,SOUTHBANC SHARES INCORPORATED,NA,USD,0,S,NA,F,9772
19117,PERY,71426410,PDRDY,PERNOD RICARD,EF,USD,0,A,NA,U,9773
19118,PERZ,80007A10,PER,SANDRIDGE PERMIAN TRUST,NA,USD,,S,NA,A,75611
19119,PESC,73278810,PESC,POOL ENERGY SVCS CO,NA,USD,0,S,NA,F,9774
19120,PESI,71415720,PESI,PERMA-FIX ENVIRONMENTAL SVCS,NA,USD,0,S,NA,H,14337
19121,PET,71582410,PERS,PET INDS,NA,USD,0,S,NA,X,9775
19122,PET1,29786T10,ETX,ETRION CORP,NA,USD,0,S,NC,J,15478
19123,PETC,71601620,PETC,PETCO ANIMAL SUPPLIES INC,NA,USD,0,S,NA,F,9776
19124,PETD,69327R10,PDCE,PDC ENERGY INC,NA,USD,,S,NA,S,9777
19125,PETE,74154Q10,PETE,PRIMARY BANK,NA,USD,,S,NA,F,9778
19126,PETK,73086420,PTEK,POKERTEK INC,NA,USD,0,S,NA,H,25219
19127,PETM,71676810,PETM,PETSMART INC,NA,USD,0,S,NA,S,9779
19128,PETQ,71639T10,PETQ,PETIQ INC,NA,USD,0,S,NA,S,77476
19129,PETR,71645N10,PEX,"PETROCORP, INC.",NA,USD,0,S,NA,B,9780
19130,PETS,71638210,PETS,PETMED EXPRESS INC,NA,USD,0,S,NA,S,14880
19131,PETT,12PETT34,PETT.C,PET (PER,NA,USD,,O,NA,U,73115
19132,PETX,03874P10,PETX,ARATANA THERAPEUTICS INC,NA,USD,0,S,NA,F,76075
19133,PEXN,69364V10,PEXNY,PTTEP,FT,USD,,A,NA,U,75624
19134,PEXP,70976410,PEXP,PEOPLE EXPRESS,NA,USD,0,S,NA,X,9781
19135,PEXU,03753Q20,PEX.U,APEX BIOVENTURES,NA,USD,,S,NA,B,71284
19136,PEY,46137V56,PEY,INVESCO HIGH YIELD EQUITY DIVIDE,NA,USD,0,U,NA,B,37788
19137,PEZ,46137V80,PEZ,INVESCO DWA CON,NA,USD,,U,NA,E,74620
19138,PF,29410N10,EDVC,ENVISION DEVELOPEMENT CORP,NA,USD,0,S,NA,U,9782
19139,PFA,46138E21,IDHQ,INVESCO S&P ITL,NA,USD,,U,NA,B,71285
19140,PFAC,74265P20,PFACP,PRO-FAC,NA,USD,,S,NA,F,71286
19141,PFBC,72367010,PFBC,PIONEER FED BANC,NA,USD,0,S,NA,F,9783
19142,PFBI,74050M10,PFBI,PREMIER FINANCIAL BANCORP INC,NA,USD,0,S,NA,F,9784
19143,PFBK,72388L10,PFBK,PIONEER SVGS BK,NA,USD,0,S,NA,X,9785
19144,PFBS,73236Y10,PBK,PONCEBANK,NA,USD,0,S,NA,A,9786
19145,PFBX,71103B10,PFBX,PEOPLES FINANCIAL CORP,NA,USD,0,S,NA,H,42196
19146,PFC,74631610,PFC,PURITAN FASH,NA,USD,0,S,NA,X,9787
19147,PFC1,70358810,PFCO,PAULA FINANCIAL,NA,USD,0,S,NA,U,9788
19148,PFCB,69333Y10,PFCB,PF CHANG'S CHINA BISTRO INC,NA,USD,0,S,NA,S,9789
19149,PFCE,69428810,PFCEQ,PACIFIC FUEL CEL,NA,USD,,S,NA,U,55200
19150,PFCF,69406T40,PCB,PACIFIC CITY FINANCIAL CORP,NA,USD,0,S,NA,G,74823
19151,PFCO,74037010,PFCO,PREFERRED FINL CORP,NA,USD,0,S,NA,F,9790
19152,PFDE,05342220,AVLC,AVALON CAPITAL HOLDINGS CORP,NA,USD,0,S,NA,U,66007
19153,PFDR,74039310,PFDR,PRFD RISK LIFE,NA,USD,0,S,NA,X,9791
19154,PFE,71708110,PFE,PFIZER INC,NA,USD,0,S,NA,A,9792
19155,PFE1,70016410,PFED,PARK BANCORP INC,NA,USD,0,S,NA,H,9793
19156,PFED,70816710,PFSB,PENNFED FINANCIAL SERVICES INC,NA,USD,0,S,NA,F,9794
19157,PFF,46428868,PFF,ISHARES:US PREF,NA,USD,,U,NA,E,75699
19158,PFFB,69331W10,PFFBQ,PFF BANCORP INC,NA,USD,0,S,NA,U,9795
19159,PFFC,71103A10,PFFC,PEOPLES FINANCIAL CP/OHIO,NA,USD,0,S,NA,H,9796
19160,PFFS,69428010,PFFS,PACIFIC FIRST FINANCIAL,NA,USD,0,S,NA,F,9797
19161,PFG,72510610,PFFS,PITTSGURGH FORG,NA,USD,0,S,NA,X,9798
19162,PFG1,70809410,PFG,PENNCORP FINL GROUP INC,NA,USD,0,S,NA,A,9799
19163,PFG2,6949152X,PFRMF,PACIFIC RIM MNG,NC,USD,,D,NA,U,75768
19164,PFGA,74251V10,PFG,PRINCIPAL FINANCIAL GROUP INC,NA,USD,0,S,NA,S,14362
19165,PFGC,71375510,PFGC,PERFORMANCE FOOD GROUP,NA,USD,0,S,NA,F,9800
19166,PFGI,69335W20,PFGIP,PFGI CAP,NA,USD,,S,NA,U,72114
19167,PFI,70580810,PFI,PELICAN FINANCIA,NA,USD,,S,NA,B,73116
19168,PFII,34460J10,FNON,MABWE MINERALS,NA,USD,,S,NA,U,68785
19169,PFIL,74638110,PFIL,PUROLATOR PRODS,NA,USD,0,S,NA,F,9801
19170,PFIN,69283050,PFIN,P&F INDUSTRIES,NA,USD,0,S,NA,F,9802
19171,PFIS,71104010,PFIS,PEOPLES FINL SER,NA,USD,,S,NA,S,66064
19172,PFIT,71368010,PFIT,PERFECT FIT INC,NA,USD,0,S,NA,X,9803
19173,PFKY,71105010,PFKY,PEOPLES FIRST CORP,NA,USD,0,S,NA,F,9804
19174,PFLC,69427510,PFLC,PACIFIC FINANCIA,NA,USD,,S,NA,U,71287
19175,PFLD,74390C10,PFLD,PROFESSIONALS D,NA,USD,,S,NA,U,73117
19176,PFLT,70806A10,PFLT,PENNANTPARK FLOATING RATE CAPITA,NA,USD,0,S,NA,S,75530
19177,PFMH,71375V20,PFMH,PERFORMANCE HEAL,NA,USD,,S,NA,U,73895
19178,PFMT,71377E10,PFMT,PERFORMANT FINANCIAL CORP,NA,USD,0,S,NA,F,75852
19179,PFNC,74326610,PFNC,PROGRESS FINL CP,NA,USD,0,S,NA,F,9805
19180,PFNS,72201J10,PFN,PIMCO INCOME STR,NA,USD,,U,NA,A,62742
19181,PFNT,69350F10,PNLG,PNI TECH INC,NA,USD,,S,NA,U,9806
19182,PFNX,71707110,PFNX,PFENEX INC,NA,USD,0,S,NA,B,76534
19183,PFOH,71427310,PFOH,PERPETUAL,NA,USD,,S,NA,U,67078
19184,PFP,74155910,GJZZ,PRIME FINL PARTNERS L P,NA,USD,0,S,NA,U,9807
19185,PFP1,74050U10,PFP,PREMIER FARNELL,EX,USD,0,A,NA,A,9808
19186,PFPF,74147410,PFPF,PRICE PFISTER,NA,USD,,S,NA,F,73118
19187,PFPT,74342410,PFPT,PROOFPOINT INC,NA,USD,0,S,NA,F,75781
19188,PFR,71406310,PFR,PERKIN FAMILY RESTAURANT LPP,NA,USD,0,S,NA,A,9809
19189,PFS,74386T10,PFS,PROVIDENT FINANICAL SERVICES,NA,USD,0,S,NA,A,14690
19190,PFS1,73023410,PFSL,POCAHONTAS BANCORP INC,NA,USD,0,S,NA,F,9810
19191,PFSB,72014210,PFSB,PIEDMONT FSB VA,NA,USD,,S,NA,U,9811
19192,PFSC,73739810,PFSC,POSITRON FIBER SYSTEMS CORP,NA,USD,0,S,NA,F,9812
19193,PFSI,72367210,PFS,PIONEER FINL SVC,NA,USD,0,S,NA,A,9813
19194,PFSL,74432410,PFSL,PRUDENTIAL FINL,NA,USD,,S,NA,F,9814
19195,PFSP,69335R10,PBNC,PFS BANCORP INC,NA,USD,,S,NA,F,73119
19196,PFSS,69332B10,PFSI,PFSB BANCORP INC.,NA,USD,0,S,NA,U,9815
19197,PFSW,71709820,PFSW,PFSWEB INC,NA,USD,0,S,NA,H,9816
19198,PFSY,69488110,PFSY,PACIFIC SYSTEMS,NA,USD,,S,NA,U,73120
19199,PFT,74609110,PFTI,PURADYN FILTER TECHNOLOGIES INC,NA,USD,0,S,NA,U,14516
19200,PFTR,00444P10,ACER,ACER THERAPEUTICS INC,NA,USD,,S,NA,F,50297
19201,PFUO,37048410,GPSI,GENERAL PAYMENT,NA,USD,,S,NA,U,71288
19202,PFVI,02260T30,ALYE,ALY ENERGY SERVICES INC,NA,USD,0,S,NA,U,52117
19203,PFWA,71581230,PFWA,PET FOOD WHSE,NA,USD,0,S,NA,F,9817
19204,PFWD,71721R40,PFWD,PHASE FORWARD INC,NA,USD,0,S,NA,F,15171
19205,PG,74271810,PG,PROCTER & GAMBLE CO,NA,USD,0,S,NA,A,9818
19206,PGA,20581E10,CITP,COMSYS IT PARTNERS INC,NA,USD,0,S,NA,F,9819
19207,PGAM,69429110,PGAM,PAC GAMBLE RBNSN,NA,USD,0,S,NA,X,9820
19208,PGB,73650885,PGB,PORTLAND GEN ELE,NA,USD,,S,NA,A,73121
19209,PGC,70469910,PGC,PEAPACK-GLADSTONE FINANCIAL CORP,NA,USD,0,S,NA,S,55054
19210,PGCA,74112L20,PGEC,PRESTIGE CAPITAL,NA,USD,,S,NA,U,37076
19211,PGD,41013G10,PGD,JOHN HANCOCK PAT,NA,USD,,S,NA,A,73122
19212,PGDA,72077310,PGDA,PIERCING PAGODA INC,NA,USD,0,S,NA,F,9821
19213,PGEI,71649C10,PGEI,PETROGLYPH INC,NA,USD,,S,NA,F,9823
19214,PGEM,72941W10,PGEM,PLY GEM HOLDINGS INC,NA,USD,0,S,NA,A,76042
19215,PGEN,74318810,PGEN,PROGENITOR INC,NA,USD,0,S,NA,U,9824
19216,PGEO,69900J10,PGEO,PARADIGM GEOPHYSICAL LTD,NA,USD,0,S,NA,F,9825
19217,PGEX,69432710,PGEXQ,PACIFIC GATEWAY EXCHANGE INC.,NA,USD,0,S,NA,U,9826
19218,PGF2,70706P1X,PGHEF,PENGROWTH ENERGY CORP,NC,CAD,0,D,NA,A,68206
19219,PGH,73174520,POLGA,POLYMER GROUP INC,NA,USD,0,S,NA,G,9827
19220,PGHI,45331T20,INCT,INCAPTA,NA,USD,,S,NA,G,67079
19221,PGI,72941610,PGI,PLY-GEM,NA,USD,0,S,NA,A,9828
19222,PGJ,46137V57,PGJ,INVESCO GLDN DRG,NA,USD,,U,NA,B,71289
19223,PGL,71103010,PGL,PEOPLES ENERGY CORPORATION,NA,USD,0,S,NA,A,9829
19224,PGLA,Q7759R10,TDLAF,TBG DIAGNOSTICS LTD,AA,USD,0,D,NA,U,60343
19225,PGLC,71530220,PGLC,PERSHING GOLD CORP,NA,USD,,S,NA,U,76273
19226,PGLD,71906810,PGLD,PGI INC,NA,USD,0,S,NA,U,9830
19227,PGLO,50047230,PHG,KONINKLIJKE PHILIPS NV,EN,USD,0,A,NA,A,9831
19228,PGMS,86074Q10,SWC,STILLWATER MINING CO,NA,USD,,S,NA,A,9832
19229,PGN,73650610,PGN,PORTLAND GEN CP,NA,USD,,S,NA,A,9833
19230,PGND,74113L10,PGND,PRESS GANEY HOLDINGS INC,NA,USD,0,S,NA,A,76951
19231,PGNN,69912S10,PGNN,PARAGON BANK US,NA,USD,,S,NA,U,71290
19232,PGNS,70321E10,PGNS,PATHOGENESIS CORPORATION,NA,USD,0,S,NA,F,9834
19233,PGNX,74318710,PGNX,PROGENICS PHARMACEUTICALS INC,NA,USD,0,S,NA,S,9835
19234,PGO,70705830,PGO,PENGO INDS,NA,USD,,S,NA,E,9836
19235,PGOG,71367D10,PGOG,PERF GO-GREEN HO,NA,USD,,S,NA,U,74005
19236,PGOL,70337F10,PGOL,PATRIOT GOLD COR,NA,USD,,S,NA,U,74305
19237,PGP,69439610,PAG,PACIFIC GULF PROPERTIES INC,NA,USD,0,S,NA,A,9837
19238,PGPE,F7607Z16,PGPEF,PUBLICIS GROUPE SA,EF,EUR,,D,NA,U,73123
19239,PGR,123PGR45,PGR.CP,"PROPYLENE, REFINERY GRADE (PER L",NA,USD,0,O,NA,U,44059
19240,PGRA,45816610,IFCRE,INTEGRATED FREIGHT CORP,NA,USD,,S,NA,G,71291
19241,PGRD,74338M30,PGRD,PROGUARD ACQUISI,NA,USD,,S,NA,U,71292
19242,PGRE,69924R10,PGRE,PARAMOUNT GROUP INC,NA,USD,0,S,NA,A,76825
19243,PGRI,72765910,PGRI,PLATINUM ENERGY,NA,USD,,S,NA,U,64294
19244,PGRT,74158J10,PGE,PRIME GROUP REALTY TRUST,NA,USD,0,S,NA,A,19278
19245,PGRX,74348X20,PGRX,PROSPECT GLOBAL RESOURCES INC,NA,USD,0,S,NA,S,75816
19246,PGSA,71659910,PGSVY,PETROLEUM GEO-SERVICES,SN,USD,0,A,NA,U,9838
19247,PGT,69432510,PGT,PAC GAS TRANS,NA,USD,0,S,NA,X,9839
19248,PGTC,63008610,NNGB,NANO GLOBAL,NA,USD,,S,NA,U,71293
19249,PGTI,69336V10,PGTI,PGT INNOVATIONS INC,NA,USD,0,S,NA,F,37910
19250,PGTV,70557X10,PEGX,PEGASUS COMPANIES INC,NA,USD,0,S,NA,A,9840
19251,PGTZ,73942210,PGTZ,"PRAEGITZER INDUSTRIES, INC",NA,USD,0,S,NA,F,9841
19252,PGU1,70556K10,PSGQ,PEGASUS GOLD INCORPORATED,NC,USD,0,S,NA,F,76632
19253,PGUZ,70557B10,PGUZ,PEGASUS,NA,USD,,S,NA,U,73837
19254,PGXP,7056461X,PGXPF,PELANGIO EXPLORA,NC,USD,,D,NA,U,75759
19255,PGZ,69924P10,PZG,PARAMOUNT GOLD AND SILVER CORP,NA,USD,0,S,NA,B,68763
19256,PH,70109410,PH,PARKER-HANNIFIN CORP,NA,USD,0,S,NA,A,9844
19257,PH0R,69331810,PHHH,PH GROUP INC.,NA,USD,,S,NA,U,71294
19258,PH0S,53224G70,LSCG,LIGHTING SCIENCE,NA,USD,,S,NA,G,67080
19259,PHAB,71713050,PHAB,PHARMACIA AB,SS,USD,,S,NA,F,9845
19260,PHAM,71710110,PHAM,"PHAMIS, INC.",NA,USD,,S,NA,F,9846
19261,PHAR,71693210,PHFRQ,PHARMACEUTICAL FORMULATIONS INC,NA,USD,0,S,NA,U,9847
19262,PHAS,71722410,PHAS,PHASEBIO PHARMACEUTICALS INC,NA,USD,0,S,NA,F,77853
19263,PHBK,87235A10,BNK,TD BANKNORTH INC,NA,USD,0,S,NA,A,9848
19264,PHBR,71921A10,PHBR,PHONEBRASIL INTE,NA,USD,,S,NA,U,73627
19265,PHBT,74622340,PRHB,PURE H20 BIO-TEC,NA,USD,,S,NA,U,71295
19266,PHC1,74264T10,,PRIORITY HEALTHCARE CORP-B,NA,USD,0,S,NA,F,9849
19267,PHCC,74037210,PHCC,PREFERRED HEALTH,NA,USD,0,S,NA,F,9850
19268,PHCD,62920810,NMIG,NMI GROUP INC,NA,USD,,S,NA,U,71296
19269,PHCI,70467410,PHCI,PEAK HEALTH CARE,NA,USD,0,S,NA,X,9851
19270,PHCM,39036P20,GEC,GREAT ELM CAPITAL GROUP INC,NA,USD,0,S,NA,S,9852
19271,PHCO,75970E10,RNST,RENASANT CORP,NA,USD,0,S,NA,S,9853
19272,PHCZ,69439P30,PFHO,PACIFIC HEALTH C,NA,USD,,S,NA,U,71297
19273,PHDF,72369J10,PHD,PIONEER FLOATING,NA,USD,,S,NA,A,71298
19274,PHEL,69336T20,PHIIK,PHI INC,NA,USD,0,S,NA,F,9854
19275,PHEL/1,69336T10,,PHI INC,NA,USD,,S,NA,F,75351
19276,PHFC,72509810,PHFC,PITTSBURGH FINANCIAL CORP,NA,USD,0,S,NA,F,9855
19277,PHGF,N6817P10,PHGFF,KONINKLIJKE PHILIPS NV,EN,EUR,0,D,NA,U,74012
19278,PHGG,81222420,SRCH,SEARCHLIGHT MINE,NA,USD,,S,NA,U,71299
19279,PHGN,45248E50,IRMC,IMCOR PHARMA,NA,USD,,S,NA,U,66448
19280,PHGU,N6960314,PHGUF,PHARMING GROUP NV,EN,EUR,,D,NA,U,67820
19281,PHGW,15103A10,CELX,CELEXPRESS INC,NA,USD,,S,NA,U,67081
19282,PHH,69332010,PHH,PHH CORP,NA,USD,0,S,NA,A,9856
19283,PHHC,69332020,PHH,PHH CORP,NA,USD,,S,NA,A,18082
19284,PHHH,72369H10,PHT,PIONEER HIT,NA,USD,,U,NA,A,71300
19285,PHHM,69663910,PHHM,PALM HARBOR HOMES INC,NA,USD,0,S,NA,F,9857
19286,PHI,69344D40,PHI,PLDT INC,FP,USD,0,A,NA,A,9858
19287,PHIG,71742R10,PHIG,PHI MINING GROUP,NA,USD,,S,NA,U,74650
19288,PHII,72702Q10,PHWDQ,PLANET HOLLYWOOD INTL,NA,USD,0,S,NA,U,9859
19289,PHIL,71877220,PHLOY,PHILODRILL CORPORATION,FP,USD,0,A,NA,U,9860
19290,PHIM,123PHIM4,PHIM.C,"POLYSTYRENE, HIGH IMPACT (PER LB",NA,USD,0,O,NA,U,44060
19291,PHIP,74394210,PHIP,PROVIDENTIAL COR,NA,USD,0,S,NA,F,9861
19292,PHIV,74159M20,PHIV,PRIME HLDGS & IN,NA,USD,,S,NA,U,71301
19293,PHKI,72201410,PHK,PIMCO HIF,NA,USD,,U,NA,A,66128
19294,PHL,71832010,PHL,PHILIPS IND INC,NA,USD,0,S,NA,X,9862
19295,PHLC,71879Q40,PHCP,PHLO CORP,NA,USD,,S,NA,H,71302
19296,PHLY,71752810,PHLY,PHILADELPHIA CONSOLIDATED HOLDIN,NA,USD,0,S,NA,F,9863
19297,PHM,74586710,PHM,PULTEGROUP INC,NA,USD,,S,NA,A,9864
19298,PHMC,72818710,PHMC,PLAZA HOME MTG C,NA,USD,0,S,NA,F,9865
19299,PHMX,45767E10,ICSL,INNOVATIVE CLINICAL SOLUTION,NA,USD,0,S,NA,U,9866
19300,PHN,71921H40,PHTE,PHONETEL TECHNOLOGIES INC,NA,USD,0,S,NA,U,9867
19301,PHNV,71942510,PHNVY,PHYNOVA GRP,EX,BPN,,A,NA,U,73698
19302,PHNX,71909510,PHNX,PHOENIX MED TECH,NA,USD,0,S,NA,H,9868
19303,PHNY,42680A10,PHNY,PATRICK HENRY NA,NA,USD,,S,NA,U,73124
19304,PHO,46137V14,PHO,INVESCO WATER RE,NA,USD,,U,NA,E,73125
19305,PHO1,27876L20,ECTE,ECHO THERAPEUTICS INC,NA,USD,0,S,NA,U,9869
19306,PHOC,83577M20,SOUM,SOOUM,NA,USD,,S,NA,F,55055
19307,PHON,71920710,PHMT,PHONE MATE INC,NA,USD,,S,NA,F,9870
19308,PHOS,71922F10,PHOS,PHOSPHATE HOLDIN,NA,USD,,S,NA,U,75379
19309,PHP,71660020,PHP,PETE HEAT & PWR,NA,USD,0,S,NA,B,9871
19310,PHPG,45779C10,INRD,INRAD OPTICS INC,NA,USD,,S,NA,G,67083
19311,PHPH,69334410,PPH,PHP HEALTHCARE CORPORATION,NA,USD,0,S,NA,A,9872
19312,PHPP,PHPPPHPP,PHPP.C,PHP - PHILLIPINE,NA,PHP,,C,NA,0,67768
19313,PHR,71833310,PHIR,PHILIPS INTERNATIONAL REALTY,NA,USD,0,S,NA,U,19279
19314,PHRG,71715A1X,PHRGF,PHARMAGAP INC,NC,CAD,,D,NA,U,74204
