,,,Announced Date,Pricing date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Bookrunner,Market cap,ADV,listing_price,announce_price,discount,firstday_return,Broker_broad,Broker_core,abs_return,rel_return,holding,size,abs_pnl,rel_pnl
CYBR US,2015-02-27,2015-03-12,2015-02-27,2015-03-12,2015-03-12,CYBR US,CyberArk Software Ltd,234.6,4.0,51.0,"ADDL,Secondary Share Offering,VC Backed,Emerging Growth Company",1559.49,1.941176414,1.411764741,"['Deutsche Bank', 'Goldman Sachs', 'Bank of America Merrill Lynch', 'Barclays']",1559.49,90.56821127855554,51.9917,59.27,-0.13953096001349763,0.01944509803921579,True,True,0.01944509803921579,0.010961646212787723,1,4692.0,91.23640000000049,51.4320440304
BLMN US,2015-02-26,2015-02-27,2015-02-26,2015-02-27,2015-02-27,BLMN US,Bloomin' Brands Inc,465.934,18.3078,25.45,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Block",3146.33,0.9430224895,2.789780855,['JP Morgan'],3146.33,40.3123321896087,25.9203,25.36,0.0035488958990537167,0.018479371316306503,True,True,0.018479371316306503,0.020391219657538873,1,5000.0,92.39685658153252,101.95609828769436
NBL US,2015-02-25,2015-02-26,2015-02-25,2015-02-26,2015-02-26,NBL US,Noble Energy Inc,1147.12,21.0,47.5,"ADDL,Primary Share Offering",18520.6,0.7368420959,-0.5684210658,"['Goldman Sachs', 'Citi', 'Bank of America Merrill Lynch', 'Societe Generale', 'JP Morgan']",18520.6,157.5822263201465,47.6712,49.81,-0.046376229672756564,0.0036042105263158764,True,True,0.0036042105263158764,0.0043989030982860555,1,5000.0,18.02105263157938,21.994515491430278
ZAYO US,2015-02-24,2015-03-12,2015-02-24,2015-03-11,2015-03-12,ZAYO US,Zayo Group Holdings Inc,597.597,19.0,27.35,"ADDL,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit",6646.29,0.073124744,0.1828139573,"['SunTrust Robinson Humphrey', 'Citi', 'RBC Capital Markets', 'JP Morgan', 'Morgan Stanley', 'Barclays', 'Goldman Sachs']",6646.29,8.582739230111113,27.3436,29.75,-0.08067226890756296,-0.00023400365630721343,True,True,-0.00023400365630721343,-0.008717455482735281,1,1716.5478460222225,-0.40167847219547165,-14.96392943168386
AMAG US,2015-02-24,2015-02-26,2015-02-24,2015-02-25,2015-02-26,AMAG US,AMAG Pharmaceuticals Inc,201.252,3.9773,44.0,"ADDL,Primary Share Offering",1327.63,3.454545498,12.409091,"['JP Morgan', 'Deutsche Bank']",1327.63,26.947354004999998,47.5249,44.18,-0.004074241738343143,0.08011136363636373,True,True,0.08011136363636373,0.08090605620833391,1,4025.0400000000004,322.4514430909095,325.65011248079236
MIC US,2015-02-24,2015-02-26,2015-02-24,2015-02-25,2015-02-26,MIC US,Macquarie Infrastructure Corp,488.752,5.3125,80.0,"ADDL,Primary Share Offering",6123.54,-0.0625,-1.274999976,"['SunTrust Robinson Humphrey', 'RBC Capital Markets', 'JP Morgan', 'Macquarie', 'Barclays']",6123.54,19.976367335569993,79.679,79.81,0.0023806540533768406,-0.004012499999999974,True,True,-0.004012499999999974,-0.0032178074280297952,1,3995.2734671139983,-16.031034786794816,-12.856020639489778
CTLT US,2015-02-20,2015-03-03,2015-02-20,2015-03-03,2015-03-03,CTLT US,Catalent Inc,804.023,23.7,29.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit",3656.85,0.03389830515,0.9152542353,"['Deutsche Bank', 'Jefferies', 'Goldman Sachs', 'Bank of America Merrill Lynch', 'JP Morgan', 'Morgan Stanley']",3656.85,10.62085292228889,29.7399,28.15,0.047957371225577416,0.008132203389830561,True,True,0.002366101694915468,0.012036355612465188,2,2124.170584457778,5.026003620175129,25.567272536071837
AGN US,2015-02-19,2015-02-25,2015-02-19,2015-02-25,2015-02-25,AGN US,Allergan PLC,4179.97,13.1944,288.0,"ADDL,Primary Share Offering",80884.6,0.78125,0.618055582,"['Citi', 'Barclays', 'Wells Fargo', 'Morgan Stanley', 'Mizuho Financial', 'JP Morgan']",80884.6,696.6488119322006,291.9548,289.44,-0.00497512437810943,0.013731944444444366,True,True,0.013731944444444366,0.014574995893291254,1,5000.0,68.65972222222183,72.87497946645627
NBIX US,2015-02-17,2015-02-19,2015-02-17,2015-02-19,2015-02-19,NBIX US,Neurocrine Biosciences Inc,287.482,6.944,36.0,"ADDL,Primary Share Offering",3002.76,4.305555344,9.444444656,"['JP Morgan', 'Deutsche Bank']",3002.76,44.790858333333325,36.6806,37.34,-0.03588644884841996,0.01890555555555551,True,True,0.01890555555555551,0.01963616877435781,1,5000.0,94.52777777777754,98.18084387178905
QTWO US,2015-02-13,2015-02-27,2015-02-13,2015-02-26,2015-02-27,QTWO US,Q2 Holdings Inc,116.343,5.1224,19.75,"ADDL,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit,Emerging Growth Company",714.871,5.822784901,0.3037974536,"['Morgan Stanley', 'JP Morgan', 'Stifel']",714.871,1.7149184819222223,20.454,20.73,-0.047274481427882264,0.035645569620253115,True,True,0.035645569620253115,0.037557417961485484,1,342.9836963844445,12.225849228083472,12.881582039085819
BOOT US,2015-02-13,2015-02-26,2015-02-13,2015-02-25,2015-02-26,BOOT US,Boot Barn Holdings Inc,146.534,5.4222,23.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",604.166,3.191489458,-1.489361644,"['JP Morgan', 'Jefferies', 'Piper Jaffray & Co']",604.166,4.628384213044445,23.6965,23.04,0.0199652777777779,0.008361702127659632,True,True,0.008361702127659632,0.00915639469962981,1,925.676842608889,7.7402340243679975,8.47586253523409
HDB US,2015-02-04,2015-02-05,2015-02-04,2015-02-05,2015-02-05,HDB US,HDFC Bank Ltd,1270.72,22.0,57.76,"ADDL,Primary Share Offering",0.0,-0.1385012567,-1.471603751,"['Bank of America Merrill Lynch', 'Credit Suisse', 'JP Morgan', 'Morgan Stanley', 'UBS', 'Nomura', 'Goldman Sachs', 'Barclays']",46569.55,55.88986390141271,58.0828,57.76,0.0,0.005588642659279719,True,True,0.005588642659279719,-0.003979337636286662,1,5000.0,27.943213296398596,-19.89668818143331
RARE US,2015-02-03,2015-02-05,2015-02-03,2015-02-04,2015-02-05,RARE US,Ultragenyx Pharmaceutical Inc,186.3,3.0,54.0,"ADDL,Primary Share Offering,Emerging Growth Company",1881.71,0.814814806,1.833333373,"['Morgan Stanley', 'Cowen & Co', 'Jefferies']",1881.71,16.312103699999998,54.2729,57.58,-0.06217436609934002,0.005053703703703727,True,True,0.005053703703703727,-0.004514276591862654,1,3262.4207399999996,16.48730777677785,-14.727469579389235
ZIOP US,2015-02-02,2015-02-04,2015-02-02,2015-02-03,2015-02-04,ZIOP US,ZIOPHARM Oncology Inc,100.625,10.0,8.75,"ADDL,Primary Share Offering",984.935,2.285714388,-1.942857146,['JP Morgan'],984.935,22.91218265248888,9.02,8.945,-0.021799888205701556,0.030857142857142916,True,True,0.030857142857142916,0.03264607527633978,1,2012.5000000000002,62.10000000000013,65.70022649363382
MTSI US,2015-02-02,2015-02-06,2015-02-02,2015-02-05,2015-02-06,MTSI US,MACOM Technology Solutions Hol,269.1,7.8,30.0,"ADDL,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",1568.65,4.800000191,8.133333206,"['Goldman Sachs', 'Bank of America Merrill Lynch', 'Morgan Stanley']",1568.65,6.46605628851111,32.1291,32.3,-0.07120743034055721,0.07096999999999998,True,True,0.07096999999999998,0.06935929440389299,1,1293.2112577022222,91.77920295912668,89.69622034939715
SABR US,2015-01-26,2015-02-05,2015-01-26,2015-02-04,2015-02-05,SABR US,Sabre Corp,567.927,23.8,20.75,"ADDL,Secondary Share Offering,PE Backed,PE Exit",5558.22,1.253012061,6.60240984,"['Deutsche Bank', 'Morgan Stanley', 'Bank of America Merrill Lynch', 'Goldman Sachs']",5558.22,9.884997273569043,21.5481,19.93,0.04114400401404916,0.03846265060240972,True,True,0.03846265060240972,0.02889467030684334,1,1976.9994547138087,76.04063926781177,57.124747440764565
POST US,2015-01-26,2015-01-29,2015-01-26,2015-01-28,2015-01-29,POST US,Post Holdings Inc,355.062,6.5,47.5,"ADDL,Primary Share Offering",2486.2,0.8842105269,1.557894707,"['Credit Suisse', 'Barclays', 'Bank of America Merrill Lynch', 'Goldman Sachs', 'Nomura']",2486.2,25.142899830299996,47.8998,48.83,-0.027237354085603127,0.008416842105263056,True,True,0.008416842105263056,0.005134893825072151,1,5000.0,42.08421052631528,25.674469125360755
SERV US,2015-01-22,2015-02-05,2015-01-22,2015-02-04,2015-02-05,SERV US,ServiceMaster Global Holdings,848.125,25.0,29.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit",3960.52,0.2711864412,0.03389830515,"['Credit Suisse', 'JP Morgan', 'Goldman Sachs', 'Morgan Stanley', 'Natixis', 'Bank of America Merrill Lynch', 'Jefferies', 'RBC Capital Markets']",3960.52,10.518358866521265,29.4049,27.61,0.06845345889170584,-0.0032237288135592568,True,True,-0.0032237288135592568,-0.012791709109125637,1,2103.671773304253,-6.781667309872216,-26.909557385186496
MBBYF US,2015-01-21,2015-03-17,2015-01-21,2015-03-16,2015-03-17,MBBYF US,Mobileye NV,822.312,17.127,41.75,"ADDL,Secondary Share Offering,Emerging Growth Company",9045.1,0.718562901,4.023952007,"['Goldman Sachs', 'Morgan Stanley', 'Deutsche Bank', 'Barclays', 'Citi']",9045.1,63.6636871936,42.83,39.22,0.06450790413054563,0.02586826347305382,True,True,0.02586826347305382,0.028154321744183086,1,5000.0,129.3413173652691,140.77160872091542
BMRN US,2015-01-21,2015-01-22,2015-01-21,2015-01-22,2015-01-22,BMRN US,BioMarin Pharmaceutical Inc,911.519,8.5,93.25,"ADDL,Primary Share Offering",14540.8,2.981233358,4.761394024,"['Bank of America Merrill Lynch', 'JP Morgan', 'Morgan Stanley']",14540.8,113.97408390076671,94.1941,96.14,-0.030060328687330995,0.010124396782841938,True,True,0.010124396782841938,0.0032188946856299694,1,5000.0,50.62198391420969,16.094473428149847
KERX US,2015-01-20,2015-01-21,2015-01-20,2015-01-21,2015-01-21,KERX US,Keryx Biopharmaceuticals Inc,126.5,9.1667,12.0,"ADDL,Primary Share Offering",1230.18,4.583333492,11.16666698,['JP Morgan'],1230.18,19.7224249736,13.0742,13.81,-0.13106444605358436,0.08951666666666669,True,True,0.08340833333333353,0.073875177784535,2,2530.0000000000005,211.02308333333386,186.9041997948736
XON US,2015-01-20,2015-01-21,2015-01-20,2015-01-21,2015-01-21,XON US,Intrexon Corp,116.438,3.75,27.0,"ADDL,Primary Share Offering",2816.31,1.851851821,6.074074268,"['JP Morgan', 'Bank of America Merrill Lynch']",2816.31,24.16847764558586,29.4343,32.39,-0.16640938561284346,0.09015925925925927,True,True,0.0333820301470904,0.023939012075403943,2,2328.76,77.73873652533825,55.74821376071769
RDUS US,2015-01-20,2015-01-23,2015-01-20,2015-01-22,2015-01-23,RDUS US,Radius Health Inc,169.05,4.0,36.75,"ADDL,Primary Share Offering",1377.25,3.047619104,5.170068264,"['Goldman Sachs', 'Bank of America Merrill Lynch']",1377.25,15.574667408333331,38.4428,39.37,-0.06654813309626617,0.0460625850340135,True,True,0.0460625850340135,0.04814233217721808,1,3114.9334816666665,143.48188837456658,149.96016238433512
ABCO US,2015-01-20,2015-01-22,2015-01-20,2015-01-21,2015-01-22,ABCO US,Advisory Board Co/The,232.415,4.7,43.0,"ADDL,Primary Share Offering,Secondary Share Offering",1797.23,2.325581312,5.418604851,"['Barclays', 'Morgan Stanley', 'Bank of America Merrill Lynch', 'JP Morgan']",1797.23,19.5572601876,44.3979,47.7,-0.0985324947589099,0.03250930232558136,True,True,0.03250930232558136,0.02560380022836939,1,3911.4520375200004,127.15857681974889,100.1480365715105
ALNY US,2015-01-20,2015-01-21,2015-01-20,2015-01-20,2015-01-21,ALNY US,Alnylam Pharmaceuticals Inc,517.494,4.7368,95.0,"ADDL,Primary Share Offering",7913.26,-2.631578922,-8.042105675,"['JP Morgan', 'Deutsche Bank']",7913.26,58.47870509045556,90.8557,96.25,-0.012987012987012991,-0.04362421052631582,True,True,-0.04362421052631582,-0.04565916775948797,1,5000.0,-218.12105263157912,-228.29583879743987
PBYI US,2015-01-20,2015-01-22,2015-01-20,2015-01-21,2015-01-22,PBYI US,Puma Biotechnology Inc,218.5,1.0,190.0,"ADDL,Primary Share Offering",5912.42,-0.9789473414,2.378947258,"['JP Morgan', 'Bank of America Merrill Lynch', 'Citi']",5912.42,53.09642510757777,188.8551,216.97,-0.1243028990182975,-0.006025789473684262,True,True,-0.006025789473684262,-0.01293129157089623,1,4370.0,-26.332700000000226,-56.509744164816524
SWN US,2015-01-12,2015-01-15,2015-01-12,2015-01-14,2015-01-15,SWN US,Southwestern Energy Co,690.0,26.087,23.0,"ADDL,Primary Share Offering",8843.25,2.652173996,3.391304255,"['BMO Capital Markets', 'Wells Fargo', 'JP Morgan', 'Citi', 'Bank of America Merrill Lynch']",8843.25,234.1099597406889,23.8227,24.07,-0.04445367677606982,0.035769565217391275,True,True,0.035769565217391275,0.040475418268449914,1,5000.0,178.8478260869564,202.37709134224957
MIK US,2015-01-12,2015-01-22,2015-01-12,2015-01-22,2015-01-22,MIK US,Michaels Cos Inc/The,508.502,18.8,23.52,"ADDL,Secondary Share Offering,PE Backed,PE Exit",0.0,3.57142663,8.758501053,"['Macquarie', 'Guggenheim Capital', 'Wells Fargo', 'Morgan Stanley', 'Credit Suisse', 'Bank of America Merrill Lynch', 'Deutsche Bank', 'Barclays', 'JP Morgan', 'Goldman Sachs']",4776.2305,11.35678230565,23.2166,23.38,0.0059880239520957446,-0.01289965986394559,True,True,0.056887755102040805,0.05153259547185818,2,2271.3564611300003,129.21237011020153,117.04889368380367
BURL US,2015-01-12,2015-01-13,2015-01-12,2015-01-13,2015-01-13,BURL US,Burlington Stores Inc,611.25,12.5,48.9,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Block",0.0,-1.104297519,0.04089667276,['JP Morgan'],3676.5244,38.81227412113332,48.7625,49.29,-0.00791235544735247,-0.0028118609406951878,True,True,-0.0028118609406951878,-0.0052158164413133035,1,5000.0,-14.059304703475938,-26.079082206566518
SBLK US,2015-01-08,2015-01-09,2015-01-08,2015-01-09,2015-01-09,SBLK US,Star Bulk Carriers Corp,245.002,49.0004,5.0,"ADDL,Primary Share Offering",0.0,2.0,0.0,"['Morgan Stanley', 'Jefferies']",714.5533,2.1099342250000004,5.1152,6.53,-0.23430321592649317,0.02303999999999995,True,True,0.02303999999999995,0.02838209245742096,1,421.98684500000013,9.722576908799981,11.976869650605371
