,,,Announced Date,Pricing date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Bookrunner,Market cap,ADV,listing_price,announce_price,discount,firstday_return,Broker_broad,Broker_core,abs_return,rel_return,holding,size,abs_pnl,rel_pnl
VNE US,2019-05-20,2019-05-23,2019-05-20,2019-05-22,2019-05-23,VNE US,Veoneer Inc,420.0,24.0,17.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,1.771428585,0.0,"['Nordea Bank Abp', 'SEB', 'Morgan Stanley']",1652.623,14.608660105466667,17.2971,18.92,-0.07505285412262164,-0.011594285714285668,True,True,-0.011594285714285668,0.0010737457817773244,1,2921.7320210933335,-33.87539583313343,3.1371974331327035
SWI US,2019-05-20,2019-05-23,2019-05-20,2019-05-22,2019-05-23,SWI US,SolarWinds Corp,270.0,15.0,18.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Emerging Growth Company",5579.17,-2.5,-1.555555582,"['RBC Capital Markets', 'Nomura', 'Macquarie', 'Jefferies', 'Evercore Partners Inc', 'Barclays', 'Citi', 'Bank of America Merrill Lynch', 'JP Morgan', 'Morgan Stanley', 'Goldman Sachs', 'Credit Suisse']",5579.17,6.3375443757444465,17.6393,19.16,-0.06054279749478075,-0.02003888888888894,True,True,-0.02003888888888894,-0.007370857392825947,1,1267.5088751488895,-25.3994695147892,-9.342627162863693
NEO US,2019-05-20,2019-05-22,2019-05-20,2019-05-21,2019-05-22,NEO US,NeoGenomics Inc,171.062,7.0,21.25,"ADDL,Primary Share Offering,Accelerated Bookbuild",2196.25,-2.164705992,2.588235378,"['Morgan Stanley', 'SVB Leerink LLC', 'William Blair & Co LLC']",2196.25,15.957091665777776,21.3437,23.19,-0.08365674859853389,0.004409411764705773,True,True,0.004409411764705773,0.006914261729813909,1,3191.4183331555555,14.072277544313794,22.066301644763954
INSM US,2019-05-20,2019-05-22,2019-05-20,2019-05-21,2019-05-22,INSM US,Insmed Inc,287.5,9.6154,26.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",2294.61,2.346153736,-0.6153846383,"['Morgan Stanley', 'Goldman Sachs', 'SVB Leerink LLC']",2294.61,22.13609257688889,26.3976,28.07,-0.07374421090131811,0.015292307692307716,True,True,0.015292307692307716,0.017797157657415852,1,4427.218515377777,67.70238775823873,78.79190590200885
MRCY US,2019-05-20,2019-05-23,2019-05-20,2019-05-22,2019-05-23,MRCY US,Mercury Systems Inc,476.1,6.0,69.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",3819.06,-1.884057999,-0.3333333433,"['Citi', 'Goldman Sachs', 'JP Morgan']",3819.06,30.856208283822212,68.2613,72.86,-0.052978314575898966,-0.010705797101449144,True,True,-0.010705797101449144,0.0019622343946137377,1,5000.0,-53.52898550724572,9.811171973068689
GH US,2019-05-20,2019-05-23,2019-05-20,2019-05-22,2019-05-23,GH US,Guardant Health Inc,367.425,4.5,71.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",6480.42,2.14788723,6.774647713,"['Bank of America Merrill Lynch', 'JP Morgan']",6480.42,93.01973642063334,74.0599,78.27,-0.09288360802350837,0.04309718309859156,True,True,0.04309718309859156,0.055765214594654555,1,5000.0,215.48591549295782,278.8260729732728
EOLS US,2019-05-15,2019-05-16,2019-05-15,2019-05-15,2019-05-16,EOLS US,Evolus Inc,80.0,4.0,20.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block,Emerging Growth Company",546.66,-0.75,-8.050000191,['Morgan Stanley'],546.66,12.220696660133333,19.2191,22.27,-0.10193084867534796,-0.039044999999999996,True,True,-0.039044999999999996,-0.046438975481611244,1,1600.0,-62.471999999999994,-74.30236077057799
ICPT US,2019-05-08,2019-05-10,2019-05-08,2019-05-09,2019-05-10,ICPT US,Intercept Pharmaceuticals Inc,230.46,2.4,83.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",2726.84,-0.03592814505,3.784431219,"['Goldman Sachs', 'Credit Suisse', 'Jefferies']",2726.84,92.47240410448887,85.7824,87.57,-0.046477104031060756,0.02733413173652699,True,True,0.02733413173652699,0.03210861611560634,1,4609.200000000001,125.98848000000022,147.99503340005276
TWST US,2019-05-06,2019-05-09,2019-05-06,2019-05-08,2019-05-09,TWST US,Twist Bioscience Corp,90.5625,3.75,21.0,"ADDL,Primary Share Offering,VC Backed,PE Backed,Accelerated Bookbuild,Emerging Growth Company",663.319,0.0,8.666666985,"['JP Morgan', 'Cowen & Co', 'Evercore Partners Inc']",663.319,3.8426331190999994,21.5624,24.35,-0.1375770020533882,0.02678095238095235,True,True,0.02678095238095235,0.03652596926553109,1,768.5266238199999,20.581874916017497,28.07117984139169
YETI US,2019-05-06,2019-05-09,2019-05-06,2019-05-08,2019-05-09,YETI US,YETI Holdings Inc,311.362,9.5,28.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Emerging Growth Company",2408.1,-3.192982435,-0.4210526347,"['Robert W Baird & Co', 'Piper Jaffray & Co', 'Citi', 'Goldman Sachs', 'Morgan Stanley', 'Jefferies', 'Bank of America Merrill Lynch']",2408.1,56.87713333439999,27.9759,30.15,-0.05472636815920395,-0.01838947368421051,True,True,-0.01838947368421051,-0.008644456799631772,1,5000.0,-91.94736842105256,-43.22228399815886
TSLA US,2019-05-02,2019-05-03,2019-05-02,2019-05-03,2019-05-03,TSLA US,Tesla Inc,862.504,3.0864,243.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",43067.1,2.888888836,5.078189373,"['Bank of America Merrill Lynch', 'Citi', 'Credit Suisse', 'Deutsche Bank', 'Morgan Stanley', 'Goldman Sachs']",43067.1,2688.4833409208445,252.3181,244.1,-0.004506349856616132,0.03834609053497928,True,True,0.03834609053497928,0.031133202788621084,1,5000.0,191.7304526748964,155.6660139431054
VCYT US,2019-05-01,2019-05-03,2019-05-01,2019-05-02,2019-05-03,VCYT US,Veracyte Inc,147.056,5.5,23.25,"ADDL,Primary Share Offering,Accelerated Bookbuild",1112.15,5.333333492,5.806451797,"['Morgan Stanley', 'SVB Leerink LLC', 'William Blair & Co LLC']",1112.15,13.9368961459,24.4733,25.17,-0.07628128724672234,0.05261505376344089,True,True,0.05261505376344089,0.04540216601708269,1,2787.37922918,146.65810800240413,126.55305451579834
ZLAB US,2019-05-01,2019-05-03,2019-05-01,2019-05-02,2019-05-03,ZLAB US,Zai Lab Ltd,230.0,7.8431,25.5,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",760.002,4.509803772,3.411764622,"['Citi', 'Jefferies', 'SVB Leerink LLC', 'JP Morgan']",760.002,4.049683210711111,26.4523,26.05,-0.021113243761996192,0.03734509803921582,True,True,0.03734509803921582,0.03013221029285762,1,809.9366421422221,30.247163306354544,24.405181224920405
WAB US,2019-04-30,2019-05-02,2019-04-30,2019-05-01,2019-05-02,WAB US,Wabtec Corp,1859.55,22.0,73.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",13584.1,0.7074829936,2.013605356,"['Citi', 'Bank of America Merrill Lynch', 'Morgan Stanley', 'Goldman Sachs']",13584.1,124.45255287345557,74.7444,74.07,-0.007695423248278543,0.016930612244898002,True,True,0.016930612244898002,0.01879561395546947,1,5000.0,84.65306122449002,93.97806977734734
MGTA US,2019-04-29,2019-05-02,2019-04-29,2019-05-01,2019-05-02,MGTA US,Magenta Therapeutics Inc,64.7594,4.25,13.25,"ADDL,Primary Share Offering,VC Backed,PE Backed,Accelerated Bookbuild,Emerging Growth Company",520.649,10.11320782,4.150943279,"['JP Morgan', 'Goldman Sachs', 'Cowen & Co']",520.649,3.360285866533335,14.1009,17.01,-0.22104644326866552,0.06421886792452836,True,True,0.06421886792452836,0.06608386963509982,1,672.057173306667,43.158750850312714,44.41213862813147
RGEN US,2019-04-29,2019-05-01,2019-04-29,2019-04-30,2019-05-01,RGEN US,Repligen Corp,201.254,2.7344,64.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",2999.55,-1.484375,2.84375,"['JP Morgan', 'Stephens Inc']",2999.55,17.4325416307,65.0921,68.89,-0.07098272608506317,0.017064062500000032,True,True,0.017064062500000032,0.01850418459598102,1,3486.5083261400005,59.493995984023464,64.51499366231937
NTRA US,2019-04-16,2019-04-18,2019-04-16,2019-04-17,2019-04-18,NTRA US,Natera Inc,115.001,5.2632,19.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",0.0,1.315789461,-2.421052694,"['Cowen & Co', 'Piper Jaffray & Co', 'JP Morgan']",1302.3268,13.13276401357778,18.6523,20.63,-0.07901114881240912,-0.018299999999999983,True,True,-0.018299999999999983,-0.019588881227374566,1,2300.02,-42.09036599999996,-45.054818600586046
WTR US,2019-04-15,2019-04-18,2019-04-15,2019-04-18,2019-04-18,WTR US,Aqua America Inc,1293.75,32.4957,34.62,"ADDL,Primary Share Offering",7468.71,6.701332092,8.434433937,"['Bank of America Merrill Lynch', 'Morgan Stanley', 'RBC Capital Markets', 'Wells Fargo', 'Goldman Sachs']",7468.71,26.605981305469992,36.7088,36.48,-0.050986842105263164,0.06033506643558639,True,True,0.06033506643558639,0.05904618520821181,1,5000.0,301.675332177932,295.23092604105904
AUTL US,2019-04-08,2019-04-11,2019-04-08,2019-04-10,2019-04-11,AUTL US,Autolus Therapeutics PLC,115.92,4.2,24.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",1074.61,11.08333302,6.875,"['Goldman Sachs', 'Jefferies']",1074.61,1.9346569286999997,25.7197,31.25,-0.23199999999999998,0.07165416666666657,True,True,0.07165416666666657,0.07234015733863064,1,386.93138574,27.725246002378213,27.990677323685983
HUYA US,2019-04-03,2019-04-10,2019-04-03,2019-04-09,2019-04-10,HUYA US,HUYA Inc,441.6,18.4,24.0,"ADDL,Primary Share Offering,Secondary Share Offering,Emerging Growth Company",1442.96,-0.3333333433,-3.291666746,"['Goldman Sachs', 'Credit Suisse', 'Jefferies', 'Citi']",1442.96,127.8373426538667,23.2275,27.04,-0.1124260355029586,-0.032187500000000036,True,True,-0.032187500000000036,-0.03424155030355602,1,5000.0,-160.93750000000017,-171.2077515177801
BILI US,2019-04-01,2019-04-03,2019-04-01,2019-04-03,2019-04-03,BILI US,Bilibili Inc,372.6,18.0,18.0,"ADDL,Primary Share Offering,Secondary Share Offering,Accelerated Bookbuild",4317.1,0.1666666716,-4.277777672,"['Bank of America Merrill Lynch', 'Citi', 'Credit Suisse', 'JP Morgan', 'Morgan Stanley']",4317.1,94.98824016111111,18.2739,18.8,-0.042553191489361764,0.015216666666666656,True,True,0.015216666666666656,0.01057958958260663,1,5000.0,76.08333333333329,52.89794791303315
TCDA US,2019-04-01,2019-04-04,2019-04-01,2019-04-03,2019-04-04,TCDA US,Tricida Inc,231.84,5.6,36.0,"ADDL,Primary Share Offering,VC Backed,PE Backed,Accelerated Bookbuild,Emerging Growth Company",1749.18,1.666666627,1.666666627,"['JP Morgan', 'Goldman Sachs', 'Cowen & Co']",1749.18,8.672700631666666,36.2909,35.33,0.018964053212567222,0.008080555555555646,True,True,0.008080555555555646,0.00815771503120466,1,1734.5401263333333,14.016047854177009,14.149884060817064
BPMC US,2019-03-27,2019-03-29,2019-03-27,2019-03-28,2019-03-29,BPMC US,Blueprint Medicines Corp,345.003,4.0541,74.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",3603.74,3.270270348,8.175675392,"['Goldman Sachs', 'Cowen & Co']",3603.74,34.653627201333336,78.5063,79.88,-0.07361041562343507,0.06089594594594594,True,True,0.06089594594594594,0.056670210391178255,1,5000.0,304.4797297297297,283.35105195589125
VEON US,2019-03-26,2019-03-27,2019-03-26,2019-03-26,2019-03-27,VEON US,VEON Ltd,216.0,100.0,2.16,"ADDL,Secondary Share Offering,Accelerated Bookbuild",3778.12,0.4629589617,-0.4629669189,"['JP Morgan', 'Citi']",3778.12,7.205417839877776,2.1787,2.35,-0.08085106382978724,0.00865740740740728,True,True,0.00865740740740728,0.0123847896249063,1,1441.0835679755553,12.476047556084486,17.84751682128661
GOL US,2019-03-25,2019-03-26,2019-03-25,2019-03-25,2019-03-26,GOL US,Gol Linhas Aereas Inteligentes,78.0435,5.2029,15.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",2010.49,-2.933333397,-5.466666698,"['Banco BTG Pactual', 'Banco Santander', 'Bank of America Merrill Lynch', 'Banco do Brasil SA', 'BCP Securities LLC', 'Bradesco BBI SA', 'Buckingham Research Group', 'Credit Agricole CIB', 'Deutsche Bank', 'Evercore Partners Inc', 'Morgan Stanley', 'Nomura']",2010.49,10.230676344777775,14.2951,14.19,0.05708245243128962,-0.04699333333333333,True,True,-0.134644448160535,-0.13590808937906262,2,1560.87,-210.16247980033427,-212.13485946909745
CWK US,2019-03-18,2019-03-20,2019-03-18,2019-03-20,2019-03-20,CWK US,Cushman & Wakefield PLC,331.236,16.5,17.75,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",3844.6,-1.408450723,1.802816868,"['William Blair & Co LLC', 'Credit Suisse', 'Barclays', 'Bank of America Merrill Lynch', 'Citi', 'UBS', 'Goldman Sachs', 'Morgan Stanley', 'JP Morgan']",3844.6,9.015316473288888,17.5929,17.73,0.0011280315848842815,-0.008850704225352057,True,True,-0.008850704225352057,-0.007537184042027523,1,1803.0632946577775,-15.958379920604793,-13.59001989126017
NOMD US,2019-03-18,2019-03-20,2019-03-18,2019-03-19,2019-03-20,NOMD US,Nomad Foods Ltd,400.0,17.3913,20.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",3889.03,-2.400000095,3.25,"['Goldman Sachs', 'Barclays', 'Citi', 'Credit Suisse', 'UBS']",3889.03,18.379438318111106,19.9402,21.45,-0.06759906759906753,-0.002989999999999937,True,True,-0.002989999999999937,-0.0016764798166754025,1,3675.8876636222217,-10.990904114230212,-6.162551476428756
EQH US,2019-03-18,2019-03-21,2019-03-18,2019-03-20,2019-03-21,EQH US,AXA Equitable Holdings Inc,943.0,40.0,20.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block",0.0,0.7317073345,1.414634109,"['Societe Generale', 'Natixis', 'HSBC', 'Goldman Sachs', 'Deutsche Bank', 'Credit Agricole CIB', 'BNP Paribas', 'Barclays', 'Citi', 'JP Morgan', 'Morgan Stanley']",10877.192,39.20682110184445,20.7652,20.87,-0.01772879731672261,0.012936585365853626,True,True,0.012936585365853626,0.006469022578446504,1,5000.0,64.68292682926813,32.34511289223252
YEXT US,2019-03-18,2019-03-19,2019-03-18,2019-03-18,2019-03-19,YEXT US,Yext Inc,150.5,6.1,21.5,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",2347.22,3.95348835,2.511627913,['Goldman Sachs'],2347.22,23.118247127888885,22.1767,23.0,-0.06521739130434778,0.031474418604651166,True,True,0.031474418604651166,0.029607036101570783,1,3010.0000000000005,94.73800000000003,89.11717866572808
NSTG US,2019-03-18,2019-03-20,2019-03-18,2019-03-19,2019-03-20,NSTG US,NanoString Technologies Inc,119.025,4.5,23.0,"ADDL,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,Accelerated Bookbuild",784.033,0.8260869384,5.086956501,"['JP Morgan', 'Cowen & Co', 'UBS']",784.033,12.045446631844444,23.9339,27.27,-0.15658232489915658,0.040604347826086906,True,True,0.040604347826086906,0.04191786800941144,1,2380.5,96.65864999999988,99.78548479640394
AGS US,2019-03-18,2019-03-19,2019-03-18,2019-03-18,2019-03-19,AGS US,PlayAGS Inc,102.0,4.0,25.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Emerging Growth Company",901.639,1.137254953,-0.3921568692,"['Jefferies', 'Morgan Stanley']",901.639,12.238411430400001,25.622700000000002,25.58,-0.0031274433150898506,0.004811764705882515,True,True,0.004811764705882515,0.0029443822028021316,1,2040.0000000000002,9.816000000000333,6.006539693716349
FTDR US,2019-03-18,2019-03-21,2019-03-18,2019-03-20,2019-03-21,FTDR US,frontdoor Inc,502.023,16.7341,30.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",2538.45,2.566666603,8.066666603,"['JP Morgan', 'Goldman Sachs', 'Credit Suisse', 'Wells Fargo']",2538.45,11.949285729999998,31.793,35.84,-0.1629464285714286,0.059766666666666746,True,True,0.059766666666666746,0.053299103879259624,1,2389.857146,142.83379542593352,127.37724428124493
AIZ US,2019-03-18,2019-03-19,2019-03-18,2019-03-18,2019-03-19,AIZ US,Assurant Inc,776.69,7.8692,98.7,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block",6088.11,-0.1519725919,-1.722388029,['Goldman Sachs'],6088.11,57.092660441599996,97.7502,99.7,-0.010030090270812475,-0.009623100303951304,True,True,-0.009623100303951304,-0.011490482807031688,1,5000.0,-48.11550151975652,-57.45241403515844
CDAY US,2019-03-15,2019-03-20,2019-03-15,2019-03-19,2019-03-20,CDAY US,Ceridian HCM Holding Inc,656.5,13.0,50.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Emerging Growth Company",7042.43,-0.09900990129,-1.128712893,"['Wells Fargo', 'Piper Jaffray & Co', 'Jefferies', 'Citi', 'Barclays', 'Deutsche Bank', 'Credit Suisse', 'Goldman Sachs', 'JP Morgan']",7042.43,26.408875857955557,49.988,51.38,-0.017127286882055337,-0.010138613861386148,True,True,-0.010138613861386148,-0.008825093678061613,1,5000.0,-50.69306930693074,-44.125468390308065
TRTN US,2019-03-14,2019-03-15,2019-03-14,2019-03-19,2019-03-15,TRTN US,Triton International Ltd/Bermu,223.613,7.1328,31.35,"ADDL,Secondary Share Offering,PE Backed,PE Exit",2467.17,-1.562999606,-1.786285043,['Morgan Stanley'],2467.17,16.083220347971125,30.7554,31.94,-0.018472135253600475,-0.01896650717703352,True,True,-0.01896650717703352,-0.021781468438054175,1,3216.644069594225,-61.008502831921184,-70.06323127832076
GDS US,2019-03-13,2019-03-15,2019-03-13,2019-03-15,2019-03-15,GDS US,GDS Holdings Ltd,459.999,11.9403,33.5,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",0.0,7.552238941,7.492537498,"['JP Morgan', 'Morgan Stanley', 'RBC Capital Markets']",4423.5535,24.529281462300002,36.2951,35.14,-0.04667046101309047,0.08343582089552237,True,True,0.08343582089552237,0.08062085963450172,1,4905.856292460001,409.32414695686407,395.51435154145474
PSDO US,2019-03-12,2019-03-13,2019-03-12,2019-03-12,2019-03-13,PSDO US,Presidio Inc,76.25,5.0,15.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1259.47,0.3934426308,-0.2622950673,['Morgan Stanley'],1259.47,8.643783627766668,15.3814,15.5,-0.016129032258064502,0.008616393442622883,True,True,-0.011584953664646735,-0.01567868281142948,2,1525.0,-17.667054338586272,-23.909991287429953
MELI US,2019-03-11,2019-03-13,2019-03-11,2019-03-12,2019-03-13,MELI US,MercadoLibre Inc,1149.98,2.0833,480.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,2.0,5.818749905,"['Goldman Sachs', 'JP Morgan', 'Morgan Stanley']",21747.5475,252.4972449799555,501.41,481.11,-0.00230716468167369,0.04460416666666678,True,True,0.04460416666666678,0.03900097898758359,1,5000.0,223.02083333333388,195.00489493791795
APLS US,2019-03-06,2019-03-07,2019-03-06,2019-03-07,2019-03-07,APLS US,Apellis Pharmaceuticals Inc,117.3,6.0,17.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",1074.22,11.05882359,14.17647076,"['JP Morgan', 'Citi', 'Cowen & Co']",1074.22,3.575095539155556,18.4591,18.3,-0.0710382513661203,0.08582941176470582,True,True,0.08582941176470582,0.09236922774883016,1,715.0191078311112,61.36966942566904,66.04576281601726
FRPT US,2019-03-05,2019-03-06,2019-03-05,2019-03-06,2019-03-06,FRPT US,Freshpet Inc,155.6,4.0,38.9,"ADDL,Secondary Share Offering,Block",1386.55,2.262206793,1.722361088,['Goldman Sachs'],1386.55,9.863160448466665,39.7532,40.15,-0.031133250311332517,0.02193316195372752,True,True,0.02193316195372752,0.026566262437338395,1,1972.6320896933332,43.26605909836383,52.405461787108344
IQV US,2019-03-05,2019-03-06,2019-03-05,2019-03-06,2019-03-06,IQV US,IQVIA Holdings Inc,705.0,5.0,141.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",27720.6,-1.304964542,-2.234042645,"['Barclays', 'Goldman Sachs']",27720.6,161.51140462530003,140.1878,141.49,-0.003463142271538655,-0.005760283687943235,True,True,-0.005760283687943235,-0.0011271832043322494,1,5000.0,-28.801418439716176,-5.635916021661247
SRPT US,2019-03-05,2019-03-06,2019-03-05,2019-03-05,2019-03-06,SRPT US,Sarepta Therapeutics Inc,375.005,2.6042,144.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",10609.4,-1.041666627,-8.159722328,"['Goldman Sachs', 'Morgan Stanley']",10609.4,167.49756183428894,135.6365,148.79,-0.032193023724712666,-0.058079861111111075,True,True,-0.058079861111111075,-0.05344676062750009,1,5000.0,-290.3993055555554,-267.23380313750044
NVTA US,2019-03-04,2019-03-06,2019-03-04,2019-03-05,2019-03-06,NVTA US,Invitae Corp,196.65,9.0,19.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",1630.78,4.894736767,1.157894731,"['JP Morgan', 'Cowen & Co', 'SVB Leerink LLC']",1630.78,25.715583597155554,19.6564,20.38,-0.06771344455348371,0.03454736842105266,True,True,0.03454736842105266,0.039180468904663535,1,3933.0000000000005,135.87480000000014,154.0967842020417
HZNP US,2019-03-04,2019-03-07,2019-03-04,2019-03-06,2019-03-07,HZNP US,Horizon Therapeutics Plc,344.999,12.2449,24.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",4482.07,-0.8163265586,5.387754917,"['Morgan Stanley', 'Citi', 'Goldman Sachs', 'Cowen & Co']",4482.07,50.187438405988885,25.3239,28.01,-0.12531238843270265,0.03362857142857134,True,True,0.03362857142857134,0.04016838741269568,1,5000.0,168.1428571428567,200.8419370634784
BL US,2019-03-04,2019-03-05,2019-03-04,2019-03-04,2019-03-05,BL US,Blackline Inc,236.869,4.8839,48.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Emerging Growth Company",2652.11,-1.030927777,-0.5154638886,['Morgan Stanley'],2652.11,20.0542017148,48.1458,49.85,-0.027081243731193583,-0.007303092783505161,True,True,-0.007303092783505161,-0.007174058214277079,1,4010.8403429600007,-29.291539164462545,-28.77400210856609
ASND US,2019-03-04,2019-03-06,2019-03-04,2019-03-05,2019-03-06,ASND US,Ascendis Pharma A/S,575.004,4.1667,120.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",5631.25,1.883333325,-4.416666508,"['JP Morgan', 'Morgan Stanley', 'Credit Suisse', 'Evercore Partners Inc']",5631.25,16.409859679600004,118.7645,120.6,-0.00497512437810943,-0.010295833333333393,True,True,-0.010295833333333393,-0.005662732849722407,1,3281.9719359200008,-33.79063605690987,-18.584930293401232
SE US,2019-03-01,2019-03-06,2019-03-01,2019-03-05,2019-03-06,SE US,Sea Ltd,1552.5,60.0,22.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",4503.42,3.644444466,1.688888907,"['Goldman Sachs', 'Morgan Stanley']",4503.42,54.77204738133333,23.0757,23.2,-0.030172413793103425,0.025586666666666646,True,True,0.025586666666666646,0.030219767150277743,1,5000.0,127.93333333333324,151.09883575138872
ALDR US,2019-02-26,2019-02-28,2019-02-26,2019-02-27,2019-02-28,ALDR US,Alder Biopharmaceuticals Inc,129.999,11.3043,11.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",936.722,5.913043499,11.47826099,"['JP Morgan', 'SVB Leerink LLC', 'Wells Fargo']",936.722,13.54563044946667,12.7511,13.51,-0.14877868245743897,0.10879130434782591,True,True,0.10879130434782591,0.11125087500972208,1,2599.98,282.8552154782604,289.25005000777725
BNFT US,2019-02-26,2019-03-01,2019-02-26,2019-02-28,2019-03-01,BNFT US,Benefitfocus Inc,316.544,5.7048,48.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1544.86,-2.507771969,-4.580310822,"['Goldman Sachs', 'JP Morgan', 'Bank of America Merrill Lynch']",1544.86,15.918717795933336,46.6295,57.8,-0.1652249134948096,-0.03358549222797924,True,True,-0.03358549222797924,-0.03892640254308821,1,3183.7435591866674,-106.92759456294279,-123.9316833788646
RARE US,2019-02-25,2019-02-27,2019-02-25,2019-02-26,2019-02-27,RARE US,Ultragenyx Pharmaceutical Inc,350.004,5.0725,60.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",3401.64,2.5,6.066666603,"['JP Morgan', 'Bank of America Merrill Lynch', 'Goldman Sachs', 'Cowen & Co']",3401.64,27.422523407377774,62.5329,63.37,-0.0531797380463942,0.04221499999999989,True,True,0.04221499999999989,0.04381783001970252,1,5000.0,211.07499999999945,219.0891500985126
DHR US,2019-02-25,2019-02-27,2019-02-25,2019-02-26,2019-02-27,DHR US,Danaher Corp,1488.3,11.0,123.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",87767.0,1.934959292,2.756097555,"['Barclays', 'Credit Suisse', 'Goldman Sachs', 'HSBC']",87767.0,246.3921861554555,126.4713,123.15,-0.0012180267965895553,0.028221951219512098,True,True,0.028221951219512098,0.029824781239214726,1,5000.0,141.10975609756048,149.12390619607362
SAGE US,2019-02-25,2019-02-26,2019-02-25,2019-02-25,2019-02-26,SAGE US,Sage Therapeutics Inc,574.995,3.3333,150.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",7533.24,0.6000000238,1.840000033,"['JP Morgan', 'Goldman Sachs']",7533.24,78.93489837766664,152.6883,159.37,-0.058794001380435446,0.017921999999999993,True,True,0.017921999999999993,0.018650602073650102,1,5000.0,89.60999999999997,93.25301036825051
HUBS US,2019-02-13,2019-02-14,2019-02-13,2019-02-13,2019-02-14,HUBS US,HubSpot Inc,354.832,1.87,165.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",6839.61,1.212121248,0.6606060863,['Morgan Stanley'],6839.61,90.11477775230003,164.8501,171.87,-0.03997207191481933,-0.0009084848484848251,True,True,-0.0009084848484848251,0.0007002076410587144,1,5000.0,-4.542424242424126,3.501038205293572
G US,2019-02-12,2019-02-13,2019-02-12,2019-02-12,2019-02-13,G US,Genpact Ltd,324.0,10.0,32.4,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",6137.2,-0.5246960521,0.1234520748,['Goldman Sachs'],6137.2,15.784108484666666,32.4037,32.62,-0.006744328632740659,0.00011419753086427953,True,True,0.00011419753086427953,-0.003404119255728366,1,3156.821696933333,0.3605012431685716,-10.746197525431855
NMFC US,2019-02-11,2019-02-12,2019-02-11,2019-02-12,2019-02-12,NMFC US,New Mountain Finance Corp,58.5206,3.75,13.57,"ADDL,Primary Share Offering,Accelerated Bookbuild",1091.28,0.4421540499,0.9579978585,"['Wells Fargo', 'Morgan Stanley', 'Goldman Sachs', 'Stifel']",1091.28,5.005918141333332,13.6007,13.88,-0.022334293948126804,0.0022623434045687674,True,True,0.0022623434045687674,-0.008263014298745208,1,1001.1836282666663,2.265021178171321,-8.272794636037071
